Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
1,Tree House Brewing Company,Good Morning,American Double / Imperial Stout,8.40%,4.72,999,69
2,Toppling Goliath Brewing Company,Kentucky Brunch Brand Stout,American Double / Imperial Stout,12.00%,4.7,526,182
3,Russian River Brewing Company,Pliny The Younger,American Double / Imperial IPA,10.25%,4.66,2974,186
4,Toppling Goliath Brewing Company,Mornin' Delight,American Double / Imperial Stout,12.00%,4.66,997,50
5,The Alchemist,Heady Topper,American Double / Imperial IPA,8.00%,4.66,12812,62
6,Tree House Brewing Company,Very Hazy,American Double / Imperial IPA,8.60%,4.66,464,168
7,Tree House Brewing Company,King Julius,American Double / Imperial IPA,8.30%,4.65,685,26
8,Cigar City Brewing,Hunahpu's Imperial Stout - Double Barrel Aged,American Double / Imperial Stout,11.00%,4.65,1305,26
9,Tree House Brewing Company,King JJJuliusss,American Double / Imperial IPA,8.40%,4.63,341,160
10,Maine Beer Company,Dinner,American Double / Imperial IPA,8.20%,4.63,1827,75
11,Three Floyds Brewing Company,Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord),Russian Imperial Stout,15.00%,4.63,1432,97
12,Tree House Brewing Company,Julius,American IPA,6.80%,4.62,3121,133
13,Founders Brewing Company,Founders CBS Imperial Stout,American Double / Imperial Stout,10.60%,4.62,4240,189
14,Tree House Brewing Company,Juice Machine,American Double / Imperial IPA,8.20%,4.61,479,187
15,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Trappist Westvleteren 12 (XII),Quadrupel (Quad),10.20%,4.61,6131,12
16,Bottle Logic Brewing,Fundamental Observation,American Double / Imperial Stout,14.30%,4.6,649,28
17,Russian River Brewing Company,Pliny The Elder,American Double / Imperial IPA,8.00%,4.6,14029,100
18,Perennial Artisan Ales,Barrel-Aged Abraxas,American Double / Imperial Stout,11.00%,4.59,1241,22
19,Toppling Goliath Brewing Company,King Sue,American Double / Imperial IPA,8.00%,4.58,1576,57
20,Goose Island Beer Company,Bourbon County Brand Coffee Stout,American Double / Imperial Stout,13.40%,4.57,6840,3
21,The Alchemist,Focal Banger,American IPA,7.00%,4.57,2500,92
22,Funky Buddha Brewery,Morning Wood,American Porter,12.00%,4.56,489,164
23,Tree House Brewing Company,Green,American IPA,7.60%,4.56,1952,88
24,Tree House Brewing Company,Very Green,American Double / Imperial IPA,8.60%,4.56,386,142
25,Hill Farmstead Brewery,Abner,American Double / Imperial IPA,8.20%,4.56,2485,115
26,Founders Brewing Company,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout,12.40%,4.56,11950,98
27,Tree House Brewing Company,JJJuliusss,American IPA,6.80%,4.56,321,139
28,Lawson's Finest Liquids,Sip Of Sunshine,American Double / Imperial IPA,8.00%,4.55,4226,135
29,Hill Farmstead Brewery,Ann,Saison / Farmhouse Ale,6.50%,4.55,332,167
30,Trillium Brewing Company,Double Dry Hopped Congress Street,American IPA,7.20%,4.54,873,15
31,Kern River Brewing Company,Citra,American Double / Imperial IPA,8.00%,4.54,1646,117
32,Lawson's Finest Liquids,Double Sunshine IPA,American Double / Imperial IPA,8.00%,4.54,2098,108
33,Tree House Brewing Company,Alter Ego,American IPA,6.80%,4.53,1530,73
34,Lawson's Finest Liquids,Triple Sunshine IPA,American Double / Imperial IPA,10.50%,4.53,569,142
35,Firestone Walker Brewing Company,Parabola,Russian Imperial Stout,14.00%,4.53,6202,4
36,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee (Bourbon Barrel Aged),American Double / Imperial Stout,12.00%,4.53,557,147
37,Three Floyds Brewing Company,Zombie Dust,American Pale Ale (APA),6.20%,4.52,9743,8
38,Tree House Brewing Company,Doppelganger,American Double / Imperial IPA,8.20%,4.52,746,16
39,Hill Farmstead Brewery,Double Galaxy,American Double / Imperial IPA,8.00%,4.52,1279,69
40,Brothers Craft Brewing,Resolute - Coconut,American Double / Imperial Stout,13.50%,4.52,180,132
41,Brasserie Cantillon,Cantillon Fou' Foune,Lambic - Fruit,5.00%,4.52,2766,138
42,Hill Farmstead Brewery,Society & Solitude #4,American Double / Imperial IPA,8.00%,4.51,1051,35
