"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
101,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4964,180
102,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2576,121
103,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.45,213,106
104,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,1010,50
105,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.45,2184,117
106,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.45,665,23
107,"AleSmith Brewing Company","AleSmith Speedway Stout - Bourbon Barrel Aged","American Double / Imperial Stout","12.00%",4.45,2078,112
108,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.45,211,93
109,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.45,1889,76
110,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.45,323,129
111,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.45,971,20
112,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.45,459,175
113,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.45,185,105
114,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.44,1809,58
115,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.44,162,88
116,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.44,171,109
117,"Alpine Beer Company","Keene Idea","American Double / Imperial IPA","8.88%",4.44,446,157
118,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.44,948,46
119,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2798,107
120,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","5.50%",4.44,294,133
121,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,813,183
122,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","11.60%",4.43,2340,89
123,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,793,15
124,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.43,462,156
125,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.43,1029,48
126,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1557,32
127,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1143,45
128,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.43,500,175
129,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.43,12855,99
130,"Anchorage Brewing Company","A Deal With The Devil","American Barleywine","17.30%",4.43,969,29
131,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.43,107,79
132,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.43,2020,137
133,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.43,1448,59
134,"Brouwerij Rodenbach N.V.","Alexander","Flanders Red Ale","5.00%",4.42,479,37
135,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1752,83
136,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1725,81
137,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.42,233,93
138,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,654,19
139,"Perrin Brewery","No Rules","American Porter","15.00%",4.42,1028,71
140,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.42,578,164
141,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9383,64
142,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1260,95
143,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.42,845,172
144,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1449,59
145,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.42,434,170
146,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.41,199,90
147,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3638,1
148,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,298,133
149,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1983,84
150,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3755,179
151,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.50%",4.41,680,20
152,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,255,102
153,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2622,110
154,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.41,741,18
155,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,29
156,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2423,104
157,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.41,1872,96
158,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1386,67
159,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.41,378,157
160,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1933,136
161,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.41,1714,57
162,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2250,128
163,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5218,2
164,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.4,476,160
165,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,128,75
166,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.20%",4.4,810,191
167,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,137,102
168,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,231,102
169,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,699,148
170,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,572,154
171,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.4,297,154
172,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,872,31
173,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2494,147
174,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1720,40
175,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8179,63
176,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,944,182
177,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,731,182
178,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,308,142
179,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5954,10
180,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.4,346,116
181,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,620,36
182,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.39,274,140
183,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.39,278,126
184,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,831,82
185,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,118,79
186,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,672,164
187,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,570,164
188,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,654,42
189,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1638,70
190,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,547,182
191,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5041,11
192,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.39,372,155
193,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,632,131
194,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,302,131
195,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.39,357,131
196,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.39,219,126
197,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10560,6
198,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,624,177
199,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,680,190
200,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.38,1333,49
201,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2581,114
202,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1614,74
203,"Tree House Brewing Company","Double Shot- Batch 500","American Stout","8.60%",4.38,87,72
204,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,452,171
205,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.38,271,122
206,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,656,162
207,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,484,162
208,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,514,156
209,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.38,2198,97
210,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.38,852,52
211,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1301,125
212,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1261,47
213,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,519,144
214,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4045,174
215,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,452,184
216,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1121,69
217,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,975,24
218,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.37,258,120
219,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13658,62
220,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.37,266,129
221,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,365,129
222,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.37,373,135
223,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1684,35
224,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1245,134
225,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6673,9
226,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.37,1001,33
227,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,881,187
228,"Hardywood Park Craft Brewery","Kentucky Christmas Morning","Milk / Sweet Stout","10.60%",4.36,192,109
229,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,92,90
230,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,471,171
231,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,44,30
232,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2659,108
233,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.36,355,14
234,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.36,1701,94
235,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,495,191
236,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.36,1272,22
237,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,327,144
238,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1058,51
239,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.36,1168,50
240,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1316,87
241,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3525,193
242,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,297,120
243,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,922,15
244,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,914,24
245,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,250,146
246,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2811,92
247,"Haymarket Pub & Brewery","Clare's Thirsty Ale","American Double / Imperial Stout","12.50%",4.35,191,90
248,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1593,132
249,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,386,163
250,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6783,5
