Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
31,Hill Farmstead Brewery,Ann,Saison / Farmhouse Ale,6.50%,4.55,333,166
32,Trillium Brewing Company,Double Dry Hopped Congress Street,American IPA,7.20%,4.54,880,16
33,Tree House Brewing Company,Doppelganger,American Double / Imperial IPA,8.20%,4.54,803,21
34,Lawson's Finest Liquids,Double Sunshine IPA,American Double / Imperial IPA,8.00%,4.54,2104,109
35,Tree House Brewing Company,Alter Ego,American IPA,6.80%,4.53,1562,77
36,Lawson's Finest Liquids,Triple Sunshine IPA,American Double / Imperial IPA,10.50%,4.53,570,142
37,Firestone Walker Brewing Company,Parabola,Russian Imperial Stout,14.00%,4.53,6224,4
38,Three Floyds Brewing Company,Zombie Dust,American Pale Ale (APA),6.20%,4.52,9785,8
39,Hill Farmstead Brewery,Double Galaxy,American Double / Imperial IPA,8.00%,4.52,1284,71
40,Brothers Craft Brewing,Resolute - Coconut,American Double / Imperial Stout,13.50%,4.52,181,134
41,Brasserie Cantillon,Cantillon Fou' Foune,Lambic - Fruit,5.00%,4.52,2778,139
42,Hill Farmstead Brewery,Society & Solitude #4,American Double / Imperial IPA,8.00%,4.51,1066,36
43,Aslin Beer Company,Master Of Karate,American Double / Imperial IPA,8.40%,4.51,158,138
44,Trillium Brewing Company,Headroom,American Double / Imperial IPA,8.00%,4.51,408,153
45,Tree House Brewing Company,Haze,American Double / Imperial IPA,8.20%,4.51,1697,82
46,Kane Brewing Company,Sunday Brunch,American Porter,9.20%,4.5,455,138
47,Bissell Brothers Brewing Company,Swish,American Double / Imperial IPA,8.00%,4.5,946,33
48,The Lost Abbey,Duck Duck Gooze,Gueuze,7.00%,4.5,1703,90
49,Cigar City Brewing,Hunahpu's Imperial Stout,American Double / Imperial Stout,11.00%,4.5,3983,164
50,Tree House Brewing Company,In Perpetuity,American IPA,6.70%,4.5,439,171
51,Goose Island Beer Company,Bourbon County Brand Stout,American Double / Imperial Stout,13.80%,4.5,11884,68
52,Side Project Brewing,Fuzzy,American Wild Ale,8.00%,4.5,673,161
53,Russian River Brewing Company,Supplication,American Wild Ale,7.00%,4.49,6193,7
54,Hill Farmstead Brewery,Double Citra,American Double / Imperial IPA,8.00%,4.49,1693,71
55,Funky Buddha Brewery,Snowed In - Bourbon Barrel Aged,American Double / Imperial Stout,11.00%,4.49,272,122
56,Trillium Brewing Company,Galaxy Dry Hopped Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.49,1379,42
57,Tree House Brewing Company,Double Shot,American Stout,7.60%,4.49,772,162
58,Toppling Goliath Brewing Company,Assassin Imperial Stout,American Double / Imperial Stout,12.00%,4.49,1053,181
59,Brasserie Cantillon,Cantillon Bl†b‘r Lambik,Lambic - Fruit,5.00%,4.49,764,85
60,"Bell's Brewery, Inc.",Bell's Black Note Stout,American Double / Imperial Stout,11.40%,4.49,4022,149
61,Toppling Goliath Brewing Company,PseudoSue,American Pale Ale (APA),5.80%,4.49,3970,146
62,Trillium Brewing Company,Double Dry Hopped Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.48,1093,21
63,Jester King Brewery,Atrial Rubicite,American Wild Ale,5.80%,4.48,1655,43
64,Kuhnhenn Brewing Company,Kuhnhenn Bourbon Barrel Fourth Dementia,Old Ale,13.50%,4.48,1878,123
65,Three Floyds Brewing Company,Bourbon Barrel Aged Dark Lord Imperial Stout,Russian Imperial Stout,15.00%,4.48,799,60
66,Fremont Brewing Company,Bourbon Barrel Aged Abominable: Coffee And Cinnamon,American Strong Ale,14.00%,4.48,712,181
67,Trillium Brewing Company,Cutting Tiles,American Double / Imperial IPA,8.50%,4.48,979,37
68,Deschutes Brewery,The Abyss,American Double / Imperial Stout,12.20%,4.48,6840,13
69,Trillium Brewing Company,Scaled Way Up,American Double / Imperial IPA,8.00%,4.47,323,136
70,Prairie Artisan Ales,BOMB!,American Double / Imperial Stout,13.00%,4.47,5599,172
71,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Trappist Westvleteren 8 (VIII),Dubbel,8.00%,4.47,2092,168
72,Boneyard Beer Company,Notorious Triple IPA,American Double / Imperial IPA,12.00%,4.47,710,179
73,Brouwerij Drie Fonteinen,Drie Fonteinen Zenne Y Frontera,Lambic - Unblended,7.00%,4.47,115,101
74,Hill Farmstead Brewery,Ephraim,American Double / Imperial IPA,10.00%,4.47,1008,82
75,Founders Brewing Company,Founders Breakfast Stout,American Double / Imperial Stout,8.30%,4.47,16163,100
76,Voodoo Brewing Company,Grande Negro Voodoo Papi - Bourbon Barrel Aged,American Double / Imperial Stout,12.50%,4.47,231,126
77,Brasserie de Rochefort,Trappistes Rochefort 10,Quadrupel (Quad),11.30%,4.47,9035,67
78,Goose Island Beer Company,Bourbon County Brand Barleywine Ale,English Barleywine,12.10%,4.47,4939,143
79,Ozark Beer Company,BDCS,American Double / Imperial Stout,10.20%,4.47,301,142
80,Dark Horse Brewing Company,Dark Horse Bourbon Barrel Aged Plead The 5th,Russian Imperial Stout,12.00%,4.46,3044,127
81,Surly Brewing Company,Abrasive Ale,American Double / Imperial IPA,9.00%,4.46,4429,183
82,Brasserie Cantillon,Cantillon Lou Pepe - Kriek,Lambic - Fruit,5.00%,4.46,1686,114
83,Surly Brewing Company,Todd The Axe Man,American IPA,7.20%,4.46,2105,112
84,The Bruery,Black Tuesday,American Double / Imperial Stout,19.20%,4.46,3758,155
85,Evil Twin Brewing,Evil Twin Double Barrel Jesus,American Double / Imperial Stout,12.00%,4.46,579,159
86,The Lost Abbey,Cable Car,American Wild Ale,7.00%,4.46,958,80
87,Russian River Brewing Company,Beatification,American Wild Ale,5.50%,4.46,2579,145
88,New England Brewing Company,Fuzzy Baby Ducks IPA,American IPA,6.20%,4.46,724,171
89,Hill Farmstead Brewery,Society & Solitude #5,American Double / Imperial IPA,8.10%,4.46,1352,45
90,Funky Buddha Brewery,Wide Awake It's Morning,American Double / Imperial Stout,10.00%,4.45,614,20
91,Prairie Artisan Ales,Prairie Pirate Bomb!,American Double / Imperial Stout,14.00%,4.45,1859,61
92,The Alchemist,Crusher,American Double / Imperial IPA,9.60%,4.45,1345,41
93,Firestone Walker Brewing Company,Parabajava,Russian Imperial Stout,14.00%,4.45,571,161
94,Firestone Walker Brewing Company,?ucaba,English Barleywine,12.50%,4.45,4915,175
95,Fremont Brewing Company,The Rusty Nail,American Double / Imperial Stout,13.20%,4.45,158,110
96,Hill Farmstead Brewery,Susan,American IPA,6.20%,4.45,1740,58
97,Hill Farmstead Brewery,Everett Porter,American Porter,7.50%,4.45,2561,118
98,Trillium Brewing Company,Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.45,1728,55
99,Cigar City Brewing,CaffŠ Americano,American Double / Imperial Stout,11.00%,4.45,939,25
100,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Golden Blend,Gueuze,7.50%,4.45,994,53
101,AleSmith Brewing Company,AleSmith Speedway Stout - Bourbon Barrel Aged,American Double / Imperial Stout,12.00%,4.45,2046,111
102,Toppling Goliath Brewing Company,Sosus,American Double / Imperial IPA,8.00%,4.45,1235,35
103,Trillium Brewing Company,Congress Street IPA,American IPA,7.20%,4.45,1812,75
104,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Vintage,Gueuze,6.00%,4.44,694,29
105,Perrin Brewery,No Rules,American Porter,15.00%,4.44,914,56
106,Trillium Brewing Company,Mosaic Dry Hopped Fort Point,American Pale Ale (APA),6.60%,4.44,887,14
107,Toppling Goliath Brewing Company,Double Dry Hopped PseudoSue (Citra),American Pale Ale (APA),5.80%,4.44,213,124
108,Alpine Beer Company,Keene Idea,American Double / Imperial IPA,8.88%,4.44,444,151
110,Hair of the Dog Brewing Company / Brewery and Tasting Room,Adam From The Wood,Old Ale,12.00%,4.44,938,49
111,"Bell's Brewery, Inc.",Hopslam Ale,American Double / Imperial IPA,10.00%,4.44,12640,98
112,Three Floyds Brewing Company,Permanent Funeral,American Double / Imperial IPA,10.50%,4.44,2772,104
113,Cigar City Brewing,Decoherence,American Double / Imperial Stout,12.90%,4.43,156,89
114,Fremont Brewing Company,Brew 1000 - Bourbon Barrel Aged,English Barleywine,13.10%,4.43,157,106
115,Jackie O's Pub & Brewery,Bourbon Barrel Champion Ground,American Double / Imperial Stout,11.00%,4.43,373,159
116,Evil Twin Brewing,Imperial Biscotti Break Bourbon Barrel Aged,American Double / Imperial Stout,11.50%,4.43,1531,34
117,Stone Brewing,Imperial Russian Stout - Bourbon Barrel Aged,Russian Imperial Stout,13.50%,4.43,1134,48
118,Trillium Brewing Company,Upper Case,American Double / Imperial IPA,9.00%,4.43,755,184
119,de Garde Brewing,Nectarine Premiere,Saison / Farmhouse Ale,7.10%,4.43,179,87
120,Anchorage Brewing Company,A Deal With The Devil,American Barleywine,17.30%,4.43,945,30
121,Prairie Artisan Ales,Barrel Aged Bomb!,American Double / Imperial Stout,11.20%,4.42,918,40
122,Trillium Brewing Company,Heavy Mettle,American Double / Imperial IPA,9.30%,4.42,761,167
123,de Garde Brewing,The Broken Truck,Gueuze,5.00%,4.42,136,81
124,J. Wakefield Brewing,Miami Madness,Berliner Weissbier,3.50%,4.42,272,124
125,Columbus Brewing Company,Columbus Bodhi DIPA,American Double / Imperial IPA,8.50%,4.42,1395,58
126,Firestone Walker Brewing Company,Stickee Monkee,Quadrupel (Quad),12.00%,4.42,2292,86
127,Fremont Brewing Company,Bourbon Barrel Aged Dark Star Oatmeal Stout,Oatmeal Stout,14.50%,4.42,401,147
128,Funky Buddha Brewery,Maple Bacon Coffee Porter,American Porter,6.40%,4.42,1687,83
129,Funky Buddha Brewery,Last Snow,American Porter,6.40%,4.42,1661,79
130,Brouwerij St. Bernardus NV,St. Bernardus Abt 12,Quadrupel (Quad),10.00%,4.42,9288,66
131,FiftyFifty Brewing Company,Imperial Eclipse Stout - Elijah Craig (12 Year),American Double / Imperial Stout,11.90%,4.42,1841,95
132,Brasserie Cantillon,Cantillon Lou Pepe - Framboise,Lambic - Fruit,5.00%,4.42,1243,94
133,Peg's Cantina & Brew Pub,Peg's G.O.O.D. RareR D.O.S.,American Double / Imperial Stout,10.00%,4.42,724,18
134,Brouwerij Drie Fonteinen,Drie Fonteinen Framboos,Lambic - Fruit,5.00%,4.42,632,17
135,Brasserie Cantillon,Cantillon Saint Lamvinus,Lambic - Fruit,5.00%,4.42,2004,133
136,Grimm Artisanal Ales,Afterimage,American Double / Imperial IPA,8.00%,4.41,425,165
137,Russian River Brewing Company,Temptation,American Wild Ale,7.50%,4.41,3615,1
138,Hill Farmstead Brewery,Juicy,Saison / Farmhouse Ale,7.40%,4.41,455,163
139,Prairie Artisan Ales,Prairie Apple Brandy Noir,American Double / Imperial Stout,12.00%,4.41,1372,54
140,Surly Brewing Company,Darkness,Russian Imperial Stout,10.30%,4.41,3685,174
141,Fat Head's Brewery & Saloon,Hop JuJu Imperial IPA,American Double / Imperial IPA,9.00%,4.41,1963,84
142,J. Wakefield Brewing,Dragon Fruit Passion Fruit Berliner,Berliner Weissbier,3.50%,4.41,281,126
143,The Bruery,Chocolate Rain,American Double / Imperial Stout,18.50%,4.41,2581,108
144,Tree House Brewing Company,Triple Shot,American Double / Imperial Stout,9.00%,4.41,254,101
145,Alpine Beer Company,Bad Boy,American Double / Imperial IPA,9.00%,4.41,548,31
146,Perennial Artisan Ales,Abraxas,American Double / Imperial Stout,10.00%,4.41,2310,91
147,Heist Brewery,Citraquench'l,American IPA,6.70%,4.41,90,87
148,Pelican Pub & Brewery,Mother Of All Storms,English Barleywine,14.00%,4.41,1901,131
149,Aslin Beer Company,Orange Starfish,American IPA,5.70%,4.41,122,89
150,New England Brewing Company,Coriolis,American Double / Imperial IPA,8.20%,4.41,529,151
151,Jackie O's Pub & Brewery,Oro Negro,American Double / Imperial Stout,10.00%,4.4,610,15
152,Sante Adairius Rustic Ales,Saison Bernice,Saison / Farmhouse Ale,6.50%,4.4,822,163
153,Russian River Brewing Company,Consecration,American Wild Ale,10.00%,4.4,5168,2
154,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,8.20%,4.4,1667,57
155,Lagunitas Brewing Company,Born Yesterday Pale Ale,American Pale Ale (APA),7.00%,4.4,2147,125
156,Sante Adairius Rustic Ales,Westly,American Wild Ale,8.50%,4.4,226,101
157,Trillium Brewing Company,Double Dry Hopped Sleeper Street,American IPA,7.20%,4.4,636,161
158,Jester King Brewery,Montmorency Vs Balaton,American Wild Ale,6.70%,4.4,672,142
159,Peg's Cantina & Brew Pub,Trademark Dispute: Hazelnut,American Double / Imperial Stout,Imperial,4.4,122,74
160,Boston Beer Company (Samuel Adams),Samuel Adams Utopias,American Strong Ale,29.00%,4.4,2457,141
161,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Hefeweissbier,Hefeweizen,5.40%,4.4,8109,65
162,Foundation Brewing Company,Epiphany,American Double / Imperial IPA,8.00%,4.4,828,29
163,Fremont Brewing Company,Bourbon Barrel Aged Dark Star: Coffee Edition,Oatmeal Stout,14.50%,4.4,519,140
164,Trillium Brewing Company,Dusk Trill Dawn,American Double / Imperial Stout,11.50%,4.4,329,140
165,Brouwerij Rodenbach N.V.,Rodenbach CaractŠre Rouge,Flanders Red Ale,7.00%,4.4,1348,62
166,Three Floyds Brewing Company,Dreadnaught IPA,American Double / Imperial IPA,9.50%,4.4,5925,10
167,Sante Adairius Rustic Ales,West Ashley,American Wild Ale,7.30%,4.4,930,177
168,SingleCut Beersmiths,Softly Spoken Magic Spells,American Double / Imperial IPA,8.60%,4.4,515,27
169,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00%,4.4,1641,38
170,Peg's Cantina & Brew Pub,Rare Scooop,American Double / Imperial Stout,Imperial,4.39,91,69
171,Parish Brewing Company,Ghost In The Machine,American Double / Imperial IPA,8.00%,4.39,519,171
172,Hair of the Dog Brewing Company / Brewery and Tasting Room,Matt,American Strong Ale,11.50%,4.39,826,84
174,Bottle Logic Brewing,Ground State - 2nd Anniversary Beer,American Double / Imperial Stout,12.50%,4.39,358,148
175,Hill Farmstead Brewery,Society & Solitude #6,American Double / Imperial IPA,8.10%,4.39,668,160
176,Trillium Brewing Company,Double Dry Hopped Scaled,American IPA,7.00%,4.39,554,160
177,Trillium Brewing Company,Vicinity,American Double / Imperial IPA,8.00%,4.39,1240,47
178,Bottle Logic Brewing,Leche Borracho,American Double / Imperial Stout,11.00%,4.39,243,132
179,Alpine Beer Company,Great,American Barleywine,14.00%,4.39,648,44
180,Willoughby Brewing,Nut Smasher,American Double / Imperial Stout,11.00%,4.39,286,147
181,Noble Ale Works,Citra Showers,American Double / Imperial IPA,8.80%,4.39,477,158
182,Brasserie Dieu du Ciel!,P‚ch‚ Mortel,American Double / Imperial Stout,9.50%,4.39,4997,11
183,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81%,4.39,2065,88
184,Stone Brewing,Stone Enjoy By IPA,American Double / Imperial IPA,9.40%,4.39,10501,6
185,Trillium Brewing Company,Scaled Up,American Double / Imperial IPA,8.00%,4.38,595,173
186,Side Project Brewing,Saison Du Fermier,Saison / Farmhouse Ale,7.00%,4.38,611,129
187,Peg's Cantina & Brew Pub,Trademark Dispute: Pallet 1,American Double / Imperial Stout,10.40%,4.38,257,129
188,Pipeworks Brewing Company,Spotted Puffer,American Double / Imperial IPA,9.50%,4.38,290,129
189,Hill Farmstead Brewery,Edward,American Pale Ale (APA),5.20%,4.38,2548,113
190,Toppling Goliath Brewing Company,XHOPS (Gold Label),American Pale Ale (APA),5.30%,4.38,383,160
191,Tree House Brewing Company,Curiosity Twenty Seven,American Double / Imperial IPA,8.00%,4.38,86,69
192,Kane Brewing Company,Mexican Brunch,American Porter,9.20%,4.38,165,69
193,Kern River Brewing Company,Winter Ale / 5th Anniversary Ale,American Double / Imperial IPA,8.00%,4.38,271,179
194,The Lone Pint Brewery,Yellow Rose,American IPA,6.80%,4.38,1562,73
195,Cascade Brewing / Raccoon Lodge & Brewpub,Cascade Sang Noir,American Wild Ale,9.50%,4.38,1590,71
196,Pipeworks Brewing Company,Sure Bet,American Double / Imperial IPA,9.50%,4.38,507,150
197,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00%,4.38,13517,64
198,4 Hands Brewing Company,Madagascar,Milk / Sweet Stout,9.30%,4.38,617,156
199,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00%,4.37,1292,121
200,Three Floyds Brewing Company,French Vanilla Militia,Russian Imperial Stout,Imperial,4.37,105,76
201,Logsdon Farmhouse Ales,Peche 'n Brett,Saison / Farmhouse Ale,10.00%,4.37,1239,49
202,Alpine Beer Company,Nelson,American IPA,7.00%,4.37,4030,170
203,Trillium Brewing Company,Double Dry Hopped Melcher Street,American IPA,7.30%,4.37,715,167
204,Hill Farmstead Brewery,Aaron,English Barleywine,BreweryEnglish,4.37,318,101
205,Hill Farmstead Brewery,Damon (Bourbon Barrel Aged),Russian Imperial Stout,10.50%,4.37,655,179
206,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00%,4.37,3092,152
207,Brasserie Dieu du Ciel!,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,American Double / Imperial Stout,9.50%,4.37,440,178
208,Stone Brewing,Stone Enjoy By Unfiltered IPA,American Double / Imperial IPA,9.40%,4.37,1102,72
209,Hangar 24 Brewery,Pugachev Royale,Russian Imperial Stout,14.80%,4.37,169,81
210,Other Half Brewing Company,All Green Everything,American Double / Imperial IPA,10.50%,4.37,943,23
212,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00%,4.37,6601,9
213,Kuhnhenn Brewing Company,Kuhnhenn Raspberry Eisbock,Eisbock,15.50%,4.37,1224,131
214,Buxton Brewery,Buxton / Omnipollo Yellow Belly,American Double / Imperial Stout,11.00%,4.36,221,132
215,Lift Bridge Brewery,Barrel-Aged Silhouette,Russian Imperial Stout,10.00%,4.36,337,122
216,Grimm Artisanal Ales,Lumen,American IPA,6.40%,4.36,246,122
217,Brouwerij Drie Fonteinen,Drie Fonteinen Hommage,Lambic - Fruit,6.00%,4.36,836,52
218,The Bruery,Grey Monday,American Double / Imperial Stout,19.50%,4.36,1652,34
219,Societe Brewing Company,The Pupil,American IPA,7.80%,4.36,870,181
220,Trillium Brewing Company,Dialed In (w/ Sauvignon Blanc Juice),American Double / Imperial IPA,8.50%,4.36,394,140
221,Jackie O's Pub & Brewery,Bourbon Barrel Oro Negro,American Double / Imperial Stout,11.00%,4.36,205,107
222,The Lost Abbey,Box Set Track #10 - Bat Out Of Hell,American Double / Imperial Stout,13.50%,4.36,962,32
223,Clown Shoes,Breakfast Exorcism,American Double / Imperial Stout,11.00%,4.36,319,138
224,Jackie O's Pub & Brewery,Bourbon Barrel Black Maple,American Porter,11.00%,4.36,869,178
225,Westbrook Brewing Company,Mexican Cake,American Double / Imperial Stout,10.50%,4.36,2618,105
226,Avery Brewing Company,Callipygian,American Double / Imperial Stout,17.10%,4.36,348,158
227,Grimm Artisanal Ales,Tesseract,American Double / Imperial IPA,8.00%,4.36,453,163
228,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00%,4.36,1099,71
229,Funky Buddha Brewery,Last Buffalo In The Park,American Double / Imperial Stout,11.50%,4.36,141,46
230,Lagunitas Brewing Company,ScareCity #3: High West-ified Imperial Coffee Stout,American Double / Imperial Stout,12.10%,4.36,1323,58
231,Hill Farmstead Brewery,Genealogy Of Morals (Bourbon Barrel Aged),American Double / Imperial Stout,10.70%,4.36,498,136
232,Grimm Artisanal Ales,Lambo Door,American Double / Imperial IPA,8.00%,4.35,479,181
233,New Glarus Brewing Company,Wisconsin Belgian Red,Fruit / Vegetable Beer,4.00%,4.35,3493,187
234,Fremont Brewing Company,Bourbon Abominable Winter Ale,American Strong Ale,14.00%,4.35,1016,50
235,Other Half Brewing Company,Mosaic IPA,American IPA,7.20%,4.35,338,120
236,Grimm Artisanal Ales,Magnetic Compass,American IPA,6.40%,4.35,145,103
237,New England Brewing Company,Locust Reign,American Double / Imperial IPA,8.50%,4.35,283,115
238,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,8.10%,4.35,1303,39
239,New Glarus Brewing Company,Serendipity,Fruit / Vegetable Beer,4.00%,4.35,2778,93
240,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90%,4.35,900,24
241,Aslin Beer Company,Mind The Hop,American Double / Imperial IPA,9.50%,4.35,82,87
242,Live Oak Brewing Company,Live Oak HefeWeizen,Hefeweizen,5.20%,4.35,1561,130
243,Peg's Cantina & Brew Pub,Trademark Dispute: &+,American Double / Imperial Stout,10.50%,4.35,211,103
244,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00%,4.35,6666,5
245,The Bruery,Mocha Wednesday,American Double / Imperial Stout,19.20%,4.35,1242,21
246,Hill Farmstead Brewery,Birth Of Tragedy,American Porter,9.00%,4.35,1127,51
247,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,17.10%,4.34,2537,119
248,Hill Farmstead Brewery,What Is Enlightenment?,American Pale Ale (APA),5.40%,4.34,871,19
249,Side Project Brewing,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)",American Double / Imperial Stout,15.00%,4.34,37,26
250,Minneapolis Town Hall Brewery,Masala Mama India Pale Ale,American IPA,6.00%,4.34,1358,157
