Rank,Beer,Brewery,Style,ABV,Rating,Ratings,Reviews
56,Galaxy Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.60%,4.49,1389,45
57,Double Shot,Tree House Brewing Company,American Stout,7.60%,4.49,779,169
58,Assassin Imperial Stout,Toppling Goliath Brewing Company,American Double / Imperial Stout,12.00%,4.49,1055,188
59,Cantillon Bl†b‘r Lambik,Brasserie Cantillon,Lambic - Fruit,5.00%,4.49,764,90
60,Bell's Black Note Stout,"Bell's Brewery, Inc.",American Double / Imperial Stout,11.40%,4.49,4029,156
61,PseudoSue,Toppling Goliath Brewing Company,American Pale Ale (APA),5.80%,4.49,3980,152
62,Double Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.60%,4.48,1097,20
63,Atrial Rubicite,Jester King Brewery,American Wild Ale,5.80%,4.48,1659,44
64,Kuhnhenn Bourbon Barrel Fourth Dementia,Kuhnhenn Brewing Company,Old Ale,13.50%,4.48,1879,127
65,Bourbon Barrel Aged Dark Lord Imperial Stout,Three Floyds Brewing Company,Russian Imperial Stout,15.00%,4.48,799,64
66,Bourbon Barrel Aged Abominable: Coffee And Cinnamon,Fremont Brewing Company,American Strong Ale,14.00%,4.48,714,188
67,Grande Negro Voodoo Papi - Bourbon Barrel Aged,Voodoo Brewing Company,American Double / Imperial Stout,12.50%,4.48,232,132
68,Cutting Tiles,Trillium Brewing Company,American Double / Imperial IPA,8.50%,4.48,982,39
69,The Abyss,Deschutes Brewery,American Double / Imperial Stout,12.20%,4.48,6844,13
70,Scaled Way Up,Trillium Brewing Company,American Double / Imperial IPA,8.00%,4.47,326,140
71,BOMB!,Prairie Artisan Ales,American Double / Imperial Stout,13.00%,4.47,5608,180
72,Trappist Westvleteren 8 (VIII),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Dubbel,8.00%,4.47,2094,175
73,Notorious Triple IPA,Boneyard Beer Company,American Double / Imperial IPA,12.00%,4.47,713,186
74,Double Dry Hopped PseudoSue (Citra),Toppling Goliath Brewing Company,American Pale Ale (APA),5.80%,4.47,227,135
75,Drie Fonteinen Zenne Y Frontera,Brouwerij Drie Fonteinen,Lambic - Unblended,7.00%,4.47,116,105
76,Ephraim,Hill Farmstead Brewery,American Double / Imperial IPA,10.00%,4.47,1008,86
77,BDCS,Ozark Beer Company,American Double / Imperial Stout,10.20%,4.47,303,149
78,Founders Breakfast Stout,Founders Brewing Company,American Double / Imperial Stout,8.30%,4.47,16171,104
79,Trappistes Rochefort 10,Brasserie de Rochefort,Quadrupel (Quad),11.30%,4.47,9041,71
80,Bourbon County Brand Barleywine Ale,Goose Island Beer Company,English Barleywine,12.10%,4.47,4946,148
81,Dark Horse Bourbon Barrel Aged Plead The 5th,Dark Horse Brewing Company,Russian Imperial Stout,12.00%,4.46,3048,131
82,Abrasive Ale,Surly Brewing Company,American Double / Imperial IPA,9.00%,4.46,4437,190
83,Evil Twin Double Barrel Jesus,Evil Twin Brewing,American Double / Imperial Stout,12.00%,4.46,583,166
84,Cantillon Lou Pepe - Kriek,Brasserie Cantillon,Lambic - Fruit,5.00%,4.46,1686,118
85,Todd The Axe Man,Surly Brewing Company,American IPA,7.20%,4.46,2107,116
86,Black Tuesday,The Bruery,American Double / Imperial Stout,19.20%,4.46,3759,161
87,Cable Car,The Lost Abbey,American Wild Ale,7.00%,4.46,958,84
88,Beatification,Russian River Brewing Company,American Wild Ale,5.50%,4.46,2582,150
89,Wide Awake It's Morning,Funky Buddha Brewery,American Double / Imperial Stout,10.00%,4.46,620,22
90,Fuzzy Baby Ducks IPA,New England Brewing Company,American IPA,6.20%,4.46,725,179
91,Society & Solitude #5,Hill Farmstead Brewery,American Double / Imperial IPA,8.10%,4.46,1354,47
92,Parabajava,Firestone Walker Brewing Company,Russian Imperial Stout,14.00%,4.45,584,168
93,Crusher,The Alchemist,American Double / Imperial IPA,9.60%,4.45,1355,42
94,Prairie Pirate Bomb!,Prairie Artisan Ales,American Double / Imperial Stout,14.00%,4.45,1867,65
95,Drie Fonteinen Oude Geuze Vintage,Brouwerij Drie Fonteinen,Gueuze,6.00%,4.45,697,29
96,The Rusty Nail,Fremont Brewing Company,American Double / Imperial Stout,13.20%,4.45,160,114
97,?ucaba,Firestone Walker Brewing Company,English Barleywine,12.50%,4.45,4920,183
98,No Rules,Perrin Brewery,American Porter,15.00%,4.45,926,60
99,Susan,Hill Farmstead Brewery,American IPA,6.20%,4.45,1746,60
100,Everett Porter,Hill Farmstead Brewery,American Porter,7.50%,4.45,2562,122
101,Fort Point Pale Ale,Trillium Brewing Company,American Pale Ale (APA),6.60%,4.45,1733,58
102,CaffŠ Americano,Cigar City Brewing,American Double / Imperial Stout,11.00%,4.45,941,26
103,Drie Fonteinen Oude Geuze Golden Blend,Brouwerij Drie Fonteinen,Gueuze,7.50%,4.45,997,55
104,AleSmith Speedway Stout - Bourbon Barrel Aged,AleSmith Brewing Company,American Double / Imperial Stout,12.00%,4.45,2053,115
105,Congress Street IPA,Trillium Brewing Company,American IPA,7.20%,4.45,1816,79
106,Decoherence,Cigar City Brewing,American Double / Imperial Stout,12.90%,4.44,162,95
107,Mosaic Dry Hopped Fort Point,Trillium Brewing Company,American Pale Ale (APA),6.60%,4.44,889,14
108,Sosus,Toppling Goliath Brewing Company,American Double / Imperial IPA,8.00%,4.44,1239,37
109,Keene Idea,Alpine Beer Company,American Double / Imperial IPA,8.88%,4.44,445,158
110,Beer Geek Vanilla Shake (Bourbon Edition),Mikkeller ApS,American Double / Imperial Stout,13.00%,4.44,287,132
111,Adam From The Wood,Hair of the Dog Brewing Company / Brewery and Tasting Room,Old Ale,12.00%,4.44,940,51
112,Permanent Funeral,Three Floyds Brewing Company,American Double / Imperial IPA,10.50%,4.44,2772,108
113,Hopslam Ale,"Bell's Brewery, Inc.",American Double / Imperial IPA,10.00%,4.44,12640,102
114,Barrel Aged Bomb!,Prairie Artisan Ales,American Double / Imperial Stout,11.20%,4.44,942,43
115,Brew 1000 - Bourbon Barrel Aged,Fremont Brewing Company,English Barleywine,13.10%,4.43,158,109
116,Bourbon Barrel Champion Ground,Jackie O's Pub & Brewery,American Double / Imperial Stout,11.00%,4.43,386,166
117,Ten Fidy Bourbon Barrel Aged,Oskar Blues Grill & Brew,Russian Imperial Stout,12.90%,4.43,601,187
118,The Broken Truck,de Garde Brewing,Gueuze,5.00%,4.43,138,85
119,Imperial Biscotti Break Bourbon Barrel Aged,Evil Twin Brewing,American Double / Imperial Stout,11.50%,4.43,1535,35
120,Imperial Russian Stout - Bourbon Barrel Aged,Stone Brewing,Russian Imperial Stout,13.50%,4.43,1135,50
121,Upper Case,Trillium Brewing Company,American Double / Imperial IPA,9.00%,4.43,760,192
122,Nectarine Premiere,de Garde Brewing,Saison / Farmhouse Ale,7.10%,4.43,182,92
123,A Deal With The Devil,Anchorage Brewing Company,American Barleywine,17.30%,4.43,945,30
124,Heavy Mettle,Trillium Brewing Company,American Double / Imperial IPA,9.30%,4.42,764,174
125,Columbus Bodhi DIPA,Columbus Brewing Company,American Double / Imperial IPA,8.50%,4.42,1401,61
126,Stickee Monkee,Firestone Walker Brewing Company,Quadrupel (Quad),12.00%,4.42,2295,91
127,Bourbon Barrel Aged Dark Star Oatmeal Stout,Fremont Brewing Company,Oatmeal Stout,14.50%,4.42,405,153
128,Maple Bacon Coffee Porter,Funky Buddha Brewery,American Porter,6.40%,4.42,1690,87
129,Last Snow,Funky Buddha Brewery,American Porter,6.40%,4.42,1668,84
130,Miami Madness,J. Wakefield Brewing,Berliner Weissbier,3.50%,4.42,277,130
131,St. Bernardus Abt 12,Brouwerij St. Bernardus NV,Quadrupel (Quad),10.00%,4.42,9297,70
132,Imperial Eclipse Stout - Elijah Craig (12 Year),FiftyFifty Brewing Company,American Double / Imperial Stout,11.90%,4.42,1843,99
133,Cantillon Lou Pepe - Framboise,Brasserie Cantillon,Lambic - Fruit,5.00%,4.42,1244,98
134,Peg's G.O.O.D. RareR D.O.S.,Peg's Cantina & Brew Pub,American Double / Imperial Stout,10.00%,4.42,727,18
135,Drie Fonteinen Framboos,Brouwerij Drie Fonteinen,Lambic - Fruit,5.00%,4.42,634,17
136,Cantillon Saint Lamvinus,Brasserie Cantillon,Lambic - Fruit,5.00%,4.42,2007,139
137,Trademark Dispute: Hazelnut,Peg's Cantina & Brew Pub,American Double / Imperial Stout,Imperial,4.42,126,81
138,Afterimage,Grimm Artisanal Ales,American Double / Imperial IPA,8.00%,4.41,425,172
139,Temptation,Russian River Brewing Company,American Wild Ale,7.50%,4.41,3617,1
140,Juicy,Hill Farmstead Brewery,Saison / Farmhouse Ale,7.40%,4.41,456,170
141,Prairie Apple Brandy Noir,Prairie Artisan Ales,American Double / Imperial Stout,12.00%,4.41,1380,56
142,Darkness,Surly Brewing Company,Russian Imperial Stout,10.30%,4.41,3687,182
143,Hop JuJu Imperial IPA,Fat Head's Brewery & Saloon,American Double / Imperial IPA,9.00%,4.41,1966,89
144,Chocolate Rain,The Bruery,American Double / Imperial Stout,18.50%,4.41,2584,112
145,Triple Shot,Tree House Brewing Company,American Double / Imperial Stout,9.00%,4.41,254,105
146,Bad Boy,Alpine Beer Company,American Double / Imperial IPA,9.00%,4.41,549,31
147,Abraxas,Perennial Artisan Ales,American Double / Imperial Stout,10.00%,4.41,2321,97
148,Rodenbach CaractŠre Rouge,Brouwerij Rodenbach N.V.,Flanders Red Ale,7.00%,4.41,1350,66
149,Dragon Fruit Passion Fruit Berliner,J. Wakefield Brewing,Berliner Weissbier,3.50%,4.41,282,132
150,Citraquench'l,Heist Brewery,American IPA,6.70%,4.41,90,92
151,Mother Of All Storms,Pelican Pub & Brewery,English Barleywine,14.00%,4.41,1901,136
152,Saison Bernice,Sante Adairius Rustic Ales,Saison / Farmhouse Ale,6.50%,4.41,823,172
153,Coriolis,New England Brewing Company,American Double / Imperial IPA,8.20%,4.41,532,158
154,Oro Negro,Jackie O's Pub & Brewery,American Double / Imperial Stout,10.00%,4.4,612,15
155,Orange Starfish,Aslin Beer Company,American IPA,5.70%,4.4,126,95
156,Consecration,Russian River Brewing Company,American Wild Ale,10.00%,4.4,5172,2
157,Born Yesterday Pale Ale,Lagunitas Brewing Company,American Pale Ale (APA),7.00%,4.4,2163,129
158,Second Fiddle,Fiddlehead Brewing Company,American Double / Imperial IPA,8.20%,4.4,1669,59
159,Ghost In The Machine,Parish Brewing Company,American Double / Imperial IPA,8.00%,4.4,525,179
160,Westly,Sante Adairius Rustic Ales,American Wild Ale,8.50%,4.4,229,105
161,Double Dry Hopped Sleeper Street,Trillium Brewing Company,American IPA,7.20%,4.4,641,167
162,Montmorency Vs Balaton,Jester King Brewery,American Wild Ale,6.70%,4.4,676,147
163,Bourbon Barrel Aged Dark Star: Coffee Edition,Fremont Brewing Company,Oatmeal Stout,14.50%,4.4,524,147
164,Samuel Adams Utopias,Boston Beer Company (Samuel Adams),American Strong Ale,29.00%,4.4,2460,146
165,Softly Spoken Magic Spells,SingleCut Beersmiths,American Double / Imperial IPA,8.60%,4.4,528,29
166,Weihenstephaner Hefeweissbier,Bayerische Staatsbrauerei Weihenstephan,Hefeweizen,5.40%,4.4,8113,69
167,Epiphany,Foundation Brewing Company,American Double / Imperial IPA,8.00%,4.4,829,28
168,Dreadnaught IPA,Three Floyds Brewing Company,American Double / Imperial IPA,9.50%,4.4,5931,10
169,AleSmith Speedway Stout - Vietnamese Coffee,AleSmith Brewing Company,American Double / Imperial Stout,12.00%,4.4,1655,40
170,West Ashley,Sante Adairius Rustic Ales,American Wild Ale,7.30%,4.4,932,184
171,Rare Scooop,Peg's Cantina & Brew Pub,American Double / Imperial Stout,Imperial,4.39,93,73
172,Matt,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Strong Ale,11.50%,4.39,826,89
173,Trademark Dispute: Pallet 1,Peg's Cantina & Brew Pub,American Double / Imperial Stout,10.40%,4.39,260,133
174,Ground State - 2nd Anniversary Beer,Bottle Logic Brewing,American Double / Imperial Stout,12.50%,4.39,361,155
175,Vicinity,Trillium Brewing Company,American Double / Imperial IPA,8.00%,4.39,1244,49
176,Society & Solitude #6,Hill Farmstead Brewery,American Double / Imperial IPA,8.10%,4.39,668,166
177,Double Dry Hopped Scaled,Trillium Brewing Company,American IPA,7.00%,4.39,556,166
178,Great,Alpine Beer Company,American Barleywine,14.00%,4.39,648,46
179,Nut Smasher,Willoughby Brewing,American Double / Imperial Stout,11.00%,4.39,289,154
180,Citra Showers,Noble Ale Works,American Double / Imperial IPA,8.80%,4.39,477,164
181,P‚ch‚ Mortel,Brasserie Dieu du Ciel!,American Double / Imperial Stout,9.50%,4.39,5001,11
182,Tweak,Avery Brewing Company,American Double / Imperial Stout,17.81%,4.39,2075,93
183,Dusk Trill Dawn,Trillium Brewing Company,American Double / Imperial Stout,11.50%,4.39,337,151
184,Stone Enjoy By IPA,Stone Brewing,American Double / Imperial IPA,9.40%,4.39,10506,6
185,Curiosity Twenty Seven,Tree House Brewing Company,American Double / Imperial IPA,8.00%,4.39,96,78
186,Scaled Up,Trillium Brewing Company,American Double / Imperial IPA,8.00%,4.38,595,181
187,Saison Du Fermier,Side Project Brewing,Saison / Farmhouse Ale,7.00%,4.38,611,133
188,Spotted Puffer,Pipeworks Brewing Company,American Double / Imperial IPA,9.50%,4.38,292,133
189,Edward,Hill Farmstead Brewery,American Pale Ale (APA),5.20%,4.38,2550,117
190,XHOPS (Gold Label),Toppling Goliath Brewing Company,American Pale Ale (APA),5.30%,4.38,383,166
191,Winter Ale / 5th Anniversary Ale,Kern River Brewing Company,American Double / Imperial IPA,8.00%,4.38,274,186
192,Yellow Rose,The Lone Pint Brewery,American IPA,6.80%,4.38,1568,77
193,Cascade Sang Noir,Cascade Brewing / Raccoon Lodge & Brewpub,American Wild Ale,9.50%,4.38,1597,76
194,Sure Bet,Pipeworks Brewing Company,American Double / Imperial IPA,9.50%,4.38,507,157
195,Sculpin IPA,Ballast Point Brewing Company,American IPA,7.00%,4.38,13526,68
196,Madagascar,4 Hands Brewing Company,Milk / Sweet Stout,9.30%,4.38,619,162
197,Leche Borracho,Bottle Logic Brewing,American Double / Imperial Stout,11.00%,4.38,244,138
198,Mexican Brunch,Kane Brewing Company,American Porter,9.20%,4.37,170,73
199,Dragonsaddle,Hoof Hearted Brewing,American Double / Imperial IPA,11.20%,4.37,179,121
200,Exponential Hoppiness,Alpine Beer Company,American Double / Imperial IPA,11.00%,4.37,1292,125
201,French Vanilla Militia,Three Floyds Brewing Company,Russian Imperial Stout,Imperial,4.37,107,81
202,Double Dry Hopped Melcher Street,Trillium Brewing Company,American IPA,7.30%,4.37,721,176
203,Peche 'n Brett,Logsdon Farmhouse Ales,Saison / Farmhouse Ale,10.00%,4.37,1242,51
204,Nelson,Alpine Beer Company,American IPA,7.00%,4.37,4032,178
205,Aaron,Hill Farmstead Brewery,English Barleywine,BreweryEnglish,4.37,319,105
206,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,Brasserie Dieu du Ciel!,American Double / Imperial Stout,9.50%,4.37,442,186
207,Damon (Bourbon Barrel Aged),Hill Farmstead Brewery,Russian Imperial Stout,10.50%,4.37,657,186
208,Cantillon Gueuze 100% Lambic,Brasserie Cantillon,Gueuze,5.00%,4.37,3096,159
209,Pugachev Royale,Hangar 24 Brewery,Russian Imperial Stout,14.80%,4.37,171,85
210,All Green Everything,Other Half Brewing Company,American Double / Imperial IPA,10.50%,4.37,946,24
211,Kuhnhenn Raspberry Eisbock,Kuhnhenn Brewing Company,Eisbock,15.50%,4.37,1225,137
212,AleSmith Speedway Stout,AleSmith Brewing Company,American Double / Imperial Stout,12.00%,4.37,6607,9
213,Barrel-Aged Silhouette,Lift Bridge Brewery,Russian Imperial Stout,10.00%,4.36,338,126
214,Mosaic IPA,Other Half Brewing Company,American IPA,7.20%,4.36,346,126
215,Drie Fonteinen Hommage,Brouwerij Drie Fonteinen,Lambic - Fruit,6.00%,4.36,838,54
216,Grey Monday,The Bruery,American Double / Imperial Stout,19.50%,4.36,1656,36
217,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)",Side Project Brewing,American Double / Imperial Stout,15.00%,4.36,39,32
218,The Pupil,Societe Brewing Company,American IPA,7.80%,4.36,870,188
219,Dialed In (w/ Sauvignon Blanc Juice),Trillium Brewing Company,American Double / Imperial IPA,8.50%,4.36,396,145
220,Box Set Track #10 - Bat Out Of Hell,The Lost Abbey,American Double / Imperial Stout,13.50%,4.36,967,34
221,Bourbon Barrel Oro Negro,Jackie O's Pub & Brewery,American Double / Imperial Stout,11.00%,4.36,217,111
222,Stone Enjoy By Unfiltered IPA,Stone Brewing,American Double / Imperial IPA,9.40%,4.36,1154,80
223,Breakfast Exorcism,Clown Shoes,American Double / Imperial Stout,11.00%,4.36,319,143
224,Bourbon Barrel Black Maple,Jackie O's Pub & Brewery,American Porter,11.00%,4.36,872,185
225,Mexican Cake,Westbrook Brewing Company,American Double / Imperial Stout,10.50%,4.36,2621,110
226,Callipygian,Avery Brewing Company,American Double / Imperial Stout,17.10%,4.36,355,164
227,Tesseract,Grimm Artisanal Ales,American Double / Imperial IPA,8.00%,4.36,460,170
228,Lumen,Grimm Artisanal Ales,American IPA,6.40%,4.36,249,128
229,Cantillon Lou Pepe - Gueuze,Brasserie Cantillon,Gueuze,5.00%,4.36,1100,75
230,Buxton / Omnipollo Yellow Belly,Buxton Brewery,American Double / Imperial Stout,11.00%,4.36,237,138
231,Last Buffalo In The Park,Funky Buddha Brewery,American Double / Imperial Stout,11.50%,4.36,142,48
232,Genealogy Of Morals (Bourbon Barrel Aged),Hill Farmstead Brewery,American Double / Imperial Stout,10.70%,4.36,500,140
233,Lambo Door,Grimm Artisanal Ales,American Double / Imperial IPA,8.00%,4.36,481,191
234,Birth Of Tragedy,Hill Farmstead Brewery,American Porter,9.00%,4.35,1130,53
235,Bourbon Abominable Winter Ale,Fremont Brewing Company,American Strong Ale,14.00%,4.35,1019,52
236,Wisconsin Belgian Red,New Glarus Brewing Company,Fruit / Vegetable Beer,4.00%,4.35,3497,195
237,Locust Reign,New England Brewing Company,American Double / Imperial IPA,8.50%,4.35,285,119
238,Mastermind,Fiddlehead Brewing Company,American Double / Imperial IPA,8.10%,4.35,1307,41
239,Serendipity,New Glarus Brewing Company,Fruit / Vegetable Beer,4.00%,4.35,2780,97
240,Hop Venom Double IPA,Boneyard Beer Company,American Double / Imperial IPA,8.90%,4.35,901,25
241,ScareCity #3: High West-ified Imperial Coffee Stout,Lagunitas Brewing Company,American Double / Imperial Stout,12.10%,4.35,1343,62
242,Mind The Hop,Aslin Beer Company,American Double / Imperial IPA,9.50%,4.35,83,92
243,Live Oak HefeWeizen,Live Oak Brewing Company,Hefeweizen,5.20%,4.35,1562,134
244,Trademark Dispute: &+,Peg's Cantina & Brew Pub,American Double / Imperial Stout,10.50%,4.35,215,107
245,Victory At Sea Coffee Vanilla Imperial Porter,Ballast Point Brewing Company,American Porter,10.00%,4.35,6673,5
246,Trademark Dispute: Nooner 10,Peg's Cantina & Brew Pub,American Double / Imperial Stout,12.00%,4.35,205,95
247,Mocha Wednesday,The Bruery,American Double / Imperial Stout,19.20%,4.35,1244,20
248,What Is Enlightenment?,Hill Farmstead Brewery,American Pale Ale (APA),5.40%,4.34,872,19
249,Uncle Jacob's Stout,Avery Brewing Company,American Double / Imperial Stout,17.10%,4.34,2545,123
250,Masala Mama India Pale Ale,Minneapolis Town Hall Brewery,American IPA,6.00%,4.34,1359,163
