Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
37,Three Floyds Brewing Company,Zombie Dust,American Pale Ale (APA),6.20%,4.52,9741,8
38,Tree House Brewing Company,Doppelganger,American Double / Imperial IPA,8.20%,4.52,739,16
39,Hill Farmstead Brewery,Double Galaxy,American Double / Imperial IPA,8.00%,4.52,1278,68
40,Brothers Craft Brewing,Resolute - Coconut,American Double / Imperial Stout,13.50%,4.52,180,132
41,Brasserie Cantillon,Cantillon Fou' Foune,Lambic - Fruit,5.00%,4.52,2765,139
42,Hill Farmstead Brewery,Society & Solitude #4,American Double / Imperial IPA,8.00%,4.51,1049,34
43,Tree House Brewing Company,Haze,American Double / Imperial IPA,8.20%,4.51,1650,74
44,Kane Brewing Company,Sunday Brunch,American Porter,9.20%,4.5,435,134
45,The Lost Abbey,Duck Duck Gooze,Gueuze,7.00%,4.5,1682,88
46,Side Project Brewing,Fuzzy,American Wild Ale,8.00%,4.5,645,161
47,Cigar City Brewing,Hunahpu's Imperial Stout,American Double / Imperial Stout,11.00%,4.5,3962,167
48,Trillium Brewing Company,Headroom,American Double / Imperial IPA,8.00%,4.5,390,152
49,Bissell Brothers Brewing Company,Swish,American Double / Imperial IPA,8.00%,4.5,894,30
50,Tree House Brewing Company,In Perpetuity,American IPA,6.70%,4.5,417,175
51,Aslin Beer Company,Master Of Karate,American Double / Imperial IPA,8.40%,4.5,146,135
52,Goose Island Beer Company,Bourbon County Brand Stout,American Double / Imperial Stout,13.80%,4.5,11818,67
53,Russian River Brewing Company,Supplication,American Wild Ale,7.00%,4.49,6170,7
54,Hill Farmstead Brewery,Double Citra,American Double / Imperial IPA,8.00%,4.49,1691,69
55,Tree House Brewing Company,Double Shot,American Stout,7.60%,4.49,758,165
56,Trillium Brewing Company,Galaxy Dry Hopped Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.49,1347,39
57,Toppling Goliath Brewing Company,Assassin Imperial Stout,American Double / Imperial Stout,12.00%,4.49,1049,186
58,Brasserie Cantillon,Cantillon Bl†b‘r Lambik,Lambic - Fruit,5.00%,4.49,758,81
59,Trillium Brewing Company,Double Dry Hopped Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.49,1045,18
60,Funky Buddha Brewery,Snowed In - Bourbon Barrel Aged,American Double / Imperial Stout,11.00%,4.49,270,118
61,"Bell's Brewery, Inc.",Bell's Black Note Stout,American Double / Imperial Stout,11.40%,4.49,3990,149
62,Toppling Goliath Brewing Company,PseudoSue,American Pale Ale (APA),5.80%,4.49,3939,146
63,Kuhnhenn Brewing Company,Kuhnhenn Bourbon Barrel Fourth Dementia,Old Ale,13.50%,4.48,1874,121
64,Fremont Brewing Company,Bourbon Barrel Aged Abominable: Coffee And Cinnamon,American Strong Ale,14.00%,4.48,704,183
65,Trillium Brewing Company,Cutting Tiles,American Double / Imperial IPA,8.50%,4.48,963,37
66,Brouwerij Drie Fonteinen,Drie Fonteinen Zenne Y Frontera,Lambic - Unblended,7.00%,4.48,102,90
67,Goose Island Beer Company,Bourbon County Brand Barleywine Ale,English Barleywine,12.10%,4.48,4920,142
68,Deschutes Brewery,The Abyss,American Double / Imperial Stout,12.20%,4.48,6807,14
69,Jester King Brewery,Atrial Rubicite,American Wild Ale,5.80%,4.47,1643,40
70,Three Floyds Brewing Company,Bourbon Barrel Aged Dark Lord Imperial Stout,Russian Imperial Stout,15.00%,4.47,792,59
71,Prairie Artisan Ales,BOMB!,American Double / Imperial Stout,13.00%,4.47,5549,174
72,Trillium Brewing Company,Scaled Way Up,American Double / Imperial IPA,8.00%,4.47,321,134
73,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Trappist Westvleteren 8 (VIII),Dubbel,8.00%,4.47,2083,171
74,Boneyard Beer Company,Notorious Triple IPA,American Double / Imperial IPA,12.00%,4.47,698,182
75,Hill Farmstead Brewery,Ephraim,American Double / Imperial IPA,10.00%,4.47,1005,77
76,Founders Brewing Company,Founders Breakfast Stout,American Double / Imperial Stout,8.30%,4.47,16081,100
77,Brasserie de Rochefort,Trappistes Rochefort 10,Quadrupel (Quad),11.30%,4.47,9010,66
78,Voodoo Brewing Company,Grande Negro Voodoo Papi - Bourbon Barrel Aged,American Double / Imperial Stout,12.50%,4.46,226,122
79,Ozark Beer Company,BDCS,American Double / Imperial Stout,10.20%,4.46,293,140
80,New England Brewing Company,Fuzzy Baby Ducks IPA,American IPA,6.20%,4.46,706,175
81,Dark Horse Brewing Company,Dark Horse Bourbon Barrel Aged Plead The 5th,Russian Imperial Stout,12.00%,4.46,3034,124
82,Surly Brewing Company,Abrasive Ale,American Double / Imperial IPA,9.00%,4.46,4391,185
83,Brasserie Cantillon,Cantillon Lou Pepe - Kriek,Lambic - Fruit,5.00%,4.46,1683,113
84,The Bruery,Black Tuesday,American Double / Imperial Stout,19.20%,4.46,3733,157
85,Surly Brewing Company,Todd The Axe Man,American IPA,7.20%,4.46,2062,110
86,The Lost Abbey,Cable Car,American Wild Ale,7.00%,4.46,949,76
87,Russian River Brewing Company,Beatification,American Wild Ale,5.50%,4.46,2566,145
88,Cigar City Brewing,CaffŠ Americano,American Double / Imperial Stout,11.00%,4.46,914,22
89,Hill Farmstead Brewery,Society & Solitude #5,American Double / Imperial IPA,8.10%,4.45,1344,41
90,Prairie Artisan Ales,Prairie Pirate Bomb!,American Double / Imperial Stout,14.00%,4.45,1842,58
91,Funky Buddha Brewery,Wide Awake It's Morning,American Double / Imperial Stout,10.00%,4.45,594,18
92,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Vintage,Gueuze,6.00%,4.45,689,27
93,Firestone Walker Brewing Company,?ucaba,English Barleywine,12.50%,4.45,4899,178
94,Hill Farmstead Brewery,Everett Porter,American Porter,7.50%,4.45,2550,116
95,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Golden Blend,Gueuze,7.50%,4.45,986,51
96,Trillium Brewing Company,Fort Point Pale Ale,American Pale Ale (APA),6.60%,4.45,1695,50
97,AleSmith Brewing Company,AleSmith Speedway Stout - Bourbon Barrel Aged,American Double / Imperial Stout,12.00%,4.45,2023,111
98,The Alchemist,Crusher,American Double / Imperial IPA,9.60%,4.45,1247,36
99,J. Wakefield Brewing,Miami Madness,Berliner Weissbier,3.50%,4.45,249,118
100,Evil Twin Brewing,Evil Twin Double Barrel Jesus,American Double / Imperial Stout,12.00%,4.45,570,160
101,Trillium Brewing Company,Congress Street IPA,American IPA,7.20%,4.45,1771,69
102,Hill Farmstead Brewery,Susan,American IPA,6.20%,4.44,1717,55
103,Fremont Brewing Company,The Rusty Nail,American Double / Imperial Stout,13.20%,4.44,144,104
104,Perrin Brewery,No Rules,American Porter,15.00%,4.44,887,52
105,Side Project Brewing,Framboise Du Fermier,Saison / Farmhouse Ale,8.00%,4.44,181,90
106,Toppling Goliath Brewing Company,Double Dry Hopped PseudoSue (Citra),American Pale Ale (APA),5.80%,4.44,206,122
107,Trillium Brewing Company,Mosaic Dry Hopped Fort Point,American Pale Ale (APA),6.60%,4.44,881,191
108,Alpine Beer Company,Keene Idea,American Double / Imperial IPA,8.88%,4.44,443,152
109,Hair of the Dog Brewing Company / Brewery and Tasting Room,Adam From The Wood,Old Ale,12.00%,4.44,930,45
110,Toppling Goliath Brewing Company,Sosus,American Double / Imperial IPA,8.00%,4.44,1217,32
111,"Bell's Brewery, Inc.",Hopslam Ale,American Double / Imperial IPA,10.00%,4.44,12628,98
112,Three Floyds Brewing Company,Permanent Funeral,American Double / Imperial IPA,10.50%,4.44,2756,103
113,Firestone Walker Brewing Company,Parabajava,Russian Imperial Stout,14.00%,4.43,536,156
115,Prairie Artisan Ales,Barrel Aged Bomb!,American Double / Imperial Stout,11.20%,4.43,895,39
116,Trillium Brewing Company,Upper Case,American Double / Imperial IPA,9.00%,4.43,722,181
117,Evil Twin Brewing,Imperial Biscotti Break Bourbon Barrel Aged,American Double / Imperial Stout,11.50%,4.43,1519,32
118,Stone Brewing,Imperial Russian Stout - Bourbon Barrel Aged,Russian Imperial Stout,13.50%,4.43,1127,44
119,Jackie O's Pub & Brewery,Bourbon Barrel Champion Ground,American Double / Imperial Stout,11.00%,4.43,322,158
120,Anchorage Brewing Company,A Deal With The Devil,American Barleywine,17.30%,4.42,937,28
121,Trillium Brewing Company,Heavy Mettle,American Double / Imperial IPA,9.30%,4.42,752,169
122,Firestone Walker Brewing Company,Stickee Monkee,Quadrupel (Quad),12.00%,4.42,2268,82
123,Tree House Brewing Company,Double Shot - Sumatra Mandheling,American Stout,7.80%,4.42,380,125
124,de Garde Brewing,The Broken Truck,Gueuze,5.00%,4.42,129,73
125,Funky Buddha Brewery,Maple Bacon Coffee Porter,American Porter,6.40%,4.42,1673,77
126,Brouwerij St. Bernardus NV,St. Bernardus Abt 12,Quadrupel (Quad),10.00%,4.42,9263,65
127,FiftyFifty Brewing Company,Imperial Eclipse Stout - Elijah Craig (12 Year),American Double / Imperial Stout,11.90%,4.42,1830,95
128,Brasserie Cantillon,Cantillon Lou Pepe - Framboise,Lambic - Fruit,5.00%,4.42,1233,92
129,Peg's Cantina & Brew Pub,Peg's G.O.O.D. RareR D.O.S.,American Double / Imperial Stout,10.00%,4.42,717,19
130,Brasserie Cantillon,Cantillon Saint Lamvinus,Lambic - Fruit,5.00%,4.42,1996,131
131,Brouwerij Drie Fonteinen,Drie Fonteinen Framboos,Lambic - Fruit,5.00%,4.42,625,17
132,Columbus Brewing Company,Columbus Bodhi DIPA,American Double / Imperial IPA,8.50%,4.41,1383,55
133,Fremont Brewing Company,Bourbon Barrel Aged Dark Star Oatmeal Stout,Oatmeal Stout,14.50%,4.41,376,140
134,Grimm Artisanal Ales,Afterimage,American Double / Imperial IPA,8.00%,4.41,416,168
135,de Garde Brewing,Nectarine Premiere,Saison / Farmhouse Ale,7.10%,4.41,155,83
136,Cigar City Brewing,Decoherence,American Double / Imperial Stout,12.90%,4.41,141,83
137,Hill Farmstead Brewery,Juicy,Saison / Farmhouse Ale,7.40%,4.41,449,166
138,Aslin Beer Company,Orange Starfish,American IPA,5.70%,4.41,116,87
139,Fat Head's Brewery & Saloon,Hop JuJu Imperial IPA,American Double / Imperial IPA,9.00%,4.41,1959,79
140,Jackie O's Pub & Brewery,Oro Negro,American Double / Imperial Stout,10.00%,4.41,592,189
141,Prairie Artisan Ales,Prairie Apple Brandy Noir,American Double / Imperial Stout,12.00%,4.41,1348,48
142,J. Wakefield Brewing,Dragon Fruit Passion Fruit Berliner,Berliner Weissbier,3.50%,4.41,277,123
143,The Bruery,Chocolate Rain,American Double / Imperial Stout,18.50%,4.41,2572,105
144,Funky Buddha Brewery,Last Snow,American Porter,6.40%,4.41,1622,72
145,New England Brewing Company,Coriolis,American Double / Imperial IPA,8.20%,4.41,517,150
146,Alpine Beer Company,Bad Boy,American Double / Imperial IPA,9.00%,4.41,547,31
147,Brouwerij Rodenbach N.V.,Rodenbach CaractŠre Rouge,Flanders Red Ale,7.00%,4.41,1333,60
148,Pelican Pub & Brewery,Mother Of All Storms,English Barleywine,14.00%,4.41,1894,128
149,Heist Brewery,Citraquench'l,American IPA,6.70%,4.4,86,84
150,Russian River Brewing Company,Consecration,American Wild Ale,10.00%,4.4,5152,2
151,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,8.20%,4.4,1660,53
152,Russian River Brewing Company,Temptation,American Wild Ale,7.50%,4.4,3604,1
153,Surly Brewing Company,Darkness - High West Rye Whiskey Barrel Aged (2015),Russian Imperial Stout,12.00%,4.4,331,127
154,Surly Brewing Company,Darkness,Russian Imperial Stout,10.30%,4.4,3646,177
155,Tree House Brewing Company,Triple Shot,American Double / Imperial Stout,9.00%,4.4,251,94
156,Sante Adairius Rustic Ales,Saison Bernice,Saison / Farmhouse Ale,6.50%,4.4,816,165
157,Lagunitas Brewing Company,Born Yesterday Pale Ale,American Pale Ale (APA),6.50%,4.4,1909,108
158,Sante Adairius Rustic Ales,Westly,American Wild Ale,8.50%,4.4,222,101
159,Trillium Brewing Company,Dusk Trill Dawn,American Double / Imperial Stout,11.50%,4.4,303,130
160,Parish Brewing Company,Ghost In The Machine,American Double / Imperial IPA,8.00%,4.4,507,172
161,Trillium Brewing Company,Double Dry Hopped Sleeper Street,American IPA,7.20%,4.4,618,163
162,Trillium Brewing Company,Vicinity,American Double / Imperial IPA,8.00%,4.4,1216,43
163,Hill Farmstead Brewery,Flora Plum,Saison / Farmhouse Ale,Farmhouse,4.4,235,114
164,Boston Beer Company (Samuel Adams),Samuel Adams Utopias,American Strong Ale,29.00%,4.4,2438,141
165,Hill Farmstead Brewery,Society & Solitude #6,American Double / Imperial IPA,8.10%,4.4,661,162
166,Peg's Cantina & Brew Pub,Hazelnut,American Double / Imperial Stout,Imperial,4.4,117,70
167,Bottle Logic Brewing,Leche Borracho,American Double / Imperial Stout,11.00%,4.4,223,125
168,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Hefeweissbier,Hefeweizen,5.40%,4.4,8085,63
169,Foundation Brewing Company,Epiphany,American Double / Imperial IPA,8.00%,4.4,812,29
170,Perennial Artisan Ales,Abraxas,American Double / Imperial Stout,10.00%,4.4,2273,88
171,Three Floyds Brewing Company,Dreadnaught IPA,American Double / Imperial IPA,9.50%,4.4,5918,10
172,Fremont Brewing Company,Bourbon Barrel Aged Dark Star: Coffee Edition,Oatmeal Stout,14.50%,4.39,505,138
173,Sante Adairius Rustic Ales,West Ashley,American Wild Ale,7.30%,4.39,909,176
174,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00%,4.39,1589,35
175,Hair of the Dog Brewing Company / Brewery and Tasting Room,Matt,American Strong Ale,11.50%,4.39,822,80
176,Trillium Brewing Company,Scaled Up,American Double / Imperial IPA,8.00%,4.39,559,175
177,SingleCut Beersmiths,Softly Spoken Magic Spells,American Double / Imperial IPA,8.60%,4.39,480,21
178,Toppling Goliath Brewing Company,XHOPS (Gold Label),American Pale Ale (APA),5.30%,4.39,379,163
179,Pipeworks Brewing Company,Spotted Puffer,American Double / Imperial IPA,9.50%,4.39,283,125
180,Alpine Beer Company,Great,American Barleywine,14.00%,4.39,648,42
181,Trillium Brewing Company,Double Dry Hopped Scaled,American IPA,7.00%,4.39,546,162
182,Jester King Brewery,Montmorency Vs Balaton,American Wild Ale,6.70%,4.39,656,140
183,Brasserie Dieu du Ciel!,P‚ch‚ Mortel,American Double / Imperial Stout,9.50%,4.39,4975,11
184,Stone Brewing,Stone Enjoy By IPA,American Double / Imperial IPA,9.40%,4.39,10475,6
185,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81%,4.39,2035,85
186,Willoughby Brewing,Nut Smasher,American Double / Imperial Stout,11.00%,4.38,282,144
187,Noble Ale Works,Citra Showers,American Double / Imperial IPA,8.80%,4.38,466,156
188,Hill Farmstead Brewery,Edward,American Pale Ale (APA),5.20%,4.38,2536,112
189,Side Project Brewing,Saison Du Fermier,Saison / Farmhouse Ale,7.00%,4.38,606,125
190,The Lone Pint Brewery,Yellow Rose,American IPA,6.80%,4.38,1540,68
191,Stone Brewing,Stone Enjoy By Unfiltered IPA,American Double / Imperial IPA,9.40%,4.38,1076,68
192,Cascade Brewing / Raccoon Lodge & Brewpub,Cascade Sang Noir,American Wild Ale,9.50%,4.38,1572,68
193,Brasserie Dieu du Ciel!,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,American Double / Imperial Stout,9.50%,4.38,426,180
194,Pipeworks Brewing Company,Sure Bet,American Double / Imperial IPA,9.50%,4.38,506,151
195,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00%,4.38,13470,62
196,Bottle Logic Brewing,Ground State - 2nd Anniversary Beer,American Double / Imperial Stout,12.50%,4.38,345,147
197,Kane Brewing Company,Mexican Brunch,American Porter,9.20%,4.38,160,57
198,4 Hands Brewing Company,Madagascar,Milk / Sweet Stout,9.30%,4.37,612,156
199,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00%,4.37,1290,119
200,Grimm Artisanal Ales,Tesseract,American Double / Imperial IPA,8.00%,4.37,408,155
201,Alpine Beer Company,Nelson,American IPA,7.00%,4.37,4019,173
202,Logsdon Farmhouse Ales,Peche 'n Brett,Saison / Farmhouse Ale,10.00%,4.37,1230,45
203,Avery Brewing Company,Callipygian,American Double / Imperial Stout,17.10%,4.37,314,154
204,Societe Brewing Company,The Pupil,American IPA,7.80%,4.37,867,184
205,Buxton Brewery,Buxton / Omnipollo Yellow Belly,American Double / Imperial Stout,11.00%,4.37,202,123
206,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00%,4.37,3077,153
207,Trillium Brewing Company,Dialed In (w/ Sauvignon Blanc Juice),American Double / Imperial IPA,8.50%,4.37,388,138
208,Hangar 24 Brewery,Pugachev Royale,Russian Imperial Stout,14.80%,4.37,166,78
209,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00%,4.37,6570,9
210,Kuhnhenn Brewing Company,Kuhnhenn Raspberry Eisbock,Eisbock,15.50%,4.37,1222,128
211,Trillium Brewing Company,Double Dry Hopped Melcher Street,American IPA,7.30%,4.37,684,164
212,Other Half Brewing Company,All Green Everything,American Double / Imperial IPA,10.50%,4.37,932,23
213,Hill Farmstead Brewery,Aaron,English Barleywine,BreweryEnglish,4.37,317,94
214,Brouwerij Drie Fonteinen,Drie Fonteinen Hommage,Lambic - Fruit,6.00%,4.36,829,50
215,Grimm Artisanal Ales,Lumen,American IPA,6.40%,4.36,241,120
216,The Bruery,Grey Monday,American Double / Imperial Stout,19.50%,4.36,1639,33
217,Lift Bridge Brewery,Barrel-Aged Silhouette,Russian Imperial Stout,10.00%,4.36,331,118
218,The Lost Abbey,Box Set Track #10 - Bat Out Of Hell,American Double / Imperial Stout,13.50%,4.36,942,30
219,Hill Farmstead Brewery,Damon (Bourbon Barrel Aged),Russian Imperial Stout,10.50%,4.36,647,180
220,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00%,4.36,1092,68
221,Jackie O's Pub & Brewery,Bourbon Barrel Black Maple,American Porter,11.00%,4.36,851,179
222,Clown Shoes,Breakfast Exorcism,American Double / Imperial Stout,11.00%,4.36,314,137
223,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90%,4.36,894,24
224,Three Floyds Brewing Company,French Vanilla Militia,Russian Imperial Stout,Imperial,4.36,100,70
225,Lagunitas Brewing Company,ScareCity #3: High West-ified Imperial Coffee Stout,American Double / Imperial Stout,12.10%,4.36,1317,54
226,Jackie O's Pub & Brewery,Bourbon Barrel Oro Negro,American Double / Imperial Stout,12.00%,4.36,147,101
227,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,17.10%,4.35,2510,116
228,New Glarus Brewing Company,Wisconsin Belgian Red,Fruit / Vegetable Beer,4.00%,4.35,3479,192
229,Grimm Artisanal Ales,Lambo Door,American Double / Imperial IPA,8.00%,4.35,459,184
230,Fremont Brewing Company,Bourbon Abominable Winter Ale,American Strong Ale,14.00%,4.35,1008,44
231,Prairie Artisan Ales,Birthday Bomb!,American Double / Imperial Stout,13.00%,4.35,734,31
232,Peg's Cantina & Brew Pub,Rare Scooop,American Double / Imperial Stout,Imperial,4.35,82,46
233,Westbrook Brewing Company,Mexican Cake,American Double / Imperial Stout,10.50%,4.35,2591,102
234,Deschutes Brewery,The Abyss (Rye Whiskey Barrel-Aged),American Double / Imperial Stout,13.20%,4.35,322,150
235,New Glarus Brewing Company,Serendipity,Fruit / Vegetable Beer,4.00%,4.35,2759,91
236,New England Brewing Company,Locust Reign,American Double / Imperial IPA,8.50%,4.35,275,106
237,Live Oak Brewing Company,Live Oak HefeWeizen,Hefeweizen,5.20%,4.35,1546,126
238,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00%,4.35,6627,5
239,The Bruery,Mocha Wednesday,American Double / Imperial Stout,19.20%,4.34,1227,20
240,Hill Farmstead Brewery,Birth Of Tragedy,American Porter,9.00%,4.34,1116,47
241,Hill Farmstead Brewery,What Is Enlightenment?,American Pale Ale (APA),5.40%,4.34,867,17
242,Minneapolis Town Hall Brewery,Masala Mama India Pale Ale,American IPA,6.00%,4.34,1354,159
243,Side Project Brewing,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)",American Double / Imperial Stout,15.00%,4.34,35,26
244,La Cumbre Brewing Company,Project Dank,American IPA,7.50%,4.34,785,15
245,Hill Farmstead Brewery,Genealogy Of Morals (Bourbon Barrel Aged),American Double / Imperial Stout,10.70%,4.34,487,129
246,Olde Hickory Brewery,The Event Horizon,American Double / Imperial Stout,8.50%,4.34,1717,93
247,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,8.10%,4.34,1271,38
248,Stone Brewing,Stone Imperial Russian Stout,Russian Imperial Stout,10.60%,4.34,8280,64
249,Founders Brewing Company,Founders Imperial Stout,Russian Imperial Stout,10.50%,4.34,7684,13
250,Other Half Brewing Company,Mosaic IPA,American IPA,7.20%,4.34,294,109
