"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
41,"Brothers Craft Brewing","Resolute - Coconut","American Double / Imperial Stout","13.50%",4.52,185,137
42,"Brasserie Cantillon","Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2792,142
43,"Trillium Brewing Company","Headroom","American Double / Imperial IPA","8.00%",4.51,412,157
44,"Tree House Brewing Company","Haze","American Double / Imperial IPA","8.20%",4.51,1723,83
45,"Aslin Beer Company","Master Of Karate","American Double / Imperial IPA","8.40%",4.51,168,143
46,"Kane Brewing Company","Sunday Brunch","American Porter","9.20%",4.5,465,141
47,"Bissell Brothers Brewing Company","Swish","American Double / Imperial IPA","8.00%",4.5,963,35
48,"The Lost Abbey","Duck Duck Gooze","Gueuze","7.00%",4.5,1708,90
49,"Cigar City Brewing","Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4001,166
50,"Tree House Brewing Company","In Perpetuity","American IPA","6.70%",4.5,446,173
51,"Side Project Brewing","Fuzzy","American Wild Ale","8.00%",4.5,689,163
52,"Goose Island Beer Company","Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,11937,68
53,"Funky Buddha Brewery","Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.5,275,122
54,"Russian River Brewing Company","Supplication","American Wild Ale","7.00%",4.49,6198,7
55,"Hill Farmstead Brewery","Double Citra","American Double / Imperial IPA","8.00%",4.49,1695,69
56,"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1402,44
57,"Tree House Brewing Company","Double Shot","American Stout","7.60%",4.49,785,164
58,"Toppling Goliath Brewing Company","Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1056,183
59,"Brasserie Cantillon","Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,765,86
60,"Bell's Brewery, Inc.","Bell's Black Note Stout","American Double / Imperial Stout","11.40%",4.49,4052,154
61,"Toppling Goliath Brewing Company","PseudoSue","American Pale Ale (APA)","5.80%",4.49,3990,150
62,"Brouwerij Drie Fonteinen","Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,121,107
63,"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1110,21
64,"Jester King Brewery","Atrial Rubicite","American Wild Ale","5.80%",4.48,1667,42
65,"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.48,256,139
66,"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,802,61
67,"Kuhnhenn Brewing Company","Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1883,123
68,"Fremont Brewing Company","Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,718,186
69,"Voodoo Brewing Company","Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,127
70,"Trillium Brewing Company","Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,992,39
71,"Deschutes Brewery","The Abyss","American Double / Imperial Stout","12.20%",4.48,6851,13
72,"Trillium Brewing Company","Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,137
73,"Prairie Artisan Ales","BOMB!","American Double / Imperial Stout","13.00%",4.47,5625,174
74,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2097,170
75,"Hill Farmstead Brewery","Ephraim","American Double / Imperial IPA","10.00%",4.47,1008,81
76,"Ozark Beer Company","BDCS","American Double / Imperial Stout","10.20%",4.47,304,147
77,"Founders Brewing Company","Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16200,101
78,"Brasserie de Rochefort","Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9046,67
79,"Goose Island Beer Company","Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,4965,146
80,"The Alchemist","Crusher","American Double / Imperial IPA","9.60%",4.46,1381,44
81,"Dark Horse Brewing Company","Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3052,126
82,"Surly Brewing Company","Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4448,185
83,"Boneyard Beer Company","Notorious Triple IPA","American Double / Imperial IPA","12.00%",4.46,717,182
84,"Evil Twin Brewing","Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,584,161
85,"Brasserie Cantillon","Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1687,114
86,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.46,2117,112
87,"The Bruery","Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3768,159
88,"The Lost Abbey","Cable Car","American Wild Ale","7.00%",4.46,961,77
89,"Russian River Brewing Company","Beatification","American Wild Ale","5.50%",4.46,2583,148
90,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.46,628,22
91,"New England Brewing Company","Fuzzy Baby Ducks IPA","American IPA","6.20%",4.46,728,175
92,"Hill Farmstead Brewery","Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1357,44
93,"Firestone Walker Brewing Company","Parabajava","Russian Imperial Stout","14.00%",4.46,595,164
94,"Prairie Artisan Ales","Prairie Pirate Bomb!","American Double / Imperial Stout","14.00%",4.45,1879,62
95,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,698,28
96,"Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","American Double / Imperial Stout","13.00%",4.45,296,130
97,"Hill Farmstead Brewery","Susan","American IPA","6.20%",4.45,1753,57
98,"Fremont Brewing Company","The Rusty Nail","American Double / Imperial Stout","13.20%",4.45,161,110
99,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4928,178
100,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2565,117
101,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1744,56
102,"Cigar City Brewing","Caffè Americano","American Double / Imperial Stout","11.00%",4.45,948,26
103,"Toppling Goliath Brewing Company","Sosus","American Double / Imperial IPA","8.00%",4.45,1246,38
104,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,997,53
105,"AleSmith Brewing Company","AleSmith Speedway Stout - Bourbon Barrel Aged","American Double / Imperial Stout","12.00%",4.45,2055,111
106,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.45,1820,74
107,"Perrin Brewery","No Rules","American Porter","15.00%",4.44,945,59
108,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,908,16
109,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.44,168,91
110,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.44,405,165
111,"Alpine Beer Company","Keene Idea","American Double / Imperial IPA","8.88%",4.44,445,156
112,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.44,940,48
113,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2776,104
114,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.44,12644,99
115,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.44,954,42
116,"Oskar Blues Grill & Brew","Ten Fidy Bourbon Barrel Aged","Russian Imperial Stout","12.90%",4.44,713,18
117,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.43,161,105
118,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.43,140,80
119,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,772,14
120,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1539,35
121,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1136,47
122,"Anchorage Brewing Company","A Deal With The Devil","American Barleywine","17.30%",4.43,948,29
123,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,766,169
124,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.42,134,80
125,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1406,58
126,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","12.00%",4.42,2298,87
127,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.42,409,151
128,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1694,82
129,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.42,184,88
130,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1671,77
131,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","3.50%",4.42,280,125
132,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9312,66
133,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.42,1845,96
134,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1246,95
135,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,636,17
136,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,729,17
137,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2008,135
138,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,426,167
139,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3618,1
140,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.41,459,165
141,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1392,54
142,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3692,177
143,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1968,85
144,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2592,108
145,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,102
146,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,31
147,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2348,96
148,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.41,541,157
149,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,286,127
150,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1351,62
151,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.41,91,88
152,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.41,98,72
153,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1905,132
154,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,826,167
155,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.00%",4.41,618,15
156,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,128,91
157,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5179,2
158,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2185,124
159,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1671,56
160,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,533,149
161,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,105,75
162,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,102
163,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,656,162
164,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,679,145
165,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,264,133
166,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2465,144
167,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,539,28
168,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,832,28
169,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8120,65
170,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5933,10
171,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,934,179
172,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1663,40
173,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,827,84
174,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,364,153
175,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.39,1259,46
176,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,161
177,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,559,161
178,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,111,80
179,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,648,43
180,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.39,290,152
181,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1603,70
182,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.39,412,151
183,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.81%",4.39,2092,89
184,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5005,11
185,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,529,176
186,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10519,6
187,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.38,601,175
188,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,128
189,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,293,128
190,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,730,172
191,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.38,180,80
192,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2557,113
193,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,161
194,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.38,193,121
195,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1576,71
196,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,478,160
197,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.38,249,136
198,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,155
199,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.38,13547,64
200,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,622,158
201,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.37,232,110
202,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1295,120
203,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,323,186
204,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,49
205,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4032,171
206,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.37,322,102
207,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,217,107
208,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,180
209,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,658,180
210,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,345,151
211,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.37,173,80
212,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,949,24
213,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,131
214,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6612,9
215,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.37,341,121
216,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,349,121
217,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,839,52
218,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.36,1664,36
219,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,39,32
220,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,871,183
221,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,971,34
222,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.36,880,180
223,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,141
224,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,462,167
225,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2627,106
226,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,251,122
227,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1101,69
228,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.36,192,134
229,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.36,142,45
230,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.36,365,162
231,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,483,187
232,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1024,50
233,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3498,189
234,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1224,79
235,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,291,115
236,"Fiddlehead Brewing Company","Mastermind","American Double / Imperial IPA","8.10%",4.35,1315,41
237,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,506,139
238,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2784,92
239,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,903,25
240,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.35,84,88
241,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1570,129
242,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,281,152
243,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6687,5
244,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1246,20
245,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1134,51
246,"Hill Farmstead Brewery","What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,874,19
247,"Avery Brewing Company","Uncle Jacob's Stout","American Double / Imperial Stout","17.10%",4.34,2549,118
248,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.34,304,122
249,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.34,206,94
250,"Lagunitas Brewing Company","ScareCity #3: High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.10%",4.34,1398,73
