"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
24,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee (Bourbon Barrel Aged)","American Double / Imperial Stout","12.00%",4.56,612,152
25,"Hill Farmstead Brewery","Abner","American Double / Imperial IPA","8.20%",4.56,2518,111
26,"Founders Brewing Company","Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12010,92
27,"Hill Farmstead Brewery","Ann","Saison / Farmhouse Ale","6.50%",4.56,337,163
28,"Lawson's Finest Liquids","Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4296,135
29,"Tree House Brewing Company","Green","American IPA","7.60%",4.55,2042,89
30,"Funky Buddha Brewery","Morning Wood","American Porter","12.00%",4.55,594,175
31,"Trillium Brewing Company","Double Dry Hopped Congress Street","American IPA","7.20%",4.54,889,15
32,"Tree House Brewing Company","Doppelganger","American Double / Imperial IPA","8.20%",4.54,833,21
33,"Kern River Brewing Company","Citra","American Double / Imperial IPA","8.00%",4.54,1696,114
34,"Lawson's Finest Liquids","Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2105,103
35,"Tree House Brewing Company","Alter Ego","American IPA","6.80%",4.54,1592,72
36,"Lawson's Finest Liquids","Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.53,571,140
37,"Firestone Walker Brewing Company","Parabola","Russian Imperial Stout","14.00%",4.53,6245,4
38,"Three Floyds Brewing Company","Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9809,8
39,"Hill Farmstead Brewery","Society & Solitude #4","American Double / Imperial IPA","8.00%",4.52,1069,33
40,"Hill Farmstead Brewery","Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1295,63
41,"Brothers Craft Brewing","Resolute - Coconut","American Double / Imperial Stout","13.50%",4.52,185,132
42,"Brasserie Cantillon","Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2794,137
43,"Trillium Brewing Company","Headroom","American Double / Imperial IPA","8.00%",4.51,415,151
44,"Tree House Brewing Company","Haze","American Double / Imperial IPA","8.20%",4.51,1731,77
45,"Aslin Beer Company","Master Of Karate","American Double / Imperial IPA","8.40%",4.51,168,138
46,"Kane Brewing Company","Sunday Brunch","American Porter","9.20%",4.5,465,136
47,"Bissell Brothers Brewing Company","Swish","American Double / Imperial IPA","8.00%",4.5,965,31
48,"The Lost Abbey","Duck Duck Gooze","Gueuze","7.00%",4.5,1709,85
49,"Cigar City Brewing","Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4002,161
50,"Tree House Brewing Company","In Perpetuity","American IPA","6.70%",4.5,447,168
51,"Side Project Brewing","Fuzzy","American Wild Ale","8.00%",4.5,689,157
52,"Goose Island Beer Company","Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,11949,62
53,"Funky Buddha Brewery","Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.5,275,117
54,"Russian River Brewing Company","Supplication","American Wild Ale","7.00%",4.49,6202,7
55,"Hill Farmstead Brewery","Double Citra","American Double / Imperial IPA","8.00%",4.49,1695,63
56,"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1403,40
57,"Tree House Brewing Company","Double Shot","American Stout","7.60%",4.49,791,158
58,"Toppling Goliath Brewing Company","Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1057,178
59,"Brasserie Cantillon","Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,765,81
60,"Bell's Brewery, Inc.","Bell's Black Note Stout","American Double / Imperial Stout","11.40%",4.49,4063,148
61,"Toppling Goliath Brewing Company","PseudoSue","American Pale Ale (APA)","5.80%",4.49,3995,144
62,"Brouwerij Drie Fonteinen","Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,121,101
63,"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1114,20
64,"Jester King Brewery","Atrial Rubicite","American Wild Ale","5.80%",4.48,1669,38
65,"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.48,261,134
66,"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,802,55
67,"Kuhnhenn Brewing Company","Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1884,118
68,"Fremont Brewing Company","Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,720,181
69,"Voodoo Brewing Company","Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,122
70,"Trillium Brewing Company","Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,995,35
71,"Deschutes Brewery","The Abyss","American Double / Imperial Stout","12.20%",4.48,6856,13
72,"Trillium Brewing Company","Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,132
73,"Prairie Artisan Ales","BOMB!","American Double / Imperial Stout","13.00%",4.47,5632,169
74,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2099,165
75,"Ozark Beer Company","BDCS","American Double / Imperial Stout","10.20%",4.47,304,142
76,"Hill Farmstead Brewery","Ephraim","American Double / Imperial IPA","10.00%",4.47,1008,74
77,"Founders Brewing Company","Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16209,95
78,"Brasserie de Rochefort","Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9050,61
79,"Goose Island Beer Company","Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,4972,141
80,"Firestone Walker Brewing Company","Parabajava","Russian Imperial Stout","14.00%",4.47,597,159
81,"The Alchemist","Crusher","American Double / Imperial IPA","9.60%",4.47,1388,41
82,"Dark Horse Brewing Company","Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3053,121
83,"Surly Brewing Company","Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4451,180
84,"Boneyard Beer Company","Notorious Triple IPA","American Double / Imperial IPA","12.00%",4.46,717,177
85,"Evil Twin Brewing","Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,586,156
86,"Brasserie Cantillon","Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1687,108
87,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.46,2119,106
88,"The Bruery","Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3770,153
89,"The Lost Abbey","Cable Car","American Wild Ale","7.00%",4.46,961,71
90,"Russian River Brewing Company","Beatification","American Wild Ale","5.50%",4.46,2585,143
91,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.46,630,20
92,"New England Brewing Company","Fuzzy Baby Ducks IPA","American IPA","6.20%",4.46,730,170
93,"Hill Farmstead Brewery","Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1358,40
94,"Prairie Artisan Ales","Prairie Pirate Bomb!","American Double / Imperial Stout","14.00%",4.45,1882,56
95,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,698,25
96,"Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","American Double / Imperial Stout","13.00%",4.45,299,125
97,"Fremont Brewing Company","The Rusty Nail","American Double / Imperial Stout","13.20%",4.45,163,104
98,"Hill Farmstead Brewery","Susan","American IPA","6.20%",4.45,1756,52
99,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4929,173
100,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1748,51
101,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2566,112
102,"Cigar City Brewing","Caffè Americano","American Double / Imperial Stout","11.00%",4.45,949,23
103,"Toppling Goliath Brewing Company","Sosus","American Double / Imperial IPA","8.00%",4.45,1248,34
104,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,999,49
105,"AleSmith Brewing Company","AleSmith Speedway Stout - Bourbon Barrel Aged","American Double / Imperial Stout","12.00%",4.45,2056,105
106,"Oskar Blues Grill & Brew","Ten Fidy Bourbon Barrel Aged","Russian Imperial Stout","12.90%",4.45,748,20
107,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.45,1822,67
108,"Perrin Brewery","No Rules","American Porter","15.00%",4.44,949,54
109,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,914,16
110,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.44,168,87
111,"Alpine Beer Company","Keene Idea","American Double / Imperial IPA","8.88%",4.44,445,150
112,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.44,940,44
113,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2778,98
114,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.44,12644,93
115,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.44,963,41
116,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.43,163,99
117,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","12.00%",4.43,2299,82
118,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.43,140,73
119,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,773,14
120,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.43,409,160
121,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1540,31
122,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1136,43
123,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.43,187,83
124,"Anchorage Brewing Company","A Deal With The Devil","American Barleywine","17.30%",4.43,948,26
125,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,769,164
126,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.42,137,73
127,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1410,53
128,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.42,412,146
129,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1695,76
130,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.42,93,84
131,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1675,71
132,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","3.50%",4.42,281,120
133,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9316,60
134,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1247,90
135,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.42,1846,90
136,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,637,17
137,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,730,17
138,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2008,130
139,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.41,460,162
140,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,426,162
141,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3620,1
142,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1395,50
143,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3694,172
144,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1970,79
145,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2593,102
146,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,96
147,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,28
148,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2350,90
149,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.41,543,151
150,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,286,122
151,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1352,56
152,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.00%",4.41,623,16
153,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.41,100,66
154,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1906,127
155,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,827,162
156,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,129,87
157,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,534,145
158,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5181,2
159,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2191,119
160,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1676,51
161,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,106,69
162,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,96
163,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.4,291,147
164,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,681,140
165,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,266,128
166,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2468,139
167,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,544,25
168,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,835,25
169,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8123,59
170,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5934,10
171,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,935,174
172,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1666,36
173,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,827,78
174,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.39,665,157
175,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.39,181,80
176,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,364,147
177,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.39,417,147
178,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,156
179,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,560,156
180,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.39,1264,42
181,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,111,73
182,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,648,39
183,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1605,64
184,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.81%",4.39,2103,86
185,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5006,11
186,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,531,171
187,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10524,6
188,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.38,603,170
189,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,123
190,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,294,123
191,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,732,167
192,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2560,107
193,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,156
194,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.38,194,116
195,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1579,65
196,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,478,155
197,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.38,252,131
198,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,149
199,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.38,13556,58
200,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,622,152
201,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1296,115
202,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,325,181
203,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,45
204,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4032,166
205,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.37,322,96
206,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,221,101
207,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,175
208,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,658,175
209,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,345,145
210,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.37,176,73
211,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.37,342,117
212,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,950,22
213,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,126
214,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6613,9
215,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,350,116
216,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,840,48
217,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.36,1666,32
218,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,40,29
219,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,974,30
220,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,871,178
221,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.36,234,109
222,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,136
223,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,465,162
224,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2630,100
225,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,251,117
226,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1101,63
227,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.36,199,129
228,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.36,366,157
229,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.36,286,147
230,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,486,182
231,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,86,83
232,"Avery Brewing Company","Uncle Jacob's Stout","American Double / Imperial Stout","17.10%",4.35,2552,113
233,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1025,46
234,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3501,184
235,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1241,75
236,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,883,176
237,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,507,134
238,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.35,213,96
239,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2785,88
240,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,903,22
241,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,293,110
242,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1572,124
243,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6692,5
244,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1248,19
245,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1137,47
246,"Hill Farmstead Brewery","What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,874,18
247,"Lagunitas Brewing Company","ScareCity #3: High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.10%",4.34,1418,68
248,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.34,143,37
249,"La Cumbre Brewing Company","Project Dank","American IPA","7.50%",4.34,791,15
250,"Minneapolis Town Hall Brewery","Masala Mama India Pale Ale","American IPA","6.00%",4.34,1359,154
