"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
113,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.44,109,110
114,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.44,944,47
115,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2789,106
116,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.44,12653,101
117,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.44,195,91
118,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.43,434,173
119,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","5.50%",4.43,286,131
120,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","11.60%",4.43,2315,88
121,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,785,15
122,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1544,35
123,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.43,997,46
124,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1140,46
125,"Anchorage Brewing Company","A Deal With The Devil","American Barleywine","17.30%",4.43,956,30
126,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.43,433,154
127,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,775,174
128,"Perrin Brewery","No Rules","American Porter","15.00%",4.43,994,67
129,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.42,1419,57
130,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1708,80
131,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1703,79
132,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,647,19
133,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,732,18
134,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9346,64
135,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.42,1855,98
136,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1252,96
137,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.42,103,73
138,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2015,135
139,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1425,58
140,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.42,466,172
141,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.41,565,163
142,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,430,171
143,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3628,1
144,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3724,181
145,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1972,84
146,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2604,111
147,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,288,131
148,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,104
149,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,31
150,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.50%",4.41,639,17
151,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2387,105
152,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,837,173
153,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1372,60
154,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.41,283,137
155,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1918,134
156,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1689,56
157,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2214,129
158,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5193,2
159,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,131,95
160,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,120,73
161,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,104
162,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,692,146
163,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,541,153
164,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.4,293,153
165,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,845,28
166,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2481,145
167,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,698,172
168,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8147,63
169,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.4,459,156
170,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1694,41
171,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,939,184
172,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,831,82
173,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.39,397,166
174,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,369,154
175,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.39,578,33
176,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.39,1293,48
177,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,669,165
178,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,562,165
179,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,112,76
180,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.39,331,107
181,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,650,42
182,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1624,70
183,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.39,2149,94
184,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5019,11
185,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.39,5939,10
186,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.39,761,180
187,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,534,180
188,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10542,6
189,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.39,183,87
190,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,618,131
191,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,297,131
192,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,613,178
193,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.38,205,83
194,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.38,207,127
195,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,673,190
196,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.38,261,138
197,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2568,115
198,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1597,71
199,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,479,162
200,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.38,259,123
201,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,512,155
202,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,623,159
203,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.38,243,118
204,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.37,847,52
205,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1299,126
206,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1252,49
207,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,356,152
208,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4037,176
209,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,449,185
210,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,512,140
211,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1106,69
212,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.37,379,169
213,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.37,343,127
214,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,955,24
215,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13603,62
216,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,340,192
217,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1233,133
218,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6640,9
219,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1678,37
220,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.37,41,32
221,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,989,34
222,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,874,186
223,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.36,234,119
224,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,88,91
225,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,470,172
226,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2641,108
227,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,254,127
228,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.36,359,127
229,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,490,191
230,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.36,1261,20
231,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1041,51
232,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,322,143
233,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.36,901,189
234,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1290,85
235,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3509,195
236,"Cigar City Brewing","Marshal Zhukov's Imperial Stout - Apple Brandy Barrel Aged W/ Vanilla Beans","American Double / Imperial Stout","13.20%",4.35,107,53
237,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2796,93
238,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,906,23
239,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,294,119
240,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.35,1554,89
241,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1581,132
242,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1154,50
243,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6723,5
244,"Hill Farmstead Brewery","What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.35,881,19
245,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,229,140
246,"Avery Brewing Company","Uncle Jacob's Stout","American Double / Imperial Stout","17.10%",4.34,2577,125
247,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.34,326,131
248,"The Alchemist","Luscious","Russian Imperial Stout","9.20%",4.34,462,169
249,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.34,355,161
250,"La Cumbre Brewing Company","Project Dank","American IPA","7.50%",4.34,791,16
