Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
46,Hill Farmstead Brewery,Society & Solitude #4,American Double / Imperial IPA,8.00% ABV,4.48,869,27
47,Goose Island Beer Co.,Bourbon County Brand Barleywine Ale,English Barleywine,12.10% ABV,4.48,4658,134
48,Hill Farmstead Brewery,Ephraim,American Double / Imperial IPA,10.50% ABV,4.48,878,69
49,Kuhnhenn Brewing Company,Kuhnhenn Bourbon Barrel Fourth Dementia,Old Ale,13.50% ABV,4.48,1784,117
50,Hill Farmstead Brewery,Double Citra,American Double / Imperial IPA,8.00% ABV,4.48,1516,49
51,3 Floyds Brewing Co.,Bourbon Barrel Aged Dark Lord Imperial Stout,Russian Imperial Stout,15.00% ABV,4.48,701,48
52,Surly Brewing Company,Todd The Axe Man,American IPA,7.20% ABV,4.48,1292,72
53,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Trappist Westvleteren 8 (VIII),Dubbel,8.00% ABV,4.47,1964,169
54,Prairie Artisan Ales,BOMB!,American Double / Imperial Stout,13.00% ABV,4.47,4816,157
55,Founders Brewing Company,Founders Breakfast Stout,American Double / Imperial Stout,8.30% ABV,4.47,15334,96
56,Brasserie de Rochefort,Trappistes Rochefort 10,Quadrupel (Quad),11.30% ABV,4.47,8584,63
57,Tree House Brewing Company,Haze,American Double / Imperial IPA,8.20% ABV,4.47,947,27
58,Jester King Brewery,Atrial Rubicite,American Wild Ale,5.80% ABV,4.46,1515,32
59,Surly Brewing Company,Abrasive Ale,American Double / Imperial IPA,9.00% ABV,4.46,4172,181
60,Dark Horse Brewing Company,Dark Horse Bourbon Barrel Aged Plead The 5th,Russian Imperial Stout,12.00% ABV,4.46,2815,118
61,The Bruery,Black Tuesday,American Double / Imperial Stout,19.20% ABV,4.46,3485,152
62,Russian River Brewing Company,Beatification,American Wild Ale,5.50% ABV,4.46,2438,139
63,The Lost Abbey,Cable Car,American Wild Ale,7.00% ABV,4.46,854,71
64,New England Brewing Co.,Fuzzy Baby Ducks IPA,American IPA,6.20% ABV,4.45,607,160
65,Trillium Brewing Company,Double Dry Hopped Fort Point Pale Ale,American Pale Ale (APA),6.60% ABV,4.45,623,138
66,Hill Farmstead Brewery,Susan,American IPA,6.20% ABV,4.45,1399,35
67,Hill Farmstead Brewery,Everett Porter,American Porter,7.50% ABV,4.45,2288,106
68,Brasserie Cantillon,Cantillon Lou Pepe - Kriek,Lambic - Fruit,5.00% ABV,4.45,1571,104
69,"Bell's Brewery, Inc.",Hopslam Ale,American Double / Imperial IPA,10.00% ABV,4.45,11804,94
70,Tree House Brewing Company,Curiosity Twenty Two,American IPA,7.00% ABV,4.45,179,103
71,AleSmith Brewing Company,AleSmith Speedway Stout - Bourbon Barrel Aged,American Double / Imperial Stout,12.00% ABV,4.45,1816,101
72,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Golden Blend,Gueuze,7.50% ABV,4.45,839,43
73,Tree House Brewing Company,Juice Machine,American Double / Imperial IPA,8.20% ABV,4.44,121,105
74,Toppling Goliath Brewing Company,Assassin Imperial Stout,American Double / Imperial Stout,12.00% ABV,4.44,972,177
75,Toppling Goliath Brewing Company,Sosus,American Double / Imperial IPA,8.00% ABV,4.44,1043,21
76,Evil Twin Brewing,Imperial Biscotti Break Bourbon Barrel Aged,American Double / Imperial Stout,11.50% ABV,4.44,1305,20
77,Firestone Walker Brewing Co.,?ucaba,English Barleywine,12.50% ABV,4.44,4599,172
78,Hill Farmstead Brewery,Society & Solitude #5,American Double / Imperial IPA,8.10% ABV,4.44,1220,33
79,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze Vintage,Gueuze,6.00% ABV,4.44,626,26
80,Trillium Brewing Company,Upper Case,American Double / Imperial IPA,9.00% ABV,4.44,379,125
81,3 Floyds Brewing Co.,Permanent Funeral,American Double / Imperial IPA,10.50% ABV,4.43,2561,91
82,Columbus Brewing Company,Columbus Bodhi DIPA,American Double / Imperial IPA,8.50% ABV,4.43,1237,37
83,Hair of the Dog Brewing Company / Brewery and Tasting Room,Adam From The Wood,Old Ale,12.00% ABV,4.43,858,36
84,Central Waters Brewing Co.,Black Gold (2015),American Double / Imperial Stout,11.00% ABV,4.43,275,128
85,Fremont Brewing Company,Bourbon Barrel Aged Abominable: Coffee And Cinnamon,American Strong Ale,14.00% ABV,4.43,510,155
86,Boneyard Beer Company,Notorious Triple IPA,American Double / Imperial IPA,12.00% ABV,4.43,534,155
87,Trillium Brewing Company,Fort Point Pale Ale,American Pale Ale (APA),6.60% ABV,4.43,1256,29
88,Perrin Brewery,No Rules,American Porter,15.00% ABV,4.43,516,25
89,Trillium Brewing Company,Double Dry Hopped Congress Street,American IPA,7.20% ABV,4.43,444,111
90,Bissell Brothers Brewing Co.,Swish,American Double / Imperial IPA,8.00% ABV,4.42,530,153
91,Funky Buddha Brewery,Maple Bacon Coffee Porter,American Porter,6.40% ABV,4.42,1358,49
92,Trillium Brewing Company,Congress Street IPA,American IPA,7.20% ABV,4.42,1186,26
93,Trillium Brewing Company,Headroom Double IPA,American Double / Imperial IPA,8.00% ABV,4.42,173,107
94,Funky Buddha Brewery,Last Snow,American Porter,6.50% ABV,4.42,1236,43
95,Jackie O's Pub & Brewery,Bourbon Barrel Champion Ground,American Double / Imperial Stout,11.00% ABV,4.42,188,121
96,Brouwerij St. Bernardus NV,St. Bernardus Abt 12,Quadrupel (Quad),10.00% ABV,4.42,8850,61
97,Firestone Walker Brewing Co.,Stickee Monkee,Quadrupel (Quad),12.00% ABV,4.42,1999,68
98,Brasserie Cantillon,Cantillon Saint Lamvinus,Lambic - Fruit,5.00% ABV,4.41,1873,129
99,Stone Brewing Co.,Imperial Russian Stout - Bourbon Barrel Aged,Russian Imperial Stout,11.50% ABV,4.41,1046,36
100,FiftyFifty Brewing Co.,Imperial Eclipse Stout - Elijah Craig (12 Year),American Double / Imperial Stout,11.90% ABV,4.41,1694,89
101,Brouwerij Drie Fonteinen,Drie Fonteinen Framboos,Lambic - Fruit,5.00% ABV,4.41,505,182
102,Alpine Beer Company,Keene Idea,American Double / Imperial IPA,8.88% ABV,4.41,415,142
103,Surly Brewing Company,Darkness,Russian Imperial Stout,10.30% ABV,4.41,3413,174
104,Tree House Brewing Company,Double Shot - Sumatra Mandheling,American Stout,7.80% ABV,4.41,343,121
105,Side Project Brewing,Fuzzy,American Wild Ale,8.00% ABV,4.41,417,110
106,Foundation Brewing Company,Epiphany,American Double / Imperial IPA,8.00% ABV,4.4,544,184
107,Brasserie Cantillon,Cantillon Lou Pepe - Framboise,Lambic - Fruit,5.00% ABV,4.4,1116,89
108,Pelican Pub & Brewery,Mother Of All Storms,English Barleywine,14.00% ABV,4.4,1783,126
109,Russian River Brewing Company,Consecration,American Wild Ale,10.00% ABV,4.4,4899,2
110,Alpine Beer Company,Bad Boy,American Double / Imperial IPA,9.00% ABV,4.4,509,30
111,Peg's Cantina & Brew Pub,Peg's G.O.O.D. RareR D.O.S.,American Double / Imperial Stout,10.00% ABV,4.4,678,19
112,Russian River Brewing Company,Temptation,American Wild Ale,7.50% ABV,4.4,3415,188
113,Evil Twin Brewing,Evil Twin Double Barrel Jesus,American Double / Imperial Stout,12.00% ABV,4.4,443,141
114,The Bruery,Chocolate Rain,American Double / Imperial Stout,18.50% ABV,4.4,2397,100
115,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Hefeweissbier,Hefeweizen,5.40% ABV,4.4,7653,58
116,Boston Beer Company (Samuel Adams),Samuel Adams Utopias,American Strong Ale,29.00% ABV,4.4,2276,136
117,3 Floyds Brewing Co.,Dreadnaught IPA,American Double / Imperial IPA,9.50% ABV,4.4,5724,12
118,Funky Buddha Brewery,Wide Awake It's Morning,American Double / Imperial Stout,10.50% ABV,4.4,226,142
119,Anchorage Brewing Company,A Deal With The Devil,American Barleywine,17.30% ABV,4.4,807,20
120,Stone Brewing Co.,Stone Enjoy By IPA,American Double / Imperial IPA,9.40% ABV,4.39,9996,5
121,Peg's Cantina & Brew Pub,Pallet 1,American Double / Imperial Stout,NA,4.39,191,116
122,Jackie O's Pub & Brewery,Oro Negro,American Double / Imperial Stout,10.50% ABV,4.39,381,151
123,Other Half Brewing Co.,All Green Everything,American Double / Imperial IPA,10.50% ABV,4.39,730,179
124,New England Brewing Co.,Coriolis,American Double / Imperial IPA,8.20% ABV,4.39,405,128
125,Tree House Brewing Company,Double Shot,American Stout,7.60% ABV,4.39,507,110
126,Hair of the Dog Brewing Company / Brewery and Tasting Room,Matt,American Strong Ale,11.50% ABV,4.39,787,78
127,Kane Brewing Company,Sunday Brunch,American Porter,9.20% ABV,4.39,235,81
128,Brouwerij Rodenbach N.V.,Rodenbach CaractŠre Rouge,Flanders Red Ale,7.00% ABV,4.39,1176,41
129,Lagunitas Brewing Company,Born Yesterday Pale Ale,American Pale Ale (APA),6.50% ABV,4.39,1578,93
130,Side Project Brewing,Framboise Du Fermier,Saison / Farmhouse Ale,8.00% ABV,4.39,139,77
131,Alpine Beer Company,Great,American Barleywine,14.00% ABV,4.39,581,36
132,The Lone Pint Brewery,Yellow Rose,American IPA,6.80% ABV,4.39,1284,36
133,Brasserie Dieu du Ciel!,P‚ch‚ Mortel,American Double / Imperial Stout,9.50% ABV,4.39,4673,14
134,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,8.20% ABV,4.38,1409,35
135,Fremont Brewing Company,Bourbon Barrel Aged Dark Star: Coffee Edition,American Double / Imperial Stout,14.50% ABV,4.38,357,110
136,Cascade Brewing / Raccoon Lodge & Brewpub,Cascade Sang Noir,American Wild Ale,9.50% ABV,4.38,1428,46
137,Alpine Beer Company,Nelson,American IPA,7.00% ABV,4.38,3693,166
138,Fat Head's Brewery & Saloon,Hop JuJu Imperial IPA,American Double / Imperial IPA,9.00% ABV,4.38,1589,44
139,Perennial Artisan Ales,Abraxas,American Double / Imperial Stout,10.00% ABV,4.38,1964,75
140,Prairie Artisan Ales,Prairie Pirate Bomb!,American Double / Imperial Stout,14.00% ABV,4.38,1467,23
141,Hill Farmstead Brewery,Juicy,Saison / Farmhouse Ale,7.40% ABV,4.38,247,135
142,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00% ABV,4.38,1307,21
143,Noble Ale Works,Citra Showers,American Double / Imperial IPA,8.80% ABV,4.38,396,146
144,Hill Farmstead Brewery,Edward,American Pale Ale (APA),5.20% ABV,4.38,2257,100
145,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00% ABV,4.38,12710,57
146,Cigar City Brewing,CaffŠ Americano,American Double / Imperial Stout,11.00% ABV,4.38,577,141
147,Logsdon Farmhouse Ales,Peche 'n Brett,Saison / Farmhouse Ale,10.00% ABV,4.38,1085,35
148,Funky Buddha Brewery,Snowed In - Bourbon Barrel Aged,American Double / Imperial Stout,11.00% ABV,4.37,105,70
149,Side Project Brewing,Saison Du Fermier,Saison / Farmhouse Ale,7.00% ABV,4.37,549,119
150,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00% ABV,4.37,1244,118
151,Trillium Brewing Company,Mosaic Dry Hopped Fort Point,American Pale Ale (APA),6.60% ABV,4.37,382,111
152,Creature Comforts,See The Stars,Russian Imperial Stout,10.90% ABV,4.37,126,121
153,Jackie O's Pub & Brewery,Bourbon Barrel Black Maple,American Porter,11.00% ABV,4.37,732,160
154,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00% ABV,4.37,6096,11
155,Kuhnhenn Brewing Company,Kuhnhenn Raspberry Eisbock,Eisbock,15.50% ABV,4.37,1158,127
156,Grimm Artisanal Ales,Afterimage,American Double / Imperial IPA,8.00% ABV,4.36,163,116
157,Pipeworks Brewing Company,Sure Bet,American Double / Imperial IPA,9.50% ABV,4.36,444,141
158,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00% ABV,4.36,2891,147
159,Brouwerij Drie Fonteinen,Drie Fonteinen Hommage,Lambic - Fruit,6.00% ABV,4.36,702,38
160,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,16.90% ABV,4.36,2113,98
161,Clown Shoes,Breakfast Exorcism,American Double / Imperial Stout,11.00% ABV,4.36,227,119
162,Societe Brewing Co.,The Pupil,American IPA,7.80% ABV,4.36,788,168
163,Fremont Brewing Company,Brew 1000 - Bourbon Barrel Aged,English Barleywine,13.10% ABV,4.36,67,67
164,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00% ABV,4.36,973,51
165,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81% ABV,4.35,1582,47
166,New Glarus Brewing Company,Wisconsin Belgian Red,Fruit / Vegetable Beer,4.00% ABV,4.35,3278,186
167,Live Oak Brewing Company,Live Oak HefeWeizen,Hefeweizen,5.20% ABV,4.35,1267,114
168,New Glarus Brewing Company,R&D Vintage 2014,American Wild Ale,6.00% ABV,4.35,286,128
169,Trillium Brewing Company,Vicinity,American Double / Imperial IPA,8.00% ABV,4.35,754,182
170,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90% ABV,4.35,815,20
171,La Cumbre Brewing Co.,Project Dank,American IPA,7.50% ABV,4.35,706,170
172,The Bruery,Grey Monday,American Double / Imperial Stout,19.50% ABV,4.35,1514,30
173,Jester King Brewery,Montmorency Vs Balaton,American Wild Ale,6.70% ABV,4.35,542,107
174,Hill Farmstead Brewery,Society & Solitude #6,American Double / Imperial IPA,8.10% ABV,4.35,532,137
175,Brasserie Dieu du Ciel!,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,American Double / Imperial Stout,9.50% ABV,4.35,360,167
176,Peg's Cantina & Brew Pub,Nooner Batch 10,American Double / Imperial Stout,NA,4.35,133,81
177,Westbrook Brewing Co.,Mexican Cake,American Double / Imperial Stout,10.50% ABV,4.35,2309,86
178,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00% ABV,4.34,6122,4
179,Hill Farmstead Brewery,Birth Of Tragedy,American Porter,9.00% ABV,4.34,1070,40
180,Minneapolis Town Hall Brewery,Masala Mama India Pale Ale,American IPA,6.00% ABV,4.34,1323,156
181,Pipeworks Brewing Company,Spotted Puffer,American Double / Imperial IPA,9.50% ABV,4.34,204,97
182,Sante Adairius Rustic Ales,West Ashley,American Wild Ale,7.30% ABV,4.34,748,150
183,Hill Farmstead Brewery,Aaron,English Barleywine,NA,4.34,279,84
184,Hill Farmstead Brewery,What Is Enlightenment?,American Pale Ale (APA),5.40% ABV,4.34,821,18
185,Ozark Beer Co.,BDCS,American Double / Imperial Stout,10.20% ABV,4.34,86,39
186,Trillium Brewing Company,Double Dry Hopped Sleeper Street IPA,American IPA,7.10% ABV,4.34,273,99
187,Stone Brewing Co.,Stone Imperial Russian Stout,Russian Imperial Stout,10.60% ABV,4.34,7967,62
188,Fremont Brewing Company,Bourbon Abominable Winter Ale,American Strong Ale,14.00% ABV,4.34,888,34
189,Olde Hickory Brewery,Omega Point,English Barleywine,10.00% ABV,4.34,356,135
190,Peg's Cantina & Brew Pub,&+,American Double / Imperial Stout,10.50% ABV,4.34,134,90
191,Olde Hickory Brewery,The Event Horizon,American Double / Imperial Stout,8.50% ABV,4.34,1553,85
192,New Glarus Brewing Company,Serendipity,Fruit / Vegetable Beer,4.00% ABV,4.34,2546,82
193,Hill Farmstead Brewery,Civil Disobedience #15,Saison / Farmhouse Ale,11.00% ABV,4.33,135,92
194,Hill Farmstead Brewery,Damon (Bourbon Barrel Aged),Russian Imperial Stout,10.50% ABV,4.33,605,173
195,Hill Farmstead Brewery,Citra Pale Ale,American Pale Ale (APA),5.40% ABV,4.33,885,22
196,New Glarus Brewing Company,Raspberry Tart,Fruit / Vegetable Beer,4.00% ABV,4.33,3564,183
197,Trillium Brewing Company,Melcher Street IPA,American IPA,7.30% ABV,4.33,579,151
198,Midnight Sun Brewing Co.,Arctic Devil Barley Wine,English Barleywine,13.20% ABV,4.33,1225,109
199,Grimm Artisanal Ales,Tesseract,American Double / Imperial IPA,8.00% ABV,4.33,223,123
200,North Coast Brewing Co.,Old Stock Cellar Reserve (Aged In Bourbon Barrels),Old Ale,13.16% ABV,4.33,947,104
201,Brouwerij Drie Fonteinen,Drie Fonteinen Oude Geuze,Gueuze,6.00% ABV,4.33,2495,159
202,4 Hands Brewing Co.,Madagascar,Milk / Sweet Stout,9.30% ABV,4.33,390,116
203,Maine Beer Company,Lunch,American IPA,7.00% ABV,4.33,4495,154
204,Hill Farmstead Brewery,Beyond Good And Evil,American Double / Imperial Stout,NA,4.33,507,125
205,Odd Side Ales,Hipster Brunch Stout,American Double / Imperial Stout,10.00% ABV,4.33,419,148
206,Oskar Blues Grill & Brew,Ten FIDY,Russian Imperial Stout,10.50% ABV,4.33,9242,60
207,Tr”egs Brewing Company,Tr”egs Nugget Nectar,American Amber / Red Ale,7.50% ABV,4.33,7909,59
208,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,Ayinger Celebrator Doppelbock,Doppelbock,6.70% ABV,4.33,6076,56
209,Sante Adairius Rustic Ales,Saison Bernice,Saison / Farmhouse Ale,6.50% ABV,4.33,660,133
210,Evil Twin Brewing,Evil Twin Imperial Biscotti Break,American Double / Imperial Stout,11.50% ABV,4.33,3639,130
211,Founders Brewing Company,Founders Imperial Stout,Russian Imperial Stout,10.50% ABV,4.33,7183,13
212,The Bruery,Melange No. 3,American Strong Ale,15.50% ABV,4.33,1747,80
213,Willoughby Brewing,Nut Smasher,American Double / Imperial Stout,11.00% ABV,4.32,177,103
214,Hill Farmstead Brewery,Nelson Single Hop,American Pale Ale (APA),5.20% ABV,4.32,404,144
215,"Bell's Brewery, Inc.",30th Anniversary Ale,American Double / Imperial Stout,11.00% ABV,4.32,1036,74
216,De Struise Brouwers,Pannepot,Quadrupel (Quad),10.00% ABV,4.32,2283,171
217,Firestone Walker Brewing Co.,Parabajava,Russian Imperial Stout,14.00% ABV,4.32,214,73
218,Modern Times Beer,Monsters Park - Bourbon Barrel Aged With Coconut And Cacao Nibs,American Double / Imperial Stout,13.00% ABV,4.32,133,39
219,Allagash Brewing Company,Allagash Cuv‚e D'Industrial,American Wild Ale,7.50% ABV,4.32,334,155
220,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,8.10% ABV,4.32,1043,17
221,AleSmith Brewing Company,AleSmith Speedway Stout - Kopi Luwak,American Double / Imperial Stout,12.00% ABV,4.32,519,165
222,Fat Head's Brewery & Saloon,Fat Head's Head Hunter IPA,American IPA,7.50% ABV,4.32,3823,140
223,Trillium Brewing Company,Heavy Mettle,American Double / Imperial IPA,9.30% ABV,4.32,391,97
224,Thirsty Dog Brewing Company,Wulver,Scotch Ale / Wee Heavy,12.00% ABV,4.32,1467,50
225,De Struise Brouwers,Black Damnation V - Double Black,American Double / Imperial Stout,26.00% ABV,4.32,326,23
226,Flossmoor Station Restaurant & Brewery,Bourbon Barrel Aged Hi-Fi Rye,American Barleywine,10.90% ABV,4.32,324,23
227,Lagunitas Brewing Company,Lagunitas Sucks (Brown Shugga Substitute Ale),American Double / Imperial IPA,7.85% ABV,4.32,9756,10
228,Pipeworks Brewing Company,Pipeworks / 4 Hands Square Grouper,American Double / Imperial IPA,NA,4.32,634,145
229,Russian River Brewing Company,Blind Pig IPA,American IPA,6.10% ABV,4.32,5454,6
230,Anchorage Brewing Company,Bitter Monk,Belgian IPA,9.00% ABV,4.32,946,79
231,Great Lakes Brewing Co.,Great Lakes Barrel-Aged Blackout Stout,Russian Imperial Stout,9.50% ABV,4.32,1737,122
232,La Cumbre Brewing Co.,Elevated IPA,American IPA,7.20% ABV,4.32,1212,45
233,Allagash Brewing Company,Allagash Coolship Red,Lambic - Fruit,5.70% ABV,4.31,467,170
234,The Lost Abbey,Box Set Track #10 - Bat Out Of Hell,American Double / Imperial Stout,13.50% ABV,4.31,660,168
235,Alpine Beer Company,Pure Hoppiness,American Double / Imperial IPA,8.00% ABV,4.31,3081,175
236,Port Brewing,Older Viscosity,American Double / Imperial Stout,12.00% ABV,4.31,2545,164
237,Alpine Beer Company,Duet,American IPA,7.00% ABV,4.31,3637,163
238,Peg's Cantina & Brew Pub,Crank IPA,American IPA,7.00% ABV,4.31,395,124
239,Minneapolis Town Hall Brewery,Three Hour Tour,Milk / Sweet Stout,6.10% ABV,4.31,281,178
240,Kuhnhenn Brewing Company,Kuhnhenn Bourbon Barrel Barley Wine,English Barleywine,14.50% ABV,4.31,675,53
241,The Bruery,Mocha Wednesday,American Double / Imperial Stout,19.20% ABV,4.31,1003,176
242,Unibroue,La Fin Du Monde,Tripel,9.00% ABV,4.31,9566,66
243,Parish Brewing Company,Ghost In The Machine,American Double / Imperial IPA,8.00% ABV,4.31,294,123
244,Grassroots Brewing,Grassroots Brother Soign‚,Saison / Farmhouse Ale,5.00% ABV,4.31,1083,24
245,Other Half Brewing Co.,Mosaic IPA,American IPA,7.20% ABV,4.31,247,99
246,Stillwater Artisanal Ales,Stillwater / Westbrook Gose Gone Wild,Gose,4.60% ABV,4.31,626,138
247,Hill Farmstead Brewery,Genealogy Of Morals (Bourbon Barrel Aged),American Double / Imperial Stout,10.70% ABV,4.31,402,116
248,Weisses Br„uhaus G. Schneider & Sohn GmbH,Schneider Weisse Tap 6 Unser Aventinus,Weizenbock,8.20% ABV,4.31,4240,54
249,Surly Brewing Company,Furious,American IPA,6.60% ABV,4.31,5189,9
250,Stone Brewing Co.,Stone Xocoveza For The Holidays & The New Year,Milk / Sweet Stout,8.10% ABV,4.3,2910,115
