"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
151,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.41,90,90
152,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1901,133
153,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,823,170
154,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.00%",4.4,614,15
155,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,126,93
156,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5176,2
157,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2167,127
158,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1669,57
159,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.4,526,177
160,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,103
161,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,643,165
162,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,676,145
163,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,526,145
164,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2460,144
165,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,529,28
166,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8115,67
167,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,830,27
168,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5931,10
169,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1657,39
170,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,932,182
171,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.39,95,71
172,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,826,87
173,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.39,260,131
174,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,362,153
175,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.39,1247,47
176,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,164
177,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,556,164
178,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,648,44
179,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.39,290,152
180,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.39,477,162
181,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5001,11
182,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.81%",4.39,2076,91
183,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10509,6
184,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.39,96,76
185,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.38,597,179
186,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,131
187,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,292,131
188,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2551,115
189,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,383,164
190,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1569,75
191,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.38,1597,74
192,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,508,155
193,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.38,13526,66
194,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,338,149
195,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,619,160
196,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.38,249,136
197,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.37,172,71
198,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.37,182,119
199,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1292,123
200,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.37,108,79
201,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,315,190
202,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.37,723,174
203,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1242,49
204,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4032,176
205,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.37,319,103
206,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,184
207,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,657,184
208,"Brasserie Cantillon","Cantillon Gueuze 100% Lambic","Gueuze","5.00%",4.37,3097,157
209,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.37,173,83
210,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,947,23
211,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1226,134
212,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6607,9
213,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.36,339,124
214,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.36,346,124
215,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,838,52
216,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.36,1657,35
217,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,39,31
218,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,870,187
219,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.36,397,143
220,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,968,33
221,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.36,220,109
222,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1168,78
223,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,141
224,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.36,872,183
225,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2621,108
226,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.36,356,162
227,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,460,168
228,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,249,126
229,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1100,73
230,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.36,237,136
231,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.36,142,46
232,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.36,500,138
233,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,481,190
234,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1130,51
235,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1020,50
236,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3498,194
237,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,286,117
238,"Fiddlehead Brewing Company","Mastermind","American Double / Imperial IPA","8.10%",4.35,1307,40
239,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2781,94
240,"Lagunitas Brewing Company","ScareCity #3: High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.10%",4.35,1348,61
241,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,901,24
242,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.35,83,90
243,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1564,132
244,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.35,215,105
245,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6676,5
246,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.35,205,93
247,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1244,20
248,"Hill Farmstead Brewery","What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,872,19
249,"Avery Brewing Company","Uncle Jacob's Stout","American Double / Imperial Stout","17.10%",4.34,2545,121
250,"Minneapolis Town Hall Brewery","Masala Mama India Pale Ale","American IPA","6.00%",4.34,1359,161
