"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
26,"Hill Farmstead Brewery","Ann","Saison / Farmhouse Ale","6.50%",4.56,343,162
27,"Hill Farmstead Brewery","Abner","American Double / Imperial IPA","8.20%",4.56,2529,112
28,"Founders Brewing Company","Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12074,92
29,"The Alchemist","Focal Banger","American IPA","7.00%",4.56,2818,105
30,"Lawson's Finest Liquids","Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4367,135
31,"Tree House Brewing Company","Green","American IPA","7.60%",4.55,2121,97
32,"Lawson's Finest Liquids","Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.55,593,141
33,"Trillium Brewing Company","Double Dry Hopped Congress Street","American IPA","7.20%",4.54,956,19
34,"Kern River Brewing Company","Citra","American Double / Imperial IPA","8.00%",4.54,1723,115
35,"Tree House Brewing Company","Doppelganger","American Double / Imperial IPA","8.20%",4.54,914,25
36,"Tree House Brewing Company","Alter Ego","American IPA","6.80%",4.54,1671,78
37,"Lawson's Finest Liquids","Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2108,104
38,"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.53,345,146
39,"Firestone Walker Brewing Company","Parabola","Russian Imperial Stout","14.00%",4.53,6281,4
40,"Funky Buddha Brewery","Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.53,346,141
41,"Hill Farmstead Brewery","Society & Solitude #4","American Double / Imperial IPA","8.00%",4.53,1092,34
42,"Kane Brewing Company","Sunday Brunch","American Porter","9.20%",4.53,502,142
43,"Three Floyds Brewing Company","Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9885,8
44,"Hill Farmstead Brewery","Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1307,63
45,"Tree House Brewing Company","Haze","American Double / Imperial IPA","8.20%",4.52,1814,80
46,"Bissell Brothers Brewing Company","Swish","American Double / Imperial IPA","8.00%",4.52,1029,35
47,"Brasserie Cantillon","Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2817,133
48,"The Lost Abbey","Duck Duck Gooze","Gueuze","7.00%",4.51,1733,86
49,"Toppling Goliath Brewing Company","Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.5,1093,14
50,"Trillium Brewing Company","Headroom","American Double / Imperial IPA","8.00%",4.5,424,148
51,"Aslin Beer Company","Master Of Karate","American Double / Imperial IPA","8.40%",4.5,196,142
52,"Tree House Brewing Company","In Perpetuity","American IPA","6.70%",4.5,457,167
53,"Cigar City Brewing","Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4032,159
54,"Goose Island Beer Company","Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,12042,60
55,"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1442,41
56,"Russian River Brewing Company","Supplication","American Wild Ale","7.00%",4.49,6234,7
57,"Hill Farmstead Brewery","Double Citra","American Double / Imperial IPA","8.00%",4.49,1698,63
58,"Tree House Brewing Company","Double Shot","American Stout","7.60%",4.49,809,158
59,"Side Project Brewing","Fuzzy","American Wild Ale","8.00%",4.49,708,158
60,"Tree House Brewing Company","Doubleganger","American Double / Imperial IPA","8.20%",4.49,154,99
61,"Brasserie Cantillon","Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,774,81
62,"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1182,23
63,"Brouwerij Drie Fonteinen","Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,131,109
64,"Bell's Brewery, Inc.","Bell's Black Note Stout","American Double / Imperial Stout","11.40%",4.49,4186,149
65,"Toppling Goliath Brewing Company","PseudoSue","American Pale Ale (APA)","5.80%",4.49,4072,143
66,"Jester King Brewery","Atrial Rubicite","American Wild Ale","5.80%",4.48,1684,38
67,"Fremont Brewing Company","Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,747,181
68,"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,808,54
69,"Kuhnhenn Brewing Company","Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1890,119
70,"Fremont Brewing Company","The Rusty Nail","American Double / Imperial Stout","13.20%",4.48,182,116
71,"Deschutes Brewery","The Abyss","American Double / Imperial Stout","12.20%",4.48,6923,13
72,"Trillium Brewing Company","Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,331,129
73,"Trillium Brewing Company","Cutting Tiles (Mosaic)","American Double / Imperial IPA","8.50%",4.47,1062,36
74,"Boneyard Beer Company","Notorious Triple IPA","American Double / Imperial IPA","12.00%",4.47,736,177
75,"Prairie Artisan Ales","BOMB!","American Double / Imperial Stout","13.00%",4.47,5708,170
76,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2114,163
77,"Firestone Walker Brewing Company","Parabajava","Russian Imperial Stout","14.00%",4.47,642,161
78,"Hill Farmstead Brewery","Ephraim","American Double / Imperial IPA","10.00%",4.47,1010,75
79,"The Lost Abbey","Cable Car","American Wild Ale","7.00%",4.47,969,73
80,"Founders Brewing Company","Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16306,95
81,"New England Brewing Company","Fuzzy Baby Ducks IPA","American IPA","6.20%",4.47,739,172
82,"Brasserie de Rochefort","Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9092,59
83,"Goose Island Beer Company","Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,5036,140
84,"Evil Twin Brewing","Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,602,157
85,"Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","American Double / Imperial Stout","13.00%",4.46,328,129
86,"Dark Horse Brewing Company","Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3076,122
87,"Ozark Beer Company","BDCS","American Double / Imperial Stout","10.20%",4.46,310,138
88,"Oskar Blues Grill & Brew","Ten FIDY Bourbon Barrel Aged","Russian Imperial Stout","12.90%",4.46,1017,50
89,"The Alchemist","Crusher","American Double / Imperial IPA","9.60%",4.46,1490,49
90,"Brasserie Cantillon","Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1695,108
91,"The Bruery","Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3810,151
92,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.46,660,20
93,"Russian River Brewing Company","Beatification","American Wild Ale","5.50%",4.46,2594,139
94,"Hill Farmstead Brewery","Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1378,40
95,"Prairie Artisan Ales","Pirate Bomb!","American Double / Imperial Stout","14.00%",4.46,1936,65
96,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.46,181,96
97,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,709,25
98,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1790,52
99,"Hill Farmstead Brewery","Susan","American IPA","6.20%",4.45,1774,52
100,"Cigar City Brewing","Caffè Americano","American Double / Imperial Stout","11.00%",4.45,975,23
101,"Surly Brewing Company","Abrasive Ale","American Double / Imperial IPA","9.00%",4.45,4496,180
102,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4959,173
103,"Toppling Goliath Brewing Company","Sosus","American Double / Imperial IPA","8.00%",4.45,1284,34
104,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2573,114
105,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,1010,48
106,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.45,120,109
107,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.45,2173,110
108,"AleSmith Brewing Company","AleSmith Speedway Stout - Bourbon Barrel Aged","American Double / Imperial Stout","12.00%",4.45,2072,106
109,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.45,203,88
110,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.45,1865,69
111,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.45,965,18
112,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.45,451,164
113,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.44,157,82
114,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.44,170,102
115,"Alpine Beer Company","Keene Idea","American Double / Imperial IPA","8.88%",4.44,445,147
116,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.44,200,96
117,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.44,243,113
118,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2794,100
119,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.44,12795,93
120,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","5.50%",4.44,292,125
121,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","11.60%",4.43,2329,83
122,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,790,15
123,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,793,172
124,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.43,1019,46
125,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1549,29
126,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.43,946,43
127,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1141,42
128,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.43,487,166
129,"Anchorage Brewing Company","A Deal With The Devil","American Barleywine","17.30%",4.43,966,27
130,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.43,449,145
131,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.43,106,74
132,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.43,1438,53
133,"Brouwerij Rodenbach N.V.","Alexander","Flanders Red Ale","5.00%",4.42,443,32
134,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1723,77
135,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1720,76
136,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,650,17
137,"Perrin Brewery","No Rules","American Porter","15.00%",4.42,1018,66
138,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9368,58
139,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.42,576,155
140,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1255,89
141,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.42,840,162
142,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2018,128
143,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1439,53
144,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,432,160
145,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.41,195,84
146,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3634,1
147,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1975,79
148,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3741,171
149,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,96
150,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,292,123
151,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2612,103
152,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.50%",4.41,652,17
153,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.41,736,17
154,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,27
155,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2408,98
156,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.41,1867,90
157,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.41,221,84
158,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1380,62
159,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1927,127
160,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.41,1705,52
161,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,133,88
162,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,608,33
163,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2235,120
164,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5207,2
165,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,125,71
166,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,96
167,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.4,471,150
168,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,695,138
169,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.4,295,145
170,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,559,144
171,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,854,26
172,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2487,137
173,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1709,37
174,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8168,57
175,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,943,174
176,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,301,132
177,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.4,374,146
178,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,722,172
179,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,831,78
180,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.39,270,130
181,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,116,74
182,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,671,155
183,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,566,155
184,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.39,784,176
185,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,653,39
186,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1631,67
187,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.39,437,160
188,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,543,174
189,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.39,340,102
190,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5029,11
191,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.39,5947,10
192,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,627,123
193,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,300,123
194,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10556,6
195,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.39,218,118
196,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,618,168
197,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,676,182
198,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.38,1315,45
199,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.38,270,116
200,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2578,107
201,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1609,70
202,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,482,153
203,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,513,146
204,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.38,2185,90
205,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,631,152
206,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,368,145
207,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.38,352,121
208,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.37,849,49
209,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1300,117
210,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1255,44
211,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4042,165
212,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,263,111
213,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,452,176
214,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,515,132
215,"Tree House Brewing Company","Double Shot- Batch 500","American Stout","8.60%",4.37,82,61
216,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1115,64
217,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,966,22
218,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.37,248,113
219,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,351,185
220,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13640,56
221,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,362,121
222,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.37,42,28
223,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1242,126
224,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6657,9
225,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1682,32
226,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.37,995,30
227,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,878,179
228,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,470,161
229,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,257,118
230,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2653,101
231,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,493,182
232,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,91,84
233,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,326,134
234,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1048,48
235,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.36,1161,47
236,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1303,80
237,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3521,186
238,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.35,363,123
239,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,296,113
240,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,908,21
241,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,242,136
242,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2808,87
243,"Haymarket Pub & Brewery","Clare's Thirsty Ale","American Double / Imperial Stout","12.50%",4.35,182,84
244,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,912,182
245,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.35,1647,85
246,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1266,19
247,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1588,124
248,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,378,154
249,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6760,5
250,"Hardywood Park Craft Brewery","Kentucky Christmas Morning","Milk / Sweet Stout","10.60%",4.35,161,88
