"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
1,"Tree House Brewing Company","Good Morning","American Double / Imperial Stout","8.40%",4.72,1010,66
2,"Toppling Goliath Brewing Company","Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.72,556,189
3,"Voodoo Brewing Company","ManBearPig","American Double / Imperial Stout","14.10%",4.67,195,145
4,"Tree House Brewing Company","King Julius","American Double / Imperial IPA","8.30%",4.67,733,25
5,"Tree House Brewing Company","Very Hazy","American Double / Imperial IPA","8.60%",4.66,529,173
6,"Russian River Brewing Company","Pliny The Younger","American Double / Imperial IPA","10.25%",4.66,2995,182
7,"Toppling Goliath Brewing Company","Mornin' Delight","American Double / Imperial Stout","12.00%",4.65,1066,53
8,"Cigar City Brewing","Hunahpu's Imperial Stout - Double Barrel Aged","American Double / Imperial Stout","11.00%",4.65,1376,31
9,"The Alchemist","Heady Topper","American Double / Imperial IPA","8.00%",4.65,13051,59
10,"Three Floyds Brewing Company","Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1459,98
11,"Tree House Brewing Company","King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,371,160
12,"Maine Beer Company","Dinner","American Double / Imperial IPA","8.20%",4.63,1897,74
13,"Tree House Brewing Company","Julius","American IPA","6.80%",4.62,3315,134
14,"Founders Brewing Company","Founders CBS Imperial Stout","American Double / Imperial Stout","10.60%",4.62,4285,188
15,"Tree House Brewing Company","Juice Machine","American Double / Imperial IPA","8.20%",4.61,519,14
16,"Bottle Logic Brewing","Fundamental Observation","American Double / Imperial Stout","14.30%",4.61,730,34
17,"Perennial Artisan Ales","Barrel-Aged Abraxas","American Double / Imperial Stout","11.00%",4.61,1268,22
18,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 12 (XII)","Quadrupel (Quad)","10.20%",4.61,6214,12
19,"Russian River Brewing Company","Pliny The Elder","American Double / Imperial IPA","8.00%",4.6,14201,95
20,"Tree House Brewing Company","Very Green","American Double / Imperial IPA","8.60%",4.6,577,179
21,"Goose Island Beer Company","Bourbon County Brand Coffee Stout","American Double / Imperial Stout","13.40%",4.57,6951,3
22,"Toppling Goliath Brewing Company","King Sue","American Double / Imperial IPA","8.00%",4.57,1695,70
23,"Tree House Brewing Company","JJJuliusss","American IPA","6.80%",4.57,338,139
24,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee (Bourbon Barrel Aged)","American Double / Imperial Stout","12.00%",4.57,653,160
25,"Funky Buddha Brewery","Morning Wood","American Porter","12.00%",4.56,706,16
26,"Hill Farmstead Brewery","Ann","Saison / Farmhouse Ale","6.50%",4.56,343,166
27,"Hill Farmstead Brewery","Abner","American Double / Imperial IPA","8.20%",4.56,2535,114
28,"Founders Brewing Company","Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12083,93
29,"Lawson's Finest Liquids","Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.56,4385,138
30,"Tree House Brewing Company","Green","American IPA","7.60%",4.55,2128,99
31,"Lawson's Finest Liquids","Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.55,593,145
32,"The Alchemist","Focal Banger","American IPA","7.00%",4.55,2830,108
33,"Trillium Brewing Company","Double Dry Hopped Congress Street","American IPA","7.20%",4.54,958,20
34,"Kern River Brewing Company","Citra","American Double / Imperial IPA","8.00%",4.54,1724,118
35,"Tree House Brewing Company","Doppelganger","American Double / Imperial IPA","8.20%",4.54,915,27
36,"Tree House Brewing Company","Alter Ego","American IPA","6.80%",4.54,1677,79
37,"Lawson's Finest Liquids","Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2108,106
38,"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.53,366,155
39,"Firestone Walker Brewing Company","Parabola","Russian Imperial Stout","14.00%",4.53,6282,4
40,"Funky Buddha Brewery","Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.53,354,145
41,"Hill Farmstead Brewery","Society & Solitude #4","American Double / Imperial IPA","8.00%",4.53,1093,37
42,"Kane Brewing Company","Sunday Brunch","American Porter","9.20%",4.53,512,146
43,"Three Floyds Brewing Company","Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9887,8
44,"Hill Farmstead Brewery","Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1309,67
45,"Tree House Brewing Company","Haze","American Double / Imperial IPA","8.20%",4.52,1817,81
46,"Brasserie Cantillon","Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2820,136
47,"The Lost Abbey","Duck Duck Gooze","Gueuze","7.00%",4.51,1737,88
48,"Bissell Brothers Brewing Company","Swish","American Double / Imperial IPA","8.00%",4.51,1042,39
49,"Toppling Goliath Brewing Company","Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.51,1098,15
50,"Trillium Brewing Company","Headroom","American Double / Imperial IPA","8.00%",4.5,424,153
51,"Aslin Beer Company","Master Of Karate","American Double / Imperial IPA","8.40%",4.5,196,146
52,"Tree House Brewing Company","In Perpetuity","American IPA","6.70%",4.5,457,171
53,"Cigar City Brewing","Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4035,163
54,"Goose Island Beer Company","Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,12048,64
55,"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.5,1442,43
56,"Russian River Brewing Company","Supplication","American Wild Ale","7.00%",4.49,6237,7
57,"Hill Farmstead Brewery","Double Citra","American Double / Imperial IPA","8.00%",4.49,1698,66
58,"Tree House Brewing Company","Double Shot","American Stout","7.60%",4.49,811,162
59,"Side Project Brewing","Fuzzy","American Wild Ale","8.00%",4.49,712,162
60,"Tree House Brewing Company","Doubleganger","American Double / Imperial IPA","8.20%",4.49,157,101
61,"Brasserie Cantillon","Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,775,83
62,"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1185,24
63,"Brouwerij Drie Fonteinen","Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,132,111
64,"Bell's Brewery, Inc.","Bell's Black Note Stout","American Double / Imperial Stout","11.40%",4.49,4196,154
65,"Jester King Brewery","Atrial Rubicite","American Wild Ale","5.80%",4.48,1684,41
66,"Fremont Brewing Company","Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,748,185
67,"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,809,58
68,"Kuhnhenn Brewing Company","Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1890,122
69,"Fremont Brewing Company","The Rusty Nail","American Double / Imperial Stout","13.20%",4.48,184,119
70,"Toppling Goliath Brewing Company","PseudoSue","American Pale Ale (APA)","5.80%",4.48,4093,148
71,"Goose Island Beer Company","Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.48,5043,144
72,"Deschutes Brewery","The Abyss","American Double / Imperial Stout","12.20%",4.48,6928,13
73,"Trillium Brewing Company","Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,331,132
74,"Trillium Brewing Company","Cutting Tiles (Mosaic)","American Double / Imperial IPA","8.50%",4.47,1064,39
75,"Boneyard Beer Company","Notorious Triple IPA","American Double / Imperial IPA","12.00%",4.47,737,181
76,"Prairie Artisan Ales","BOMB!","American Double / Imperial Stout","13.00%",4.47,5716,174
77,"Ozark Beer Company","BDCS","American Double / Imperial Stout","10.20%",4.47,312,143
78,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2117,167
79,"Firestone Walker Brewing Company","Parabajava","Russian Imperial Stout","14.00%",4.47,644,165
80,"Hill Farmstead Brewery","Ephraim","American Double / Imperial IPA","10.00%",4.47,1010,77
81,"The Lost Abbey","Cable Car","American Wild Ale","7.00%",4.47,970,75
82,"Founders Brewing Company","Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16317,96
83,"New England Brewing Company","Fuzzy Baby Ducks IPA","American IPA","6.20%",4.47,739,175
84,"Brasserie de Rochefort","Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9096,63
85,"Evil Twin Brewing","Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.47,604,161
86,"Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","American Double / Imperial Stout","13.00%",4.46,330,132
87,"Dark Horse Brewing Company","Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3081,125
88,"Oskar Blues Grill & Brew","Ten FIDY Bourbon Barrel Aged","Russian Imperial Stout","12.90%",4.46,1036,52
89,"The Alchemist","Crusher","American Double / Imperial IPA","9.60%",4.46,1497,51
90,"Brasserie Cantillon","Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1696,110
91,"The Bruery","Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3813,156
92,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.46,661,21
93,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.46,1878,73
94,"Russian River Brewing Company","Beatification","American Wild Ale","5.50%",4.46,2594,142
95,"Hill Farmstead Brewery","Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1379,42
96,"Prairie Artisan Ales","Pirate Bomb!","American Double / Imperial Stout","14.00%",4.46,1939,68
97,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.46,182,97
98,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.45,124,113
99,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,710,26
100,"Hill Farmstead Brewery","Susan","American IPA","6.20%",4.45,1775,54
101,"Toppling Goliath Brewing Company","Sosus","American Double / Imperial IPA","8.00%",4.45,1290,38
102,"Cigar City Brewing","Caffè Americano","American Double / Imperial Stout","11.00%",4.45,976,24
103,"Surly Brewing Company","Abrasive Ale","American Double / Imperial IPA","9.00%",4.45,4497,184
104,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4963,177
105,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2576,116
106,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.45,289,117
107,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.45,160,84
108,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,1010,49
109,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.45,2178,112
110,"AleSmith Brewing Company","AleSmith Speedway Stout - Bourbon Barrel Aged","American Double / Imperial Stout","12.00%",4.45,2074,108
111,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.45,209,90
112,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.45,969,19
113,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.45,207,101
114,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.45,456,168
115,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.44,1800,56
116,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.44,171,104
117,"Alpine Beer Company","Keene Idea","American Double / Imperial IPA","8.88%",4.44,446,152
118,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.44,947,45
119,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2797,102
120,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","5.50%",4.44,294,128
121,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","11.60%",4.43,2337,85
