Rank,Brewery,Beer,Style,ABV,Rating,Ratings,Reviews
141,Peg's Cantina & Brew Pub,Peg's G.O.O.D. RareR D.O.S.,American Double / Imperial Stout,10.00%,4.41,713,19
142,Brasserie Cantillon,Cantillon Lou Pepe - Framboise,Lambic - Fruit,5.00%,4.41,1213,93
143,de Garde Brewing,The Broken Truck,Gueuze,5.00%,4.41,117,68
144,Brouwerij Rodenbach N.V.,Rodenbach CaractŠre Rouge,Flanders Red Ale,7.00%,4.41,1325,58
145,Pelican Pub & Brewery,Mother Of All Storms,English Barleywine,14.00%,4.41,1886,128
146,Foundation Brewing Company,Epiphany,American Double / Imperial IPA,8.00%,4.4,799,28
147,Russian River Brewing Company,Consecration,American Wild Ale,10.00%,4.4,5134,2
148,Fiddlehead Brewing Company,Second Fiddle,American Double / Imperial IPA,8.20%,4.4,1652,54
149,Cigar City Brewing,Decoherence,American Double / Imperial Stout,12.90%,4.4,123,80
150,Tree House Brewing Company,Triple Shot,American Double / Imperial Stout,9.00%,4.4,248,97
151,Fremont Brewing Company,Bourbon Barrel Aged Dark Star: Coffee Edition,Oatmeal Stout,14.50%,4.4,497,138
152,Trillium Brewing Company,Dusk Trill Dawn,American Double / Imperial Stout,11.50%,4.4,275,127
153,Hill Farmstead Brewery,Flora Plum,Saison / Farmhouse Ale,Farmhouse,4.4,226,106
154,Prairie Artisan Ales,Prairie Apple Brandy Noir,American Double / Imperial Stout,12.00%,4.4,1315,44
155,Parish Brewing Company,Ghost In The Machine,American Double / Imperial IPA,8.00%,4.4,499,171
156,New England Brewing Company,Coriolis,American Double / Imperial IPA,8.20%,4.4,509,149
157,Fremont Brewing Company,Bourbon Barrel Aged Dark Star Oatmeal Stout,Oatmeal Stout,14.50%,4.4,359,136
158,Boston Beer Company (Samuel Adams),Samuel Adams Utopias,American Strong Ale,29.00%,4.4,2425,142
159,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Hefeweissbier,Hefeweizen,5.40%,4.4,8069,63
160,Sante Adairius Rustic Ales,Saison Bernice,Saison / Farmhouse Ale,6.50%,4.4,799,161
161,Hill Farmstead Brewery,Society & Solitude #6,American Double / Imperial IPA,8.10%,4.4,661,161
162,de Garde Brewing,Nectarine Premiere,Saison / Farmhouse Ale,7.10%,4.4,137,73
163,Three Floyds Brewing Company,Dreadnaught IPA,American Double / Imperial IPA,9.50%,4.4,5910,10
164,Perennial Artisan Ales,Abraxas,American Double / Imperial Stout,10.00%,4.4,2262,90
165,Trillium Brewing Company,Vicinity,American Double / Imperial IPA,8.00%,4.4,1165,40
166,Sante Adairius Rustic Ales,Westly,American Wild Ale,8.50%,4.39,215,97
167,Hair of the Dog Brewing Company / Brewery and Tasting Room,Matt,American Strong Ale,11.50%,4.39,820,82
168,J. Wakefield Brewing,Dragon Fruit Passion Fruit Berliner,Berliner Weissbier,3.50%,4.39,264,118
169,Sante Adairius Rustic Ales,West Ashley,American Wild Ale,7.30%,4.39,895,172
170,AleSmith Brewing Company,AleSmith Speedway Stout - Vietnamese Coffee,American Double / Imperial Stout,12.00%,4.39,1532,33
171,Toppling Goliath Brewing Company,XHOPS (Gold Label),American Pale Ale (APA),5.30%,4.39,378,162
172,Lagunitas Brewing Company,Born Yesterday Pale Ale,American Pale Ale (APA),6.50%,4.39,1807,103
173,Pipeworks Brewing Company,Spotted Puffer,American Double / Imperial IPA,9.50%,4.39,283,125
174,Alpine Beer Company,Great,American Barleywine,14.00%,4.39,644,42
175,Noble Ale Works,Citra Showers,American Double / Imperial IPA,8.80%,4.39,453,154
176,Willoughby Brewing,Nut Smasher,American Double / Imperial Stout,11.00%,4.39,277,141
177,The Lone Pint Brewery,Yellow Rose,American IPA,6.80%,4.39,1522,60
178,Trillium Brewing Company,Double Dry Hopped Scaled,American IPA,7.00%,4.39,519,160
179,SingleCut Beersmiths,Softly Spoken Magic Spells,American Double / Imperial IPA,8.60%,4.39,437,16
180,Brasserie Dieu du Ciel!,P‚ch‚ Mortel,American Double / Imperial Stout,9.50%,4.39,4961,11
181,Surly Brewing Company,Darkness - High West Rye Whiskey Barrel Aged (2015),Russian Imperial Stout,12.00%,4.39,318,123
182,Stone Brewing,Stone Enjoy By IPA,American Double / Imperial IPA,9.40%,4.39,10458,6
183,Avery Brewing Company,Tweak,American Double / Imperial Stout,17.81%,4.39,2019,87
184,Bottle Logic Brewing,Leche Borracho,American Double / Imperial Stout,11.00%,4.38,203,118
185,Jester King Brewery,Montmorency Vs Balaton,American Wild Ale,6.70%,4.38,637,138
186,Heist Brewery,Citraquench'l,American IPA,6.70%,4.38,70,73
187,Brouwerij Drie Fonteinen,Drie Fonteinen Hommage,Lambic - Fruit,6.00%,4.38,816,50
188,Hill Farmstead Brewery,Edward,American Pale Ale (APA),5.20%,4.38,2522,109
189,Side Project Brewing,Saison Du Fermier,Saison / Farmhouse Ale,7.00%,4.38,603,125
190,4 Hands Brewing Company,Madagascar,Milk / Sweet Stout,9.30%,4.38,601,154
191,Trillium Brewing Company,Scaled Up,American Double / Imperial IPA,8.00%,4.38,496,160
192,Stone Brewing,Stone Enjoy By Unfiltered IPA,American Double / Imperial IPA,9.40%,4.38,1062,71
193,Cascade Brewing / Raccoon Lodge & Brewpub,Cascade Sang Noir,American Wild Ale,9.50%,4.38,1566,70
194,Brasserie Dieu du Ciel!,P‚ch‚ Mortel En F–t De Bourbon Am‚ricain,American Double / Imperial Stout,9.50%,4.38,423,179
195,Ballast Point Brewing Company,Sculpin IPA,American IPA,7.00%,4.38,13426,62
196,Bottle Logic Brewing,Ground State - 2nd Anniversary Beer,American Double / Imperial Stout,12.50%,4.38,335,146
197,Kane Brewing Company,Mexican Brunch,American Porter,9.20%,4.38,159,56
198,Alpine Beer Company,Exponential Hoppiness,American Double / Imperial IPA,11.00%,4.37,1288,119
199,Grimm Artisanal Ales,Tesseract,American Double / Imperial IPA,8.00%,4.37,407,155
200,Alpine Beer Company,Nelson,American IPA,7.00%,4.37,4008,173
201,Other Half Brewing Company,All Green Everything,American Double / Imperial IPA,10.50%,4.37,912,21
202,Logsdon Farmhouse Ales,Peche 'n Brett,Saison / Farmhouse Ale,10.00%,4.37,1220,43
203,Brasserie Cantillon,Cantillon Gueuze 100% Lambic,Gueuze,5.00%,4.37,3052,152
204,Buxton Brewery,Buxton / Omnipollo Yellow Belly,American Double / Imperial Stout,11.00%,4.37,198,123
205,Societe Brewing Company,The Pupil,American IPA,7.80%,4.37,860,180
206,Brasserie Cantillon,Cantillon Lou Pepe - Gueuze,Gueuze,5.00%,4.37,1072,69
207,Trillium Brewing Company,Dialed In (w/ Sauvignon Blanc Juice),American Double / Imperial IPA,8.50%,4.37,383,138
208,AleSmith Brewing Company,AleSmith Speedway Stout,American Double / Imperial Stout,12.00%,4.37,6532,9
209,Kuhnhenn Brewing Company,Kuhnhenn Raspberry Eisbock,Eisbock,15.50%,4.37,1220,130
210,Jackie O's Pub & Brewery,Bourbon Barrel Oro Negro,American Double / Imperial Stout,12.00%,4.37,103,92
211,Pipeworks Brewing Company,Sure Bet,American Double / Imperial IPA,9.50%,4.37,499,150
212,Lift Bridge Brewery,Barrel-Aged Silhouette,Russian Imperial Stout,10.00%,4.37,325,116
213,Trillium Brewing Company,Double Dry Hopped Melcher Street,American IPA,7.30%,4.36,670,163
214,Hill Farmstead Brewery,Aaron,English Barleywine,BreweryEnglish,4.36,316,97
215,Grimm Artisanal Ales,Lumen,American IPA,6.40%,4.36,240,120
216,The Bruery,Grey Monday,American Double / Imperial Stout,19.50%,4.36,1630,35
217,Hangar 24 Brewery,Pugachev Royale,Russian Imperial Stout,14.80%,4.36,160,73
218,Avery Brewing Company,Callipygian,American Double / Imperial Stout,17.10%,4.36,281,147
219,Westbrook Brewing Company,Mexican Cake,American Double / Imperial Stout,10.50%,4.36,2578,102
220,Three Floyds Brewing Company,French Vanilla Militia,Russian Imperial Stout,Imperial,4.36,88,68
221,The Lost Abbey,Box Set Track #10 - Bat Out Of Hell,American Double / Imperial Stout,13.50%,4.36,927,30
222,Hill Farmstead Brewery,Damon (Bourbon Barrel Aged),Russian Imperial Stout,10.50%,4.36,641,179
223,Jackie O's Pub & Brewery,Bourbon Barrel Black Maple,American Porter,11.00%,4.36,841,178
224,Clown Shoes,Breakfast Exorcism,American Double / Imperial Stout,11.00%,4.36,312,138
225,Boneyard Beer Company,Hop Venom Double IPA,American Double / Imperial IPA,8.90%,4.36,887,24
226,Lagunitas Brewing Company,ScareCity #3: High West-ified Imperial Coffee Stout,American Double / Imperial Stout,12.10%,4.36,1308,55
227,New Glarus Brewing Company,Wisconsin Belgian Red,Fruit / Vegetable Beer,4.00%,4.35,3463,189
228,Avery Brewing Company,Uncle Jacob's Stout,American Double / Imperial Stout,17.10%,4.35,2495,114
229,Fremont Brewing Company,Bourbon Abominable Winter Ale,American Strong Ale,14.00%,4.35,1000,44
230,Peg's Cantina & Brew Pub,Hazelnut,American Double / Imperial Stout,Imperial,4.35,107,47
231,Peg's Cantina & Brew Pub,Rare Scooop,American Double / Imperial Stout,Imperial,4.35,71,47
232,New Glarus Brewing Company,Serendipity,Fruit / Vegetable Beer,4.00%,4.35,2739,91
233,Grimm Artisanal Ales,Lambo Door,American Double / Imperial IPA,8.00%,4.35,404,175
234,Deschutes Brewery,The Abyss (Rye Whiskey Barrel-Aged),American Double / Imperial Stout,13.20%,4.35,306,149
235,La Cumbre Brewing Company,Project Dank,American IPA,7.50%,4.35,777,185
236,Live Oak Brewing Company,Live Oak HefeWeizen,Hefeweizen,5.20%,4.35,1520,126
237,New England Brewing Company,Locust Reign,American Double / Imperial IPA,8.50%,4.35,274,106
238,Ballast Point Brewing Company,Victory At Sea Coffee Vanilla Imperial Porter,American Porter,10.00%,4.35,6604,5
239,Hill Farmstead Brewery,Birth Of Tragedy,American Porter,9.00%,4.34,1112,48
240,The Bruery,Mocha Wednesday,American Double / Imperial Stout,19.20%,4.34,1206,20
241,Hill Farmstead Brewery,What Is Enlightenment?,American Pale Ale (APA),5.40%,4.34,867,18
242,Minneapolis Town Hall Brewery,Masala Mama India Pale Ale,American IPA,6.00%,4.34,1351,158
243,Firestone Walker Brewing Company,Bretta Ros‚,Berliner Weissbier,5.30%,4.34,703,165
244,Olde Hickory Brewery,The Event Horizon,American Double / Imperial Stout,8.50%,4.34,1704,94
245,Prairie Artisan Ales,Birthday Bomb!,American Double / Imperial Stout,13.00%,4.34,655,25
246,Stone Brewing,Stone Imperial Russian Stout,Russian Imperial Stout,10.60%,4.34,8269,64
247,Hill Farmstead Brewery,Genealogy Of Morals (Bourbon Barrel Aged),American Double / Imperial Stout,10.70%,4.34,478,129
248,Founders Brewing Company,Founders Imperial Stout,Russian Imperial Stout,10.50%,4.34,7660,13
249,Fiddlehead Brewing Company,Mastermind,American Double / Imperial IPA,8.10%,4.34,1232,36
250,Pipeworks Brewing Company,Pipeworks / 4 Hands Emerald Grouper,American Double / Imperial IPA,9.50%,4.34,728,161
