"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
127,"Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1141,45,"1999 Citracado Parkway","","Escondido","CA","92029"
194,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10556,6,"1999 Citracado Parkway","","Escondido","CA","92029"
236,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1303,86,"1999 Citracado Parkway","","Escondido","CA","92029"
99,"Surly Brewing Company","Abrasive Ale","American Double / Imperial IPA","9.00%",4.45,4494,191,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
106,"Surly Brewing Company","Todd The Axe Man","American IPA","7.20%",4.45,2170,118,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
148,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3740,183,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
9,"The Alchemist","Heady Topper","American Double / Imperial IPA","8.00%",4.65,13034,61,"35 Crossroad","","Waterbury","VT","5676"
32,"The Alchemist","Focal Banger","American IPA","7.00%",4.55,2815,112,"35 Crossroad","","Waterbury","VT","5676"
88,"The Alchemist","Crusher","American Double / Imperial IPA","9.60%",4.46,1490,53,"35 Crossroad","","Waterbury","VT","5676"
90,"The Bruery","Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3810,162,"715 Dunn Way","","Placentia","CA","92870"
225,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1682,34,"715 Dunn Way","","Placentia","CA","92870"
245,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1266,20,"715 Dunn Way","","Placentia","CA","92870"
151,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2612,111,"715 Dunn Way","","Placentia","CA","92870"
200,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1607,74,"507 Commerce St","","Magnolia","TX","77355"
226,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,995,32,"155 Mata Way #104","","San Marcos","CA","92069"
48,"The Lost Abbey","Duck Duck Gooze","Gueuze","7.00%",4.51,1733,94,"155 Mata Way #104","","San Marcos","CA","92069"
79,"The Lost Abbey","Cable Car","American Wild Ale","7.00%",4.47,969,77,"155 Mata Way #104","","San Marcos","CA","92069"
117,"Three Floyds Brewing Company","Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2794,108,"9750 Indiana Pkwy","","Munster","IN","46321"
191,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.39,5945,10,"9750 Indiana Pkwy","","Munster","IN","46321"
181,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,116,78,"9750 Indiana Pkwy","","Munster","IN","46321"
67,"Three Floyds Brewing Company","Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,808,60,"9750 Indiana Pkwy","","Munster","IN","46321"
10,"Three Floyds Brewing Company","Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1457,99,"9750 Indiana Pkwy","","Munster","IN","46321"
42,"Three Floyds Brewing Company","Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9880,8,"9750 Indiana Pkwy","","Munster","IN","46321"
187,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.39,432,170,"310 College Dr","","Decorah","IO","52101"
7,"Toppling Goliath Brewing Company","Mornin' Delight","American Double / Imperial Stout","12.00%",4.65,1062,55,"310 College Dr","","Decorah","IO","52101"
43,"Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.52,341,156,"310 College Dr","","Decorah","IO","52101"
49,"Toppling Goliath Brewing Company","Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.5,1088,14,"310 College Dr","","Decorah","IO","52101"
2,"Toppling Goliath Brewing Company","Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.72,550,194,"310 College Dr","","Decorah","IO","52101"
64,"Toppling Goliath Brewing Company","PseudoSue","American Pale Ale (APA)","5.80%",4.49,4065,153,"310 College Dr","","Decorah","IO","52101"
22,"Toppling Goliath Brewing Company","King Sue","American Double / Imperial IPA","8.00%",4.57,1690,73,"310 College Dr","","Decorah","IO","52101"
102,"Toppling Goliath Brewing Company","Sosus","American Double / Imperial IPA","8.00%",4.45,1283,37,"310 College Dr","","Decorah","IO","52101"
1,"Tree House Brewing Company","Good Morning","American Double / Imperial Stout","8.40%",4.72,1009,69,"160 E Hill Rd","","Monson","MA","1057"
15,"Tree House Brewing Company","Juice Machine","American Double / Imperial IPA","8.20%",4.61,518,14,"160 E Hill Rd","","Monson","MA","1057"
149,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,104,"160 E Hill Rd","","Monson","MA","1057"
4,"Tree House Brewing Company","King Julius","American Double / Imperial IPA","8.30%",4.67,730,26,"160 E Hill Rd","","Monson","MA","1057"
5,"Tree House Brewing Company","Very Hazy","American Double / Imperial IPA","8.60%",4.66,528,181,"160 E Hill Rd","","Monson","MA","1057"
45,"Tree House Brewing Company","Haze","American Double / Imperial IPA","8.20%",4.52,1811,85,"160 E Hill Rd","","Monson","MA","1057"
20,"Tree House Brewing Company","Very Green","American Double / Imperial IPA","8.60%",4.59,566,184,"160 E Hill Rd","","Monson","MA","1057"
60,"Tree House Brewing Company","Doubleganger","American Double / Imperial IPA","8.20%",4.49,153,107,"160 E Hill Rd","","Monson","MA","1057"
35,"Tree House Brewing Company","Doppelganger","American Double / Imperial IPA","8.20%",4.54,912,27,"160 E Hill Rd","","Monson","MA","1057"
23,"Tree House Brewing Company","JJJuliusss","American IPA","6.80%",4.57,337,146,"160 E Hill Rd","","Monson","MA","1057"
11,"Tree House Brewing Company","King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,369,166,"160 E Hill Rd","","Monson","MA","1057"
52,"Tree House Brewing Company","In Perpetuity","American IPA","6.70%",4.5,457,179,"160 E Hill Rd","","Monson","MA","1057"
13,"Tree House Brewing Company","Julius","American IPA","6.80%",4.62,3302,141,"160 E Hill Rd","","Monson","MA","1057"
58,"Tree House Brewing Company","Double Shot","American Stout","7.60%",4.49,809,169,"160 E Hill Rd","","Monson","MA","1057"
36,"Tree House Brewing Company","Alter Ego","American IPA","6.80%",4.54,1670,82,"160 E Hill Rd","","Monson","MA","1057"
215,"Tree House Brewing Company","Double Shot- Batch 500","American Stout","8.60%",4.37,81,67,"160 E Hill Rd","","Monson","MA","1057"
30,"Tree House Brewing Company","Green","American IPA","7.60%",4.55,2120,105,"160 E Hill Rd","","Monson","MA","1057"
164,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,124,75,"160 E Hill Rd","","Monson","MA","1057"
73,"Trillium Brewing Company","Cutting Tiles (Mosaic)","American Double / Imperial IPA","8.50%",4.47,1058,39,"369 Congress St","","Boston","MA","2210"
178,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.39,718,179,"369 Congress St","","Boston","MA","2210"
33,"Trillium Brewing Company","Double Dry Hopped Congress Street","American IPA","7.20%",4.54,955,19,"369 Congress St","","Boston","MA","2210"
206,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,368,155,"369 Congress St","","Boston","MA","2210"
72,"Trillium Brewing Company","Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,331,139,"369 Congress St","","Boston","MA","2210"
198,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.38,1313,48,"369 Congress St","","Boston","MA","2210"
166,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.4,471,161,"369 Congress St","","Boston","MA","2210"
100,"Trillium Brewing Company","Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1787,56,"369 Congress St","","Boston","MA","2210"
123,"Trillium Brewing Company","Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,793,184,"369 Congress St","","Boston","MA","2210"
183,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,566,166,"369 Congress St","","Boston","MA","2210"
110,"Trillium Brewing Company","Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.45,963,18,"369 Congress St","","Boston","MA","2210"
184,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.39,779,187,"369 Congress St","","Boston","MA","2210"
50,"Trillium Brewing Company","Headroom","American Double / Imperial IPA","8.00%",4.5,424,159,"369 Congress St","","Boston","MA","2210"
109,"Trillium Brewing Company","Congress Street IPA","American IPA","7.20%",4.45,1860,74,"369 Congress St","","Boston","MA","2210"
196,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,618,180,"369 Congress St","","Boston","MA","2210"
69,"Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1179,24,"369 Congress St","","Boston","MA","2210"
55,"Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1442,44,"369 Congress St","","Boston","MA","2210"
122,"Trillium Brewing Company","Upper Case","American Double / Imperial IPA","9.00%",4.43,789,15,"369 Congress St","","Boston","MA","2210"
3,"Voodoo Brewing Company","ManBearPig","American Double / Imperial Stout","14.10%",4.67,194,151,"215 Arch St","","Meadville","PA","16335"
232,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2653,109,"510 Ridge Rd","","Mount Pleasant","NC","29464"
168,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.4,295,155,"4057 Erie Street","","Willoughby","OH","44094"
