"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
51,"Aslin Beer Company","Master Of Karate","American Double / Imperial IPA","8.40%",4.5,195,152,"1330 N Forest St","","Bellingham","WA","98225"
160,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,133,96,"1330 N Forest St","","Bellingham","WA","98225"
228,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.36,393,174,"4910 Nautilus Ct","","Boulder","CO","80301"
204,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.38,2182,98,"4910 Nautilus Ct","","Boulder","CO","80301"
220,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13639,62,"9045 Carroll Way","","San Diego","CA","92121"
250,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6756,5,"9045 Carroll Way","","San Diego","CA","92121"
174,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8168,63,"Alte Akademie 2","","Freising","Germany","85354"
118,"Bell's Brewery, Inc.","Hopslam Ale","American Double / Imperial IPA","10.00%",4.44,12777,101,"355 E. KALAMAZOO?AVE.","","Kalamazoo","MI","49007"
63,"Bell's Brewery, Inc.","Bell's Black Note Stout","American Double / Imperial Stout","11.40%",4.49,4179,160,"355 E. KALAMAZOO?AVE.","","Kalamazoo","MI","49007"
46,"Bissell Brothers Brewing Company","Swish","American Double / Imperial IPA","8.00%",4.52,1028,38,"4 THOMPSONS PT","STE 108-109","Portland","ME","4102"
240,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,908,22,"37 NW Lake Pl, Suite B","","Bend","OR","97701"
74,"Boneyard Beer Company","Notorious Triple IPA","American Double / Imperial IPA","12.00%",4.47,736,188,"37 NW Lake Pl, Suite B","","Bend","OR","97701"
172,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2487,147,"30 Germania St","","Jamaica Plain","MA","2130"
18,"Bottle Logic Brewing","Fundamental Observation","American Double / Imperial Stout","14.30%",4.6,724,33,"1072 N Armando St","","Anaheim","CA","92806"
177,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.4,373,157,"1072 N Armando St","","Anaheim","CA","92806"
180,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.39,269,140,"1072 N Armando St","","Anaheim","CA","92806"
89,"Brasserie Cantillon","Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1695,116,"Rue Gheude 56","","Brussels","Belgium","1070"
216,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1115,70,"Rue Gheude 56","","Brussels","Belgium","1070"
47,"Brasserie Cantillon","Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2816,143,"Rue Gheude 56","","Brussels","Belgium","1070"
140,"Brasserie Cantillon","Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1255,97,"Rue Gheude 56","","Brussels","Belgium","1070"
142,"Brasserie Cantillon","Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2018,138,"Rue Gheude 56","","Brussels","Belgium","1070"
61,"Brasserie Cantillon","Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,774,87,"Rue Gheude 56","","Brussels","Belgium","1070"
82,"Brasserie de Rochefort","Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9091,65,"Rue de l'Abbaye 8","","Rochefort","Belgium","5580"
190,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5029,11,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
213,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,452,187,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
107,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,1006,51,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
62,"Brouwerij Drie Fonteinen","Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,131,117,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
208,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.37,849,53,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
136,"Brouwerij Drie Fonteinen","Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,650,17,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
96,"Brouwerij Drie Fonteinen","Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,709,27,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
133,"Brouwerij Rodenbach N.V.","Alexander","Flanders Red Ale","5.00%",4.42,435,34,"Spanjestraat 133-141","","Roeselare","Belgium","8800"
157,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1378,68,"Spanjestraat 133-141","","Roeselare","Belgium","8800"
138,"Brouwerij St. Bernardus NV","St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9366,64,"Trappistenweg 23","","Watou","Belgium","8978"
17,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 12 (XII)","Quadrupel (Quad)","10.20%",4.61,6207,12,"Donkerstraat 12","","Westvleteren","Belgium","8640"
76,"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)","Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2114,175,"Donkerstraat 12","","Westvleteren","Belgium","8640"
248,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,377,165,"Staden Business Park","","Buxton","UK","SK17 9RZ"
186,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1630,72,"7424 SW Beaverton-Hillsdale Hwy","","Portland","OR","97225"
8,"Cigar City Brewing","Hunahpu's Imperial Stout - Double Barrel Aged","American Double / Imperial Stout","11.00%",4.65,1372,30,"3924 W Spruce St","","Tampa","FL","33607"
98,"Cigar City Brewing","Caffè Americano","American Double / Imperial Stout","11.00%",4.45,974,25,"3924 W Spruce St","","Tampa","FL","33607"
53,"Cigar City Brewing","Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4032,171,"3924 W Spruce St","","Tampa","FL","33607"
95,"Cigar City Brewing","Decoherence","American Double / Imperial Stout","12.90%",4.46,181,104,"3924 W Spruce St","","Tampa","FL","33607"
234,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,326,144,"23 Hayward St.","","Ipswich","MA","1938"
143,"Columbus Brewing Company","Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1438,59,"2555 Harrison Rd","","Columbus","OH","43204"
86,"Dark Horse Brewing Company","Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3074,132,"511 South Kalamazoo Street","","Marshall","MI","49068"
120,"de Garde Brewing","Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.44,201,93,"6000 Blimp Blvd","","Tillamook","OR","97141"
112,"de Garde Brewing","The Broken Truck","Gueuze","5.00%",4.44,154,88,"6000 Blimp Blvd","","Tillamook","OR","97141"
71,"Deschutes Brewery","The Abyss","American Double / Imperial Stout","12.20%",4.48,6921,13,"901 SW Simpson Ave","","Bend","OR","97702"
125,"Evil Twin Brewing","Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1549,32,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
84,"Evil Twin Brewing","Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,602,168,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
147,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1975,84,"24581 Lorain Rd.","","North Olmstead","OH","44070"
159,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.41,1704,57,"6305 Shelburne Rd","","Shelburne","VT","5482"
156,"FiftyFifty Brewing Company","Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.41,1866,98,"11197 Brockway Rd","","Truckee","CA","96161"
101,"Firestone Walker Brewing Company","§ucaba","English Barleywine","12.50%",4.45,4958,185,"1400 Ramada Drive","","Paso Robles","CA","93446"
77,"Firestone Walker Brewing Company","Parabajava","Russian Imperial Stout","14.00%",4.47,642,173,"1400 Ramada Drive","","Paso Robles","CA","93446"
121,"Firestone Walker Brewing Company","Stickee Monkee","Quadrupel (Quad)","11.60%",4.43,2328,89,"1400 Ramada Drive","","Paso Robles","CA","93446"
38,"Firestone Walker Brewing Company","Parabola","Russian Imperial Stout","14.00%",4.53,6280,4,"1400 Ramada Drive","","Paso Robles","CA","93446"
171,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,854,28,"1 Industrial Way?","","Portland","ME","4103"
28,"Founders Brewing Company","Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12071,100,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
14,"Founders Brewing Company","Founders CBS Imperial Stout","American Double / Imperial Stout","10.60%",4.62,4283,195,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
80,"Founders Brewing Company","Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16305,103,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
170,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,558,154,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
66,"Fremont Brewing Company","Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,747,192,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
235,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1047,52,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
70,"Fremont Brewing Company","The Rusty Nail","American Double / Imperial Stout","13.20%",4.48,181,126,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
113,"Fremont Brewing Company","Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.44,169,110,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
129,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.43,449,155,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
39,"Funky Buddha Brewery","Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.53,346,151,"1201 NE 38th St","","Oakland Park","FL","33334"
116,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.44,235,119,"1201 NE 38th St","","Oakland Park","FL","33334"
134,"Funky Buddha Brewery","Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1722,81,"1201 NE 38th St","","Oakland Park","FL","33334"
135,"Funky Buddha Brewery","Last Snow","American Porter","6.40%",4.42,1720,80,"1201 NE 38th St","","Oakland Park","FL","33334"
91,"Funky Buddha Brewery","Wide Awake It's Morning","American Porter","10.00%",4.46,660,21,"1201 NE 38th St","","Oakland Park","FL","33334"
24,"Funky Buddha Brewery","Morning Wood","American Porter","12.00%",4.56,693,16,"1201 NE 38th St","","Oakland Park","FL","33334"
83,"Goose Island Beer Company","Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,5036,150,"1800 W Fulton St","","Chicago","IL","60612"
54,"Goose Island Beer Company","Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,12041,66,"1800 W Fulton St","","Chicago","IL","60612"
21,"Goose Island Beer Company","Bourbon County Brand Coffee Stout","American Double / Imperial Stout","13.40%",4.57,6944,3,"1800 W Fulton St","","Chicago","IL","60612"
230,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,470,173,"PO Box 150472","","Brooklyn","NY","11215"
246,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,240,144,"PO Box 150472","","Brooklyn","NY","11215"
233,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,493,193,"PO Box 150472","","Brooklyn","NY","11215"
144,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,432,172,"PO Box 150472","","Brooklyn","NY","11215"
231,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,257,128,"PO Box 150472","","Brooklyn","NY","11215"
126,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Adam From The Wood","Old Ale","12.00%",4.43,945,46,"61 SE Yamhill St","","Portland","OR","97214"
179,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,831,83,"61 SE Yamhill St","","Portland","OR","97214"
145,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.41,193,91,"1710 Sessums Drive","","Redlands","CA","92374"
238,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.35,360,133,"2410 Ownby Ln","","Richmond","VA","23220"
242,"Haymarket Pub & Brewery","Clare's Thirsty Ale","American Double / Imperial Stout","12.50%",4.35,182,91,"737 W. Randolph","","Chicago","IL","60661"
105,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.45,120,117,"2901 N Davidson St","","Charlotte","NC","28205"
249,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1160,50,"403 Hill Rd","","Greensboro Bend","VT","5842"
103,"Hill Farmstead Brewery","Everett Porter","American Porter","7.50%",4.45,2573,123,"403 Hill Rd","","Greensboro Bend","VT","5842"
41,"Hill Farmstead Brewery","Society & Solitude #4","American Double / Imperial IPA","8.00%",4.53,1091,36,"403 Hill Rd","","Greensboro Bend","VT","5842"
97,"Hill Farmstead Brewery","Susan","American IPA","6.20%",4.45,1774,57,"403 Hill Rd","","Greensboro Bend","VT","5842"
26,"Hill Farmstead Brewery","Ann","Saison / Farmhouse Ale","6.50%",4.56,343,174,"403 Hill Rd","","Greensboro Bend","VT","5842"
44,"Hill Farmstead Brewery","Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1307,69,"403 Hill Rd","","Greensboro Bend","VT","5842"
78,"Hill Farmstead Brewery","Ephraim","American Double / Imperial IPA","10.00%",4.47,1010,79,"403 Hill Rd","","Greensboro Bend","VT","5842"
188,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.39,340,110,"403 Hill Rd","","Greensboro Bend","VT","5842"
214,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,515,142,"403 Hill Rd","","Greensboro Bend","VT","5842"
128,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.43,485,178,"403 Hill Rd","","Greensboro Bend","VT","5842"
182,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,671,166,"403 Hill Rd","","Greensboro Bend","VT","5842"
197,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,675,193,"403 Hill Rd","","Greensboro Bend","VT","5842"
93,"Hill Farmstead Brewery","Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1378,43,"403 Hill Rd","","Greensboro Bend","VT","5842"
199,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2577,115,"403 Hill Rd","","Greensboro Bend","VT","5842"
57,"Hill Farmstead Brewery","Double Citra","American Double / Imperial IPA","8.00%",4.49,1698,69,"403 Hill Rd","","Greensboro Bend","VT","5842"
27,"Hill Farmstead Brewery","Abner","American Double / Imperial IPA","8.20%",4.56,2529,121,"403 Hill Rd","","Greensboro Bend","VT","5842"
195,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.39,215,128,"300 County Rd 26","","Marengo","CO","43334"
150,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,291,133,"120 NW 24th St","","Miami","FL","33127"
119,"J. Wakefield Brewing","Miami Madness","Berliner Weissbier","5.50%",4.44,292,135,"120 NW 24th St","","Miami","FL","33127"
152,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.50%",4.41,651,17,"24 W Union St","","Athens","OH","45701"
201,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.38,268,124,"24 W Union St","","Athens","OH","45701"
243,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,912,193,"24 W Union St","","Athens","OH","45701"
111,"Jackie O's Pub & Brewery","Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.45,449,176,"24 W Union St","","Athens","OH","45701"
167,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,695,148,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
65,"Jester King Brewery","Atrial Rubicite","American Wild Ale","5.80%",4.48,1684,41,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
40,"Kane Brewing Company","Sunday Brunch","American Porter","9.20%",4.53,501,152,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
169,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.4,216,90,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
34,"Kern River Brewing Company","Citra","American Double / Imperial IPA","8.00%",4.54,1723,125,"13415 Sierra Way","","Kernville","CA","93238"
219,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,350,196,"13415 Sierra Way","","Kernville","CA","93238"
68,"Kuhnhenn Brewing Company","Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1890,129,"5919 Chicago Rd","","Warren","MI","48092"
223,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1242,136,"5919 Chicago Rd","","Warren","MI","48092"
161,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2234,130,"1280 N McDowell Blvd","","Petaluma","CA","94954"
244,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.35,1637,92,"1280 N McDowell Blvd","","Petaluma","CA","94954"
29,"Lawson's Finest Liquids","Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4364,145,"Not Open to Public","","Warren","VT","5674"
37,"Lawson's Finest Liquids","Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2108,113,"Not Open to Public","","Warren","VT","5674"
31,"Lawson's Finest Liquids","Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.55,593,151,"Not Open to Public","","Warren","VT","5674"
207,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.38,351,131,"1900 Tower Dr W","","Stillwater","MN","55082"
247,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1588,134,"1615 Crozier Ln","","Del Valle","TX","78617"
210,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1255,47,"4785 Booth Hill Rd","","Hood River","OR","97031"
12,"Maine Beer Company","Dinner","American Double / Imperial IPA","8.20%",4.63,1893,76,"525 US Route 1","","Freeport","ME","4032"
85,"Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","American Double / Imperial Stout","13.00%",4.46,326,139,"Humletorvet 27, 3 sal","","Copenhagen","Denmark",""
139,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.42,574,166,"175 Amity Rd","","Woodbridge","CT","6525"
239,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,296,122,"175 Amity Rd","","Woodbridge","CT","6525"
81,"New England Brewing Company","Fuzzy Baby Ducks IPA","American IPA","6.20%",4.47,739,184,"175 Amity Rd","","Woodbridge","CT","6525"
237,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3521,197,"2400 Hwy 69","","New Glarus","WA","53574"
241,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2807,95,"2400 Hwy 69","","New Glarus","WA","53574"
202,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,481,164,"1621 S Sinclair St","","Anaheim","CA","92806"
104,"Oskar Blues Grill & Brew","Ten FIDY Bourbon Barrel Aged","Russian Imperial Stout","12.90%",4.45,1013,54,"303 Main St","","Lyons","CO","80540"
221,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,362,131,"195 Centre St","","Brooklyn","NY","11231"
217,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,966,23,"195 Centre St","","Brooklyn","NY","11231"
87,"Ozark Beer Company","BDCS","American Double / Imperial Stout","10.20%",4.46,310,148,"1700 S 1st St","","Rogers","AR","72756"
189,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,542,184,"229 Jared Dr","","Broussard","LA","70518"
212,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,262,120,"Closed","","","",""
131,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.43,106,78,"Closed","","","",""
176,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,300,142,"Closed","","","",""
153,"Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.41,736,17,"Closed","","","",""
218,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.37,247,122,"Closed","","","",""
115,"Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.44,198,104,"Closed","","","",""
158,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1927,137,"33180 Cape Kiwanda Dr.","","Pacific City","OR","97135"
155,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2406,106,"8125 Michigan Ave","","Saint Louis","MI","63111"
16,"Perennial Artisan Ales","Barrel-Aged Abraxas","American Double / Imperial Stout","11.00%",4.61,1266,22,"8125 Michigan Ave","","Saint Louis","MI","63111"
137,"Perrin Brewery","No Rules","American Porter","15.00%",4.42,1016,71,"5910 Comstock Park Dr NW","","Comstock Park","MI","49321"
193,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,300,133,"3912 W McLean Ave","","Chicago","IL","60647"
203,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,513,157,"3912 W McLean Ave","","Chicago","IL","60647"
124,"Prairie Artisan Ales","Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.43,1018,49,"1803 S 49th West Ave","","Tulsa","OK","74107"
94,"Prairie Artisan Ales","Pirate Bomb!","American Double / Imperial Stout","14.00%",4.46,1931,69,"1803 S 49th West Ave","","Tulsa","OK","74107"
75,"Prairie Artisan Ales","BOMB!","American Double / Imperial Stout","13.00%",4.47,5706,182,"1803 S 49th West Ave","","Tulsa","OK","74107"
132,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.43,1435,58,"1803 S 49th West Ave","","Tulsa","OK","74107"
146,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3633,1,"725 4th St","","Santa Rosa","CA","95404"
6,"Russian River Brewing Company","Pliny The Younger","American Double / Imperial IPA","10.25%",4.66,2991,189,"725 4th St","","Santa Rosa","CA","95404"
19,"Russian River Brewing Company","Pliny The Elder","American Double / Imperial IPA","8.00%",4.6,14190,102,"725 4th St","","Santa Rosa","CA","95404"
56,"Russian River Brewing Company","Supplication","American Wild Ale","7.00%",4.49,6232,7,"725 4th St","","Santa Rosa","CA","95404"
92,"Russian River Brewing Company","Beatification","American Wild Ale","5.50%",4.46,2594,149,"725 4th St","","Santa Rosa","CA","95404"
163,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5206,2,"725 4th St","","Santa Rosa","CA","95404"
141,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.42,840,174,"103 Kennedy Dr","","Capitola","CA","95010"
175,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,943,186,"103 Kennedy Dr","","Capitola","CA","95010"
165,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,104,"103 Kennedy Dr","","Capitola","CA","95010"
59,"Side Project Brewing","Fuzzy","American Wild Ale","8.00%",4.49,708,169,"7373 Marietta Ave","","Maplewood","MI","63143"
222,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.37,42,31,"7373 Marietta Ave","","Maplewood","MI","63143"
192,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,626,133,"7373 Marietta Ave","","Maplewood","MI","63143"
162,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,607,35,"19-33 37th St","","Queens","NY","11105"
227,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,877,190,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
