"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Fremont Brewing Company",116,"Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.43,163,99,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",233,"Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1025,46,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",157,"Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,534,145,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",68,"Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,720,181,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",128,"Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.42,412,146,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Funky Buddha Brewery",30,"Morning Wood","American Porter","12.00%",4.55,594,175,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",53,"Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.5,275,117,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",248,"Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.34,143,37,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",91,"Wide Awake It's Morning","American Porter","10.00%",4.46,630,20,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",131,"Last Snow","American Porter","6.40%",4.42,1675,71,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",129,"Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1695,76,"1201 NE 38th St","","Oakland Park","FL","33334"
"Goose Island Beer Company",52,"Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,11949,62,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",79,"Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,4972,141,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",23,"Bourbon County Brand Coffee Stout","American Double / Imperial Stout","13.40%",4.56,6898,3,"1800 W Fulton St","","Chicago","IL","60612"
"Grimm Artisanal Ales",223,"Tesseract","American Double / Imperial IPA","8.00%",4.36,465,162,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",230,"Lambo Door","American Double / Imperial IPA","8.00%",4.36,486,182,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",140,"Afterimage","American Double / Imperial IPA","8.00%",4.41,426,162,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",225,"Lumen","American IPA","6.40%",4.36,251,117,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",227,"Magnetic Compass","American IPA","6.40%",4.36,199,129,"PO Box 150472","","Brooklyn","NY","11215"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",173,"Matt","American Strong Ale","11.50%",4.39,827,78,"61 SE Yamhill St","","Portland","OR","97214"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",112,"Adam From The Wood","Old Ale","12.00%",4.44,940,44,"61 SE Yamhill St","","Portland","OR","97214"
"Hangar 24 Brewery",210,"Pugachev Royale","Russian Imperial Stout","14.80%",4.37,176,73,"1710 Sessums Drive","","Redlands","CA","92374"
"Heist Brewery",130,"Citraquench'l","American IPA","6.70%",4.42,93,84,"2901 N Davidson St","","Charlotte","NC","28205"
"Hill Farmstead Brewery",246,"What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,874,18,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",27,"Ann","Saison / Farmhouse Ale","6.50%",4.56,337,163,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",205,"Aaron","English Barleywine","BreweryEnglish",4.37,322,96,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",178,"Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,156,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",101,"Everett Porter","American Porter","7.50%",4.45,2566,112,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",40,"Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1295,63,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",139,"Juicy","Saison / Farmhouse Ale","7.40%",4.41,460,162,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",192,"Edward","American Pale Ale (APA)","5.20%",4.38,2560,107,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",55,"Double Citra","American Double / Imperial IPA","8.00%",4.49,1695,63,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",208,"Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,658,175,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",76,"Ephraim","American Double / Imperial IPA","10.00%",4.47,1008,74,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",39,"Society & Solitude #4","American Double / Imperial IPA","8.00%",4.52,1069,33,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",245,"Birth Of Tragedy","American Porter","9.00%",4.35,1137,47,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",98,"Susan","American IPA","6.20%",4.45,1756,52,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",93,"Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1358,40,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",237,"Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,507,134,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",25,"Abner","American Double / Imperial IPA","8.20%",4.56,2518,111,"403 Hill Rd","","Greensboro Bend","VT","5842"
"J. Wakefield Brewing",132,"Miami Madness","Berliner Weissbier","3.50%",4.42,281,120,"120 NW 24th St","","Miami","FL","33127"
"J. Wakefield Brewing",150,"Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,286,122,"120 NW 24th St","","Miami","FL","33127"
"Jackie O's Pub & Brewery",236,"Bourbon Barrel Black Maple","American Porter","11.00%",4.35,883,176,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",120,"Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.43,409,160,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",152,"Oro Negro","American Double / Imperial Stout","10.00%",4.41,623,16,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",221,"Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.36,234,109,"24 W Union St","","Athens","OH","45701"
"Jester King Brewery",164,"Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,681,140,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Jester King Brewery",64,"Atrial Rubicite","American Wild Ale","5.80%",4.48,1669,38,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Kane Brewing Company",175,"Mexican Brunch","American Porter","9.20%",4.39,181,80,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kane Brewing Company",46,"Sunday Brunch","American Porter","9.20%",4.5,465,136,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kern River Brewing Company",202,"Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,325,181,"13415 Sierra Way","","Kernville","CA","93238"
"Kern River Brewing Company",33,"Citra","American Double / Imperial IPA","8.00%",4.54,1696,114,"13415 Sierra Way","","Kernville","CA","93238"
"Kuhnhenn Brewing Company",213,"Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,126,"5919 Chicago Rd","","Warren","MI","48092"
"Kuhnhenn Brewing Company",67,"Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1884,118,"5919 Chicago Rd","","Warren","MI","48092"
"La Cumbre Brewing Company",249,"Project Dank","American IPA","7.50%",4.34,791,15,"3313 Girard Blvd NE","","Albuquerque","NM","87107"
"Lagunitas Brewing Company",247,"ScareCity #3: High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.10%",4.34,1418,68,"1280 N McDowell Blvd","","Petaluma","CA","94954"
"Lagunitas Brewing Company",159,"Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2191,119,"1280 N McDowell Blvd","","Petaluma","CA","94954"
"Lawson's Finest Liquids",28,"Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4296,135,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",34,"Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2105,103,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",36,"Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.53,571,140,"Not Open to Public","","Warren","VT","5674"
"Lift Bridge Brewery",211,"Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.37,342,117,"1900 Tower Dr W","","Stillwater","MN","55082"
"Live Oak Brewing Company",242,"Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1572,124,"1615 Crozier Ln","","Del Valle","TX","78617"
"Logsdon Farmhouse Ales",203,"Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,45,"4785 Booth Hill Rd","","Hood River","OR","97031"
"Maine Beer Company",11,"Dinner","American Double / Imperial IPA","8.20%",4.63,1864,70,"525 US Route 1","","Freeport","ME","4032"
"Minneapolis Town Hall Brewery",250,"Masala Mama India Pale Ale","American IPA","6.00%",4.34,1359,154,"1430 Washington Ave S","","Minneapolis","MN","55454"
"New England Brewing Company",149,"Coriolis","American Double / Imperial IPA","8.20%",4.41,543,151,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",92,"Fuzzy Baby Ducks IPA","American IPA","6.20%",4.46,730,170,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",241,"Locust Reign","American Double / Imperial IPA","8.50%",4.35,293,110,"175 Amity Rd","","Woodbridge","CT","6525"
"New Glarus Brewing Company",239,"Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2785,88,"2400 Hwy 69","","New Glarus","WA","53574"
"New Glarus Brewing Company",234,"Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3501,184,"2400 Hwy 69","","New Glarus","WA","53574"
"Noble Ale Works",196,"Citra Showers","American Double / Imperial IPA","8.80%",4.38,478,155,"1621 S Sinclair St","","Anaheim","CA","92806"
"Other Half Brewing Company",215,"Mosaic IPA","American IPA","7.20%",4.37,350,116,"195 Centre St","","Brooklyn","NY","11231"
"Other Half Brewing Company",212,"All Green Everything","American Double / Imperial IPA","10.50%",4.37,950,22,"195 Centre St","","Brooklyn","NY","11231"
"Ozark Beer Company",75,"BDCS","American Double / Imperial Stout","10.20%",4.47,304,142,"1700 S 1st St","","Rogers","AR","72756"
"Parish Brewing Company",186,"Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,531,171,"229 Jared Dr","","Broussard","LA","70518"
"Peg's Cantina & Brew Pub",153,"Rare Scooop","American Double / Imperial Stout","Imperial",4.41,100,66,"Closed","","","",""
"Peg's Cantina & Brew Pub",206,"Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,221,101,"Closed","","","",""
"Peg's Cantina & Brew Pub",165,"Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,266,128,"Closed","","","",""
"Peg's Cantina & Brew Pub",238,"Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.35,213,96,"Closed","","","",""
"Peg's Cantina & Brew Pub",137,"Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,730,17,"Closed","","","",""
"Peg's Cantina & Brew Pub",126,"Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.42,137,73,"Closed","","","",""
"Pelican Pub & Brewery",154,"Mother Of All Storms","English Barleywine","14.00%",4.41,1906,127,"33180 Cape Kiwanda Dr.","","Pacific City","OR","97135"
"Perennial Artisan Ales",18,"Barrel-Aged Abraxas","American Double / Imperial Stout","11.00%",4.6,1252,21,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perennial Artisan Ales",148,"Abraxas","American Double / Imperial Stout","10.00%",4.41,2350,90,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perrin Brewery",108,"No Rules","American Porter","15.00%",4.44,949,54,"5910 Comstock Park Dr NW","","Comstock Park","MI","49321"
"Pipeworks Brewing Company",198,"Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,149,"3912 W McLean Ave","","Chicago","IL","60647"
"Pipeworks Brewing Company",190,"Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,294,123,"3912 W McLean Ave","","Chicago","IL","60647"
"Prairie Artisan Ales",94,"Prairie Pirate Bomb!","American Double / Imperial Stout","14.00%",4.45,1882,56,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",115,"Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.44,963,41,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",142,"Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1395,50,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",73,"BOMB!","American Double / Imperial Stout","13.00%",4.47,5632,169,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Russian River Brewing Company",158,"Consecration","American Wild Ale","10.00%",4.4,5181,2,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",54,"Supplication","American Wild Ale","7.00%",4.49,6202,7,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",4,"Pliny The Younger","American Double / Imperial IPA","10.25%",4.66,2982,179,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",141,"Temptation","American Wild Ale","7.50%",4.41,3620,1,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",90,"Beatification","American Wild Ale","5.50%",4.46,2585,143,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",17,"Pliny The Elder","American Double / Imperial IPA","8.00%",4.6,14115,94,"725 4th St","","Santa Rosa","CA","95404"
"Sante Adairius Rustic Ales",155,"Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,827,162,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",171,"West Ashley","American Wild Ale","7.30%",4.4,935,174,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",162,"Westly","American Wild Ale","8.50%",4.4,229,96,"103 Kennedy Dr","","Capitola","CA","95010"
"Side Project Brewing",189,"Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,123,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",218,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,40,29,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",51,"Fuzzy","American Wild Ale","8.00%",4.5,689,157,"7373 Marietta Ave","","Maplewood","MI","63143"
