"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Stone Brewing",235,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.35,1285,89,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",124,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1139,49,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",86,"Todd The Axe Man","American IPA","7.20%",4.46,2142,123,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",144,"Darkness","Russian Imperial Stout","10.30%",4.41,3717,183,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",98,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.45,4472,190,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",247,"Luscious","Russian Imperial Stout","9.20%",4.34,459,171,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",30,"Focal Banger","American IPA","7.00%",4.55,2732,113,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",9,"Heady Topper","American Double / Imperial IPA","8.00%",4.66,12963,65,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",91,"Crusher","American Double / Imperial IPA","9.60%",4.46,1433,51,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",231,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.36,1257,21,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",220,"Grey Monday","American Double / Imperial Stout","19.50%",4.37,1676,38,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",88,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3790,162,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",147,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2603,116,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",199,"Yellow Rose","American IPA","6.80%",4.38,1587,75,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",49,"Duck Duck Gooze","Gueuze","7.00%",4.5,1723,96,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",222,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,985,35,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",89,"Cable Car","American Wild Ale","7.00%",4.46,964,79,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",66,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,805,62,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",10,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.64,1448,104,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",173,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5939,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",181,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,112,80,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",40,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9835,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",113,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2786,111,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",175,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.39,391,168,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",62,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,4032,155,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",104,"Sosus","American Double / Imperial IPA","8.00%",4.45,1254,41,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",22,"King Sue","American Double / Imperial IPA","8.00%",4.57,1653,73,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",46,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.51,280,149,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",7,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1031,57,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,532,187,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",59,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1058,188,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",162,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,115,77,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1005,72,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",32,"Green","American IPA","7.60%",4.55,2075,101,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",149,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,110,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",34,"Doppelganger","American Double / Imperial IPA","8.20%",4.54,872,27,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",13,"Julius","American IPA","6.80%",4.62,3250,144,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",23,"JJJuliusss","American IPA","6.80%",4.57,334,149,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",11,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,362,167,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",38,"Alter Ego","American IPA","6.80%",4.54,1623,82,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",4,"King Julius","American Double / Imperial IPA","8.30%",4.67,718,28,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",58,"Double Shot","American Stout","7.60%",4.49,799,169,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",15,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,507,14,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",95,"Doubleganger","American Double / Imperial IPA","8.20%",4.46,106,88,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",51,"In Perpetuity","American IPA","6.70%",4.5,453,179,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",5,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,513,179,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",47,"Haze","American Double / Imperial IPA","8.20%",4.51,1767,85,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",20,"Very Green","American Double / Imperial IPA","8.60%",4.6,520,169,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",209,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.37,351,154,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",57,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1412,47,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",73,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,330,142,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",192,"Scaled Up","American Double / Imperial IPA","8.00%",4.39,608,180,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",195,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.38,751,179,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",33,"Double Dry Hopped Congress Street","American IPA","7.20%",4.55,925,20,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",176,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1286,50,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",109,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.45,936,20,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",45,"Headroom","American Double / Imperial IPA","8.00%",4.51,421,160,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",108,"Congress Street IPA","American IPA","7.20%",4.45,1837,76,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",126,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.43,774,176,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",69,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,1006,40,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",101,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1762,58,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",171,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.4,450,159,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",63,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1139,23,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",156,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.41,692,173,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",122,"Upper Case","American Double / Imperial IPA","9.00%",4.43,780,15,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",180,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,560,167,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",65,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,241,136,"215 Arch St","","Meadville","PA","16335"
"Voodoo Brewing Company",3,"ManBearPig","American Double / Imperial Stout","14.10%",4.67,183,154,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",225,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2638,114,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",166,"Nut Smasher","American Double / Imperial Stout","11.00%",4.4,293,156,"4057 Erie Street","","Willoughby","OH","44094"
