"","Brewery","Beer","Street","Street2","City","State","Zip","Latitude","Longitude"
"209","Logsdon Farmhouse Ales","Peche 'n Brett","4785 Booth Hill Rd","","Hood River","OR","97031","30.221009",-97.660539
"210","Maine Beer Company","Dinner","525 US Route 1","","Freeport","ME","4032","45.587153",-121.537576
"211","Maine Beer Company","Lunch","525 US Route 1","","Freeport","ME","4032","45.587153",-121.537576
"212","Midnight Sun Brewing Company","Sloth - Belgian-Style Imperial Stout","8111 Dimond Hook Dr","","Anchorage","AK","99507","61.1471249",-149.8445465
"213","Midnight Sun Brewing Company","Arctic Devil Barley Wine","8111 Dimond Hook Dr","","Anchorage","AK","99507","61.1471249",-149.8445465
"214","Mikkeller ApS","Beer Geek Brunch Weasel","Humletorvet 27, 3 sal","","Copenhagen","Denmark","0","40.682535",-76.19847
"215","Mikkeller ApS","Beer Geek Vanilla Shake (Bourbon Edition)","Humletorvet 27, 3 sal","","Copenhagen","Denmark","0","40.682535",-76.19847
"216","Minneapolis Town Hall Brewery","Masala Mama India Pale Ale","1430 Washington Ave S","","Minneapolis","MN","55454","44.9733314",-93.247714
"217","Minneapolis Town Hall Brewery","Three Hour Tour","1430 Washington Ave S","","Minneapolis","MN","55454","44.9733314",-93.247714
"218","Modern Times Beer","Monsters Park - Bourbon Barrel Aged With Coconut And Cacao Nibs","3725 Greenwood St","","San Diego","CA","92110","44.9733314",-93.247714
"219","New England Brewing Company","Coriolis","175 Amity Rd","","Woodbridge","CT","6525","32.754233",-117.206153
"220","New England Brewing Company","Fuzzy Baby Ducks IPA","175 Amity Rd","","Woodbridge","CT","6525","32.754233",-117.206153
"221","New England Brewing Company","Locust Reign","175 Amity Rd","","Woodbridge","CT","6525","32.754233",-117.206153
"222","New Glarus Brewing Company","Raspberry Tart","2400 Hwy 69","","New Glarus","WA","53574","41.33934991",-72.98083608
"223","New Glarus Brewing Company","Wisconsin Belgian Red","2400 Hwy 69","","New Glarus","WA","53574","41.33934991",-72.98083608
"224","New Glarus Brewing Company","R&D Vintage 2014","2400 Hwy 69","","New Glarus","WA","53574","41.33934991",-72.98083608
"225","New Glarus Brewing Company","Serendipity","2400 Hwy 69","","New Glarus","WA","53574","41.33934991",-72.98083608
"226","Noble Ale Works","Citra Showers","1621 S Sinclair St","","Anaheim","CA","92806","33.80929616",-117.8803057
"227","North Coast Brewing Company","Old Stock Cellar Reserve (Aged In Bourbon Barrels)","455 N Main St","","Fort Bragg","CA","95437","39.4480214",-123.8059045
"228","Odd Side Ales","Hipster Brunch Stout","41 Washington Ave #160","","Grand Haven","MI","49417","43.0649497",-86.2348668
"229","Olde Hickory Brewery","The Event Horizon","2 Third Street SW","","Hickory","NC","28602","35.7312007",-81.3444506
"230","Olde Hickory Brewery","Omega Point","2 Third Street SW","","Hickory","NC","28602","35.7312007",-81.3444506
"231","Oskar Blues Grill & Brew","Ten Fidy-Bourbon Barrel Aged 2015","303 Main St","","Lyons","CO","80540","40.22451332",-105.2676934
"232","Oskar Blues Grill & Brew","Ten FIDY","303 Main St","","Lyons","CO","80540","40.22451332",-105.2676934
"233","Oskar Blues Grill & Brew","Ten FIDY Bourbon Barrel Aged","303 Main St","","Lyons","CO","80540","40.22451332",-105.2676934
"234","Other Half Brewing Company","3rd Anniversary Imperial IPA","195 Centre St","","Brooklyn","NY","11231","40.673855",-73.99908
"235","Other Half Brewing Company","Double Dry Hopped Double Mosaic Dream","195 Centre St","","Brooklyn","NY","11231","40.673855",-73.99908
"236","Other Half Brewing Company","All Green Everything","195 Centre St","","Brooklyn","NY","11231","40.673855",-73.99908
"237","Other Half Brewing Company","Mosaic IPA","195 Centre St","","Brooklyn","NY","11231","40.673855",-73.99908
"387","Other Half Brewing Company","Double Dry Hopped Mylar Bags","195 Centre St","","Brooklyn","NY","11231","40.673855",-73.99908
"238","Ozark Beer Company","BDCS","1700 S 1st St","","Rogers","AR","72756","36.3168272",-94.1178372
"239","Parish Brewing Company","Ghost In The Machine","229 Jared Dr","","Broussard","LA","70518","30.159067",-91.951422
"240","Peg's Cantina & Brew Pub","Peg's G.O.O.D. RareR D.O.S.","Closed","","","","0","47.0525739",-122.2942229
"241","Peg's Cantina & Brew Pub","Pallet 1","Closed","","","","0","47.0525739",-122.2942229
"242","Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","Closed","","","","0","47.0525739",-122.2942229
"243","Peg's Cantina & Brew Pub","Trademark Dispute: &+","Closed","","","","0","47.0525739",-122.2942229
"244","Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","Closed","","","","0","47.0525739",-122.2942229
"245","Peg's Cantina & Brew Pub","&+","Closed","","","","0","47.0525739",-122.2942229
"246","Peg's Cantina & Brew Pub","Crank IPA","Closed","","","","0","47.0525739",-122.2942229
"247","Peg's Cantina & Brew Pub","Hazelnut","Closed","","","","0","47.0525739",-122.2942229
"248","Peg's Cantina & Brew Pub","Trademark Dispute: Hazelnut","Closed","","","","0","47.0525739",-122.2942229
"249","Peg's Cantina & Brew Pub","Nooner Batch 10","Closed","","","","0","47.0525739",-122.2942229
"250","Peg's Cantina & Brew Pub","Rare Scooop","Closed","","","","0","47.0525739",-122.2942229
"390","Peg's Cantina & Brew Pub","Rare DOS","Closed","","","","0","47.0525739",-122.2942229
"251","Pelican Pub & Brewery","Mother Of All Storms","33180 Cape Kiwanda Dr.","","Pacific City","OR","97135","45.21550758",-123.9695719
"252","Perennial Artisan Ales","Abraxas","8125 Michigan Ave","","Saint Louis","MI","63111","38.5529585",-90.256699
"253","Perennial Artisan Ales","Coffee Abraxas","8125 Michigan Ave","","Saint Louis","MI","63111","38.5529585",-90.256699
"254","Perennial Artisan Ales","Barrel-Aged Abraxas","8125 Michigan Ave","","Saint Louis","MI","63111","38.5529585",-90.256699
"255","Perrin Brewery","No Rules","5910 Comstock Park Dr NW","","Comstock Park","MI","49321","43.0713315",-85.6836078
"256","Pipeworks Brewing Company","Sure Bet","3912 W McLean Ave","","Chicago","IL","60647","41.9181739",-87.72612963
"257","Pipeworks Brewing Company","Spotted Puffer","3912 W McLean Ave","","Chicago","IL","60647","41.9181739",-87.72612963
"258","Pipeworks Brewing Company","Crimson Snapper","3912 W McLean Ave","","Chicago","IL","60647","41.9181739",-87.72612963
"259","Pipeworks Brewing Company","Pipeworks / 4 Hands Square Grouper","3912 W McLean Ave","","Chicago","IL","60647","41.9181739",-87.72612963
"260","Pipeworks Brewing Company","Pipeworks / 4 Hands Emerald Grouper","3912 W McLean Ave","","Chicago","IL","60647","41.9181739",-87.72612963
"261","Port Brewing","Older Viscosity","155 Mata Way #104","","San Marcos","CA","92069","33.1416499",-117.1514779
"262","Prairie Artisan Ales","Prairie Pirate Bomb!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"263","Prairie Artisan Ales","BOMB!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"264","Prairie Artisan Ales","Pirate Bomb!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"265","Prairie Artisan Ales","Barrel Aged Bomb!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"266","Prairie Artisan Ales","Prairie Apple Brandy Noir","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"267","Prairie Artisan Ales","Birthday Bomb!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"268","Prairie Artisan Ales","Prairie Barrel Aged Bomb! (Fred's Blend)","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"385","Prairie Artisan Ales","Bomb!","1803 S 49th West Ave","","Tulsa","OK","74107","41.9181739",-87.72612963
"269","Privatbrauerei Franz Inselkammer KG / Brauerei Aying","Ayinger Celebrator Doppelbock","Münchener Str. 21","","Aying","Germany","85653","47.972043",11.7719123
"270","Russian River Brewing Company","Blind Pig IPA","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"271","Russian River Brewing Company","Compunction","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"272","Russian River Brewing Company","Beatification","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"273","Russian River Brewing Company","Pliny The Elder","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"274","Russian River Brewing Company","Supplication","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"275","Russian River Brewing Company","Temptation","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"276","Russian River Brewing Company","Consecration","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"277","Russian River Brewing Company","Pliny The Younger","725 4th St","","Santa Rosa","CA","95404","36.13683008",-96.04715201
"278","Sante Adairius Rustic Ales","West Ashley","103 Kennedy Dr","","Capitola","CA","95010","38.44148971",-122.7119479
"279","Sante Adairius Rustic Ales","Saison Bernice","103 Kennedy Dr","","Capitola","CA","95010","38.44148971",-122.7119479
"280","Sante Adairius Rustic Ales","Westly","103 Kennedy Dr","","Capitola","CA","95010","38.44148971",-122.7119479
"281","Sante Adairius Rustic Ales","Sante Adairius / Triple Rock Cellarman Barrel Aged Saison","103 Kennedy Dr","","Capitola","CA","95010","38.44148971",-122.7119479
"282","Side Project Brewing","Fuzzy","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"283","Side Project Brewing","Derivation Blend #1 (Maple Syrup Bourbon Barrel)","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"284","Side Project Brewing","2 Candles","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"285","Side Project Brewing","Black & Wild","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"286","Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"287","Side Project Brewing","Saison Du Fermier","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"288","Side Project Brewing","Framboise Du Fermier","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"289","Side Project Brewing","Abricot Du Fermier","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"388","Side Project Brewing","Oude Fermier","7373 Marietta Ave","","Maplewood","MI","63143","36.9822865",-121.9405747
"290","SingleCut Beersmiths","Softly Spoken Magic Spells","19-33 37th St","","Queens","NY","11105","38.6120101",-90.31941177
"291","Societe Brewing Company","The Pupil","8262 Clairemont Mesa Blvd","","San Diego","CA","92111","40.77829555",-73.90167146
"292","Stillwater Artisanal Ales","Stillwater / Westbrook Gose Gone Wild","1028 S Conkling St","","Baltimore","MD","21224","39.2807461",-76.5691672
"293","Stone Brewing","Imperial Russian Stout - Bourbon Barrel Aged","1999 Citracado Parkway","","Escondido","CA","92029","33.11594475",-117.1199645
"294","Stone Brewing","Stone Enjoy By IPA","1999 Citracado Parkway","","Escondido","CA","92029","33.11594475",-117.1199645
"295","Stone Brewing","Stone Imperial Russian Stout","1999 Citracado Parkway","","Escondido","CA","92029","33.11594475",-117.1199645
"296","Stone Brewing","Stone Xocoveza For The Holidays & The New Year","1999 Citracado Parkway","","Escondido","CA","92029","33.11594475",-117.1199645
"297","Stone Brewing","Stone Enjoy By Unfiltered IPA","1999 Citracado Parkway","","Escondido","CA","92029","33.11594475",-117.1199645
"298","Surly Brewing Company","Darkness","4811 Dusharme Dr","","Brooklyn Center","MN","55429","45.04294225",-93.32438933
"299","Surly Brewing Company","Furious","4811 Dusharme Dr","","Brooklyn Center","MN","55429","45.04294225",-93.32438933
"300","Surly Brewing Company","Todd The Axe Man","4811 Dusharme Dr","","Brooklyn Center","MN","55429","45.04294225",-93.32438933
"301","Surly Brewing Company","Abrasive Ale","4811 Dusharme Dr","","Brooklyn Center","MN","55429","45.04294225",-93.32438933
"302","Surly Brewing Company","Darkness - High West Rye Whiskey Barrel Aged (2015)","4811 Dusharme Dr","","Brooklyn Center","MN","55429","45.04294225",-93.32438933
"303","The Alchemist","Focal Banger","35 Crossroad","","Waterbury","VT","5676","32.83283939",-117.1499567
"304","The Alchemist","Luscious","35 Crossroad","","Waterbury","VT","5676","32.83283939",-117.1499567
"305","The Alchemist","Heady Topper","35 Crossroad","","Waterbury","VT","5676","32.83283939",-117.1499567
"306","The Alchemist","Crusher","35 Crossroad","","Waterbury","VT","5676","32.83283939",-117.1499567
"383","The Alchemist Brewery and Visitors Center","Crusher","100 Cottage Club Rd","","Stowe","VT","5672","44.4762604",-72.7166371
"384","The Alchemist Brewery and Visitors Center","Focal Banger","100 Cottage Club Rd","","Stowe","VT","5672","44.4762604",-72.7166371
"389","The Alchemist Brewery and Visitors Center","Luscious","100 Cottage Club Rd","","Stowe","VT","5672","44.4762604",-72.7166371
"307","The Bruery","Chocolate Rain","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"308","The Bruery","Grey Monday","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"309","The Bruery","Mocha Wednesday","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"310","The Bruery","Black Tuesday - Reserve","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"311","The Bruery","Black Tuesday","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"312","The Bruery","Melange No. 3","715 Dunn Way","","Placentia","CA","92870","33.8612257",-117.8801465
"313","The Lone Pint Brewery","Yellow Rose","507 Commerce St","","Magnolia","TX","77355","33.8612257",-117.8801465
"314","The Lost Abbey","Duck Duck Gooze","155 Mata Way #104","","San Marcos","CA","92069","30.20898494",-95.75217492
"315","The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","155 Mata Way #104","","San Marcos","CA","92069","30.20898494",-95.75217492
"316","The Lost Abbey","Cable Car","155 Mata Way #104","","San Marcos","CA","92069","30.20898494",-95.75217492
"317","Thirsty Dog Brewing Company","Wulver","529 Grant St","","Akron","OH","44311","41.0689201",-81.5198163
"318","Toppling Goliath Brewing Company","Kentucky Brunch Brand Stout","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"319","Toppling Goliath Brewing Company","King Sue","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"320","Toppling Goliath Brewing Company","SR-71 Blackbird (2015)","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"321","Toppling Goliath Brewing Company","Mornin' Delight","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"322","Toppling Goliath Brewing Company","Assassin Imperial Stout","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"323","Toppling Goliath Brewing Company","PseudoSue","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"324","Toppling Goliath Brewing Company","Double Dry Hopped PseudoSue (Citra)","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"325","Toppling Goliath Brewing Company","Sosus","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"326","Toppling Goliath Brewing Company","HOPSMACK!","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"327","Toppling Goliath Brewing Company","XHOPS (Gold Label)","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"328","Toppling Goliath Brewing Company","Double Dry Hop PseudoSue (Citra)","310 College Dr","","Decorah","IO","52101","41.5353502",-87.5165134
"329","Tr”egs Brewing Company","Tr”egs Nugget Nectar","200 Hersheypark Dr","","Hershey","PA","17033","40.2973443",-76.644943
"330","Tree House Brewing Company","Good Morning","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"331","Tree House Brewing Company","King Julius","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"332","Tree House Brewing Company","Green","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"333","Tree House Brewing Company","In Perpetuity","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"334","Tree House Brewing Company","Julius","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"335","Tree House Brewing Company","Haze","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"336","Tree House Brewing Company","Curiosity Twenty Two","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"337","Tree House Brewing Company","Double Shot - Sumatra Mandheling","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"338","Tree House Brewing Company","Alter Ego","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"339","Tree House Brewing Company","Juice Machine","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"340","Tree House Brewing Company","Very Green","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"341","Tree House Brewing Company","Very Hazy","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"342","Tree House Brewing Company","Doppelganger","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"343","Tree House Brewing Company","Triple Shot","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"344","Tree House Brewing Company","JJJuliusss","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"345","Tree House Brewing Company","King JJJuliusss","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"346","Tree House Brewing Company","Curiosity Twenty Seven","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"347","Tree House Brewing Company","Doubleganger","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"348","Tree House Brewing Company","Double Shot- Batch 500","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"349","Tree House Brewing Company","Double Shot - Costa Rica Montes De Oro","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"350","Tree House Brewing Company","Double Shot","160 E Hill Rd","","Monson","MA","1057","42.08938597",-72.28960609
"351","Trillium Brewing Company","Artaic","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"352","Trillium Brewing Company","Galaxy Dry Hopped Fort Point Pale Ale","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"353","Trillium Brewing Company","Upper Case","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"354","Trillium Brewing Company","Fort Point Pale Ale","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"355","Trillium Brewing Company","Double Dry Hopped Congress Street","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"356","Trillium Brewing Company","Congress Street IPA","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"357","Trillium Brewing Company","Headroom Double IPA","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"358","Trillium Brewing Company","Mosaic Dry Hopped Fort Point","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"359","Trillium Brewing Company","Vicinity","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"360","Trillium Brewing Company","Double Dry Hopped Sleeper Street IPA","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"361","Trillium Brewing Company","Melcher Street IPA","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"362","Trillium Brewing Company","Heavy Mettle","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"363","Trillium Brewing Company","Scaled Up","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"364","Trillium Brewing Company","Double Dry Hopped Melcher Street","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"365","Trillium Brewing Company","Double Dry Hopped Fort Point Pale Ale","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"366","Trillium Brewing Company","Dialed In","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"367","Trillium Brewing Company","Double Dry Hopped Scaled","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"368","Trillium Brewing Company","Cutting Tiles","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"369","Trillium Brewing Company","Dusk Trill Dawn","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"370","Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"371","Trillium Brewing Company","Headroom","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"372","Trillium Brewing Company","Double Dry Hopped Sleeper Street","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"373","Trillium Brewing Company","Cutting Tiles (Mosaic)","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"374","Trillium Brewing Company","The Streets","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"375","Trillium Brewing Company","Scaled Way Up","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"376","Trillium Brewing Company","Cutting Tiles (Galaxy)","369 Congress St","","Boston","MA","2210","42.08938597",-72.28960609
"377","Unibroue","La Fin Du Monde","80 Rue des Carrières","Canada","Chambly","QC","J3L 2H6","45.4411889",-73.2636697
"378","Voodoo Brewing Company","Grande Negro Voodoo Papi - Bourbon Barrel Aged","215 Arch St","","Meadville","PA","16335","42.3492432",-71.0445707
"379","Voodoo Brewing Company","ManBearPig","215 Arch St","","Meadville","PA","16335","42.3492432",-71.0445707
"380","Weisses Br„uhaus G. Schneider & Sohn GmbH","Schneider Weisse Tap 6 Unser Aventinus","Emil-Ott-Straße 1","","Kelheim","Germany","93309","48.9172322",11.8726909
"381","Westbrook Brewing Company","Mexican Cake","510 Ridge Rd","","Mt Pleasant","SC","29464","41.6372706",-80.1547476
"382","Willoughby Brewing","Nut Smasher","4057 Erie Street","","Willoughby","OH","44094","41.6414616",-81.40649952
