"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
183,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,566,155,"369 Congress St","","Boston","MA","2210"
184,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.39,784,176,"369 Congress St","","Boston","MA","2210"
185,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,653,39,"2363 Alpine Blvd","","Alpine","CA","91901"
186,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1631,67,"7424 SW Beaverton-Hillsdale Hwy","","Portland","OR","97225"
187,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.39,437,160,"310 College Dr","","Decorah","IO","52101"
188,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,543,174,"229 Jared Dr","","Broussard","LA","70518"
189,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.39,340,102,"403 Hill Rd","","Greensboro Bend","VT","5842"
190,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5029,11,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
191,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.39,5947,10,"9750 Indiana Pkwy","","Munster","IN","46321"
192,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,627,123,"7373 Marietta Ave","","Maplewood","MI","63143"
193,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,300,123,"3912 W McLean Ave","","Chicago","IL","60647"
194,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10556,6,"1999 Citracado Parkway","","Escondido","CA","92029"
195,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.39,218,118,"300 County Rd 26","","Marengo","CO","43334"
196,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,618,168,"369 Congress St","","Boston","MA","2210"
197,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,676,182,"403 Hill Rd","","Greensboro Bend","VT","5842"
198,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.38,1315,45,"369 Congress St","","Boston","MA","2210"
199,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.38,270,116,"24 W Union St","","Athens","OH","45701"
200,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2578,107,"403 Hill Rd","","Greensboro Bend","VT","5842"
201,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1609,70,"507 Commerce St","","Magnolia","TX","77355"
202,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,482,153,"1621 S Sinclair St","","Anaheim","CA","92806"
203,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,513,146,"3912 W McLean Ave","","Chicago","IL","60647"
204,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.38,2185,90,"4910 Nautilus Ct","","Boulder","CO","80301"
205,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,631,152,"1220 S 8th St","","St. Louis","MO","63104"
206,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,368,145,"369 Congress St","","Boston","MA","2210"
207,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.38,352,121,"1900 Tower Dr W","","Stillwater","MN","55082"
208,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.37,849,49,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
209,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1300,117,"2363 Alpine Blvd","","Alpine","CA","91901"
210,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1255,44,"4785 Booth Hill Rd","","Hood River","OR","97031"
211,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4042,165,"2363 Alpine Blvd","","Alpine","CA","91901"
212,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,263,111,"Closed","","","",""
213,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,452,176,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
214,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,515,132,"403 Hill Rd","","Greensboro Bend","VT","5842"
215,"Tree House Brewing Company","Double Shot- Batch 500","American Stout","8.60%",4.37,82,61,"160 E Hill Rd","","Monson","MA","1057"
216,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1115,64,"Rue Gheude 56","","Brussels","Belgium","1070"
217,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,966,22,"195 Centre St","","Brooklyn","NY","11231"
218,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.37,248,113,"Closed","","","",""
219,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,351,185,"13415 Sierra Way","","Kernville","CA","93238"
220,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13640,56,"9045 Carroll Way","","San Diego","CA","92121"
221,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,362,121,"195 Centre St","","Brooklyn","NY","11231"
222,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.37,42,28,"7373 Marietta Ave","","Maplewood","MI","63143"
223,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1242,126,"5919 Chicago Rd","","Warren","MI","48092"
224,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6657,9,"9990 AleSmith Ct","","San Diego","CA","92126"
225,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1682,32,"715 Dunn Way","","Placentia","CA","92870"
226,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.37,995,30,"155 Mata Way #104","","San Marcos","CA","92069"
227,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,878,179,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
228,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,470,161,"PO Box 150472","","Brooklyn","NY","11215"
229,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,257,118,"PO Box 150472","","Brooklyn","NY","11215"
230,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2653,101,"510 Ridge Rd","","Mount Pleasant","NC","29464"
231,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,493,182,"PO Box 150472","","Brooklyn","NY","11215"
232,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,91,84,"1330 N Forest St","","Bellingham","WA","98225"
233,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,326,134,"23 Hayward St.","","Ipswich","MA","1938"
234,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1048,48,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
235,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.36,1161,47,"403 Hill Rd","","Greensboro Bend","VT","5842"
236,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1303,80,"1999 Citracado Parkway","","Escondido","CA","92029"
237,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3521,186,"2400 Hwy 69","","New Glarus","WA","53574"
238,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.35,363,123,"2410 Ownby Ln","","Richmond","VA","23220"
239,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,296,113,"175 Amity Rd","","Woodbridge","CT","6525"
240,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,908,21,"37 NW Lake Pl, Suite B","","Bend","OR","97701"
241,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,242,136,"PO Box 150472","","Brooklyn","NY","11215"
242,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2808,87,"2400 Hwy 69","","New Glarus","WA","53574"
243,"Haymarket Pub & Brewery","Clare's Thirsty Ale","American Double / Imperial Stout","12.50%",4.35,182,84,"737 W. Randolph","","Chicago","IL","60661"
244,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,912,182,"24 W Union St","","Athens","OH","45701"
245,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.35,1647,85,"1280 N McDowell Blvd","","Petaluma","CA","94954"
246,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1266,19,"715 Dunn Way","","Placentia","CA","92870"
247,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1588,124,"1615 Crozier Ln","","Del Valle","TX","78617"
248,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,378,154,"Staden Business Park","","Buxton","UK","SK17 9RZ"
249,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6760,5,"9045 Carroll Way","","San Diego","CA","92121"
250,"Hardywood Park Craft Brewery","Kentucky Christmas Morning","Milk / Sweet Stout","10.60%",4.35,161,88,"2410 Ownby Ln","","Richmond","VA","23220"
