"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Bottle Logic Brewing",16,"Fundamental Observation","American Double / Imperial Stout","14.30%",4.6,687,33,"1072 N Armando St","","Anaheim","CA","92806"
"Bottle Logic Brewing",197,"Leche Borracho","American Double / Imperial Stout","11.00%",4.38,249,136,"1072 N Armando St","","Anaheim","CA","92806"
"Bottle Logic Brewing",174,"Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,364,153,"1072 N Armando St","","Anaheim","CA","92806"
"Brasserie Cantillon",227,"Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1101,69,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",137,"Cantillon Saint Lamvinus","Lambic - Fruit","5.00%",4.42,2008,135,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",85,"Cantillon Lou Pepe - Kriek","Lambic - Fruit","5.00%",4.46,1687,114,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",42,"Cantillon Fou' Foune","Lambic - Fruit","5.00%",4.52,2792,142,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",134,"Cantillon Lou Pepe - Framboise","Lambic - Fruit","5.00%",4.42,1246,95,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie Cantillon",59,"Cantillon Blåbær Lambik","Lambic - Fruit","5.00%",4.49,765,86,"Rue Gheude 56","","Brussels","Belgium","1070"
"Brasserie de Rochefort",78,"Trappistes Rochefort 10","Quadrupel (Quad)","11.30%",4.47,9046,67,"Rue de l'Abbaye 8","","Rochefort","Belgium","5580"
"Brasserie Dieu du Ciel!",184,"Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5005,11,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
"Brasserie Dieu du Ciel!",208,"Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,180,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
"Brothers Craft Brewing",41,"Resolute - Coconut","American Double / Imperial Stout","13.50%",4.52,185,137,"800 N Main St","","Harrisonburg","VA","22802"
"Brouwerij Drie Fonteinen",135,"Drie Fonteinen Framboos","Lambic - Fruit","5.00%",4.42,636,17,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",104,"Drie Fonteinen Oude Geuze Golden Blend","Gueuze","7.50%",4.45,997,53,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",95,"Drie Fonteinen Oude Geuze Vintage","Gueuze","6.00%",4.45,698,28,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",217,"Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,839,52,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Drie Fonteinen",62,"Drie Fonteinen Zenne Y Frontera","Lambic - Unblended","7.00%",4.49,121,107,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
"Brouwerij Rodenbach N.V.",150,"Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1351,62,"Spanjestraat 133-141","","Roeselare","Belgium","8800"
"Brouwerij St. Bernardus NV",132,"St. Bernardus Abt 12","Quadrupel (Quad)","10.00%",4.42,9312,66,"Trappistenweg 23","","Watou","Belgium","8978"
"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)",15,"Trappist Westvleteren 12 (XII)","Quadrupel (Quad)","10.20%",4.61,6167,12,"Donkerstraat 12","","Westvleteren","Belgium","8640"
"Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)",74,"Trappist Westvleteren 8 (VIII)","Dubbel","8.00%",4.47,2097,170,"Donkerstraat 12","","Westvleteren","Belgium","8640"
"Buxton Brewery",242,"Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,281,152,"Staden Business Park","","Buxton","UK","SK17 9RZ"
"Cascade Brewing / Raccoon Lodge & Brewpub",181,"Cascade Sang Noir","American Wild Ale","9.50%",4.39,1603,70,"7424 SW Beaverton-Hillsdale Hwy","","Portland","OR","97225"
"Cigar City Brewing",109,"Decoherence","American Double / Imperial Stout","12.90%",4.44,168,91,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",7,"Hunahpu's Imperial Stout - Double Barrel Aged","American Double / Imperial Stout","11.00%",4.66,1335,30,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",49,"Hunahpu's Imperial Stout","American Double / Imperial Stout","11.00%",4.5,4001,166,"3924 W Spruce St","","Tampa","FL","33607"
"Cigar City Brewing",102,"Caffè Americano","American Double / Imperial Stout","11.00%",4.45,948,26,"3924 W Spruce St","","Tampa","FL","33607"
"Clown Shoes",223,"Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,141,"23 Hayward St.","","Ipswich","MA","1938"
"Columbus Brewing Company",125,"Columbus Bodhi DIPA","American Double / Imperial IPA","8.50%",4.42,1406,58,"2555 Harrison Rd","","Columbus","OH","43204"
"Dark Horse Brewing Company",81,"Dark Horse Bourbon Barrel Aged Plead The 5th","Russian Imperial Stout","12.00%",4.46,3052,126,"511 South Kalamazoo Street","","Marshall","MI","49068"
"de Garde Brewing",118,"The Broken Truck","Gueuze","5.00%",4.43,140,80,"6000 Blimp Blvd","","Tillamook","OR","97141"
"de Garde Brewing",129,"Nectarine Premiere","Saison / Farmhouse Ale","7.10%",4.42,184,88,"6000 Blimp Blvd","","Tillamook","OR","97141"
"Deschutes Brewery",71,"The Abyss","American Double / Imperial Stout","12.20%",4.48,6851,13,"901 SW Simpson Ave","","Bend","OR","97702"
"Evil Twin Brewing",84,"Evil Twin Double Barrel Jesus","American Double / Imperial Stout","12.00%",4.46,584,161,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
"Evil Twin Brewing",120,"Imperial Biscotti Break Bourbon Barrel Aged","American Double / Imperial Stout","11.50%",4.43,1539,35,"446 Kent Ave","Apt 14A","Brooklyn","NY","11249"
"Fat Head's Brewery & Saloon",143,"Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1968,85,"24581 Lorain Rd.","","North Olmstead","OH","44070"
"Fiddlehead Brewing Company",236,"Mastermind","American Double / Imperial IPA","8.10%",4.35,1315,41,"6305 Shelburne Rd","","Shelburne","VT","5482"
"Fiddlehead Brewing Company",159,"Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1671,56,"6305 Shelburne Rd","","Shelburne","VT","5482"
"FiftyFifty Brewing Company",133,"Imperial Eclipse Stout - Elijah Craig (12 Year)","American Double / Imperial Stout","11.90%",4.42,1845,96,"11197 Brockway Rd","","Truckee","CA","96161"
"Firestone Walker Brewing Company",99,"§ucaba","English Barleywine","12.50%",4.45,4928,178,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",37,"Parabola","Russian Imperial Stout","14.00%",4.53,6242,4,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",126,"Stickee Monkee","Quadrupel (Quad)","12.00%",4.42,2298,87,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Firestone Walker Brewing Company",93,"Parabajava","Russian Imperial Stout","14.00%",4.46,595,164,"1400 Ramada Drive","","Paso Robles","CA","93446"
"Foundation Brewing Company",168,"Epiphany","American Double / Imperial IPA","8.00%",4.4,832,28,"1 Industrial Way?","","Portland","ME","4103"
"Founders Brewing Company",13,"Founders CBS Imperial Stout","American Double / Imperial Stout","10.60%",4.62,4259,188,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Founders Brewing Company",26,"Founders KBS (Kentucky Breakfast Stout)","American Double / Imperial Stout","12.40%",4.56,12010,98,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Founders Brewing Company",77,"Founders Breakfast Stout","American Double / Imperial Stout","8.30%",4.47,16200,101,"235 Grandville Ave SW","","Grand Rapids","MI","49503"
"Fremont Brewing Company",160,"Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,533,149,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",117,"Brew 1000 - Bourbon Barrel Aged","English Barleywine","13.10%",4.43,161,105,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",127,"Bourbon Barrel Aged Dark Star Oatmeal Stout","Oatmeal Stout","14.50%",4.42,409,151,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",68,"Bourbon Barrel Aged Abominable: Coffee And Cinnamon","American Strong Ale","14.00%",4.48,718,186,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",98,"The Rusty Nail","American Double / Imperial Stout","13.20%",4.45,161,110,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Fremont Brewing Company",232,"Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1024,50,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
"Funky Buddha Brewery",229,"Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.36,142,45,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",53,"Snowed In - Bourbon Barrel Aged","American Double / Imperial Stout","11.00%",4.5,275,122,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",90,"Wide Awake It's Morning","American Porter","10.00%",4.46,628,22,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",130,"Last Snow","American Porter","6.40%",4.42,1671,77,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",30,"Morning Wood","American Porter","12.00%",4.55,588,180,"1201 NE 38th St","","Oakland Park","FL","33334"
"Funky Buddha Brewery",128,"Maple Bacon Coffee Porter","American Porter","6.40%",4.42,1694,82,"1201 NE 38th St","","Oakland Park","FL","33334"
"Goose Island Beer Company",23,"Bourbon County Brand Coffee Stout","American Double / Imperial Stout","13.40%",4.56,6896,3,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",79,"Bourbon County Brand Barleywine Ale","English Barleywine","12.10%",4.47,4965,146,"1800 W Fulton St","","Chicago","IL","60612"
"Goose Island Beer Company",52,"Bourbon County Brand Stout","American Double / Imperial Stout","13.80%",4.5,11937,68,"1800 W Fulton St","","Chicago","IL","60612"
"Grimm Artisanal Ales",224,"Tesseract","American Double / Imperial IPA","8.00%",4.36,462,167,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",228,"Magnetic Compass","American IPA","6.40%",4.36,192,134,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",231,"Lambo Door","American Double / Imperial IPA","8.00%",4.36,483,187,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",138,"Afterimage","American Double / Imperial IPA","8.00%",4.41,426,167,"PO Box 150472","","Brooklyn","NY","11215"
"Grimm Artisanal Ales",226,"Lumen","American IPA","6.40%",4.36,251,122,"PO Box 150472","","Brooklyn","NY","11215"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",173,"Matt","American Strong Ale","11.50%",4.39,827,84,"61 SE Yamhill St","","Portland","OR","97214"
"Hair of the Dog Brewing Company / Brewery and Tasting Room",112,"Adam From The Wood","Old Ale","12.00%",4.44,940,48,"61 SE Yamhill St","","Portland","OR","97214"
"Hangar 24 Brewery",211,"Pugachev Royale","Russian Imperial Stout","14.80%",4.37,173,80,"1710 Sessums Drive","","Redlands","CA","92374"
"Heist Brewery",151,"Citraquench'l","American IPA","6.70%",4.41,91,88,"2901 N Davidson St","","Charlotte","NC","28205"
"Hill Farmstead Brewery",176,"Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,161,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",55,"Double Citra","American Double / Imperial IPA","8.00%",4.49,1695,69,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",100,"Everett Porter","American Porter","7.50%",4.45,2565,117,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",246,"What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,874,19,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",27,"Ann","Saison / Farmhouse Ale","6.50%",4.56,337,168,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",40,"Double Galaxy","American Double / Imperial IPA","8.00%",4.52,1294,69,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",206,"Aaron","English Barleywine","BreweryEnglish",4.37,322,102,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",209,"Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,658,180,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",245,"Birth Of Tragedy","American Porter","9.00%",4.35,1134,51,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",97,"Susan","American IPA","6.20%",4.45,1753,57,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",92,"Society & Solitude #5","American Double / Imperial IPA","8.10%",4.46,1357,44,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",192,"Edward","American Pale Ale (APA)","5.20%",4.38,2557,113,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",75,"Ephraim","American Double / Imperial IPA","10.00%",4.47,1008,81,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",39,"Society & Solitude #4","American Double / Imperial IPA","8.00%",4.52,1069,37,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",25,"Abner","American Double / Imperial IPA","8.20%",4.56,2517,116,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",140,"Juicy","Saison / Farmhouse Ale","7.40%",4.41,459,165,"403 Hill Rd","","Greensboro Bend","VT","5842"
"Hill Farmstead Brewery",237,"Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,506,139,"403 Hill Rd","","Greensboro Bend","VT","5842"
"J. Wakefield Brewing",149,"Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,286,127,"120 NW 24th St","","Miami","FL","33127"
"J. Wakefield Brewing",131,"Miami Madness","Berliner Weissbier","3.50%",4.42,280,125,"120 NW 24th St","","Miami","FL","33127"
"Jackie O's Pub & Brewery",222,"Bourbon Barrel Black Maple","American Porter","11.00%",4.36,880,180,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",110,"Bourbon Barrel Champion Ground","American Double / Imperial Stout","11.00%",4.44,405,165,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",155,"Oro Negro","American Double / Imperial Stout","10.00%",4.41,618,15,"24 W Union St","","Athens","OH","45701"
"Jackie O's Pub & Brewery",201,"Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.37,232,110,"24 W Union St","","Athens","OH","45701"
"Jester King Brewery",64,"Atrial Rubicite","American Wild Ale","5.80%",4.48,1667,42,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Jester King Brewery",164,"Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,679,145,"13005 Fitzhugh Road","Bld. B","Austin","TX","78736"
"Kane Brewing Company",191,"Mexican Brunch","American Porter","9.20%",4.38,180,80,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kane Brewing Company",46,"Sunday Brunch","American Porter","9.20%",4.5,465,141,"1750 Bloomsbury Ave","","Ocean","NJ","7712"
"Kern River Brewing Company",33,"Citra","American Double / Imperial IPA","8.00%",4.54,1694,119,"13415 Sierra Way","","Kernville","CA","93238"
"Kern River Brewing Company",203,"Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,323,186,"13415 Sierra Way","","Kernville","CA","93238"
"Kuhnhenn Brewing Company",67,"Kuhnhenn Bourbon Barrel Fourth Dementia","Old Ale","13.50%",4.48,1883,123,"5919 Chicago Rd","","Warren","MI","48092"
"Kuhnhenn Brewing Company",213,"Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,131,"5919 Chicago Rd","","Warren","MI","48092"
"Lagunitas Brewing Company",250,"ScareCity #3: High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.10%",4.34,1398,73,"1280 N McDowell Blvd","","Petaluma","CA","94954"
"Lagunitas Brewing Company",158,"Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2185,124,"1280 N McDowell Blvd","","Petaluma","CA","94954"
"Lawson's Finest Liquids",28,"Sip Of Sunshine","American Double / Imperial IPA","8.00%",4.55,4291,140,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",34,"Double Sunshine IPA","American Double / Imperial IPA","8.00%",4.54,2105,109,"Not Open to Public","","Warren","VT","5674"
"Lawson's Finest Liquids",36,"Triple Sunshine IPA","American Double / Imperial IPA","10.50%",4.53,571,145,"Not Open to Public","","Warren","VT","5674"
"Lift Bridge Brewery",215,"Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.37,341,121,"1900 Tower Dr W","","Stillwater","MN","55082"
"Live Oak Brewing Company",241,"Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1570,129,"1615 Crozier Ln","","Del Valle","TX","78617"
"Logsdon Farmhouse Ales",204,"Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,49,"4785 Booth Hill Rd","","Hood River","OR","97031"
"Maine Beer Company",11,"Dinner","American Double / Imperial IPA","8.20%",4.63,1861,76,"525 US Route 1","","Freeport","ME","4032"
"New England Brewing Company",91,"Fuzzy Baby Ducks IPA","American IPA","6.20%",4.46,728,175,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",235,"Locust Reign","American Double / Imperial IPA","8.50%",4.35,291,115,"175 Amity Rd","","Woodbridge","CT","6525"
"New England Brewing Company",148,"Coriolis","American Double / Imperial IPA","8.20%",4.41,541,157,"175 Amity Rd","","Woodbridge","CT","6525"
"New Glarus Brewing Company",238,"Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2784,92,"2400 Hwy 69","","New Glarus","WA","53574"
"New Glarus Brewing Company",233,"Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3498,189,"2400 Hwy 69","","New Glarus","WA","53574"
"Noble Ale Works",196,"Citra Showers","American Double / Imperial IPA","8.80%",4.38,478,160,"1621 S Sinclair St","","Anaheim","CA","92806"
"Other Half Brewing Company",216,"Mosaic IPA","American IPA","7.20%",4.37,349,121,"195 Centre St","","Brooklyn","NY","11231"
"Other Half Brewing Company",212,"All Green Everything","American Double / Imperial IPA","10.50%",4.37,949,24,"195 Centre St","","Brooklyn","NY","11231"
"Ozark Beer Company",76,"BDCS","American Double / Imperial Stout","10.20%",4.47,304,147,"1700 S 1st St","","Rogers","AR","72756"
"Parish Brewing Company",185,"Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,529,176,"229 Jared Dr","","Broussard","LA","70518"
"Peg's Cantina & Brew Pub",207,"Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,217,107,"Closed","","","",""
"Peg's Cantina & Brew Pub",136,"Peg's G.O.O.D. RareR D.O.S.","American Double / Imperial Stout","10.00%",4.42,729,17,"Closed","","","",""
"Peg's Cantina & Brew Pub",165,"Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,264,133,"Closed","","","",""
"Peg's Cantina & Brew Pub",249,"Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.34,206,94,"Closed","","","",""
"Peg's Cantina & Brew Pub",124,"Trademark Dispute: Hazelnut","American Double / Imperial Stout","Imperial",4.42,134,80,"Closed","","","",""
"Peg's Cantina & Brew Pub",152,"Rare Scooop","American Double / Imperial Stout","Imperial",4.41,98,72,"Closed","","","",""
"Pelican Pub & Brewery",153,"Mother Of All Storms","English Barleywine","14.00%",4.41,1905,132,"33180 Cape Kiwanda Dr.","","Pacific City","OR","97135"
"Perennial Artisan Ales",18,"Barrel-Aged Abraxas","American Double / Imperial Stout","11.00%",4.6,1252,23,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perennial Artisan Ales",147,"Abraxas","American Double / Imperial Stout","10.00%",4.41,2348,96,"8125 Michigan Ave","","Saint Louis","MI","63111"
"Perrin Brewery",107,"No Rules","American Porter","15.00%",4.44,945,59,"5910 Comstock Park Dr NW","","Comstock Park","MI","49321"
"Pipeworks Brewing Company",189,"Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,293,128,"3912 W McLean Ave","","Chicago","IL","60647"
"Pipeworks Brewing Company",198,"Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,155,"3912 W McLean Ave","","Chicago","IL","60647"
"Prairie Artisan Ales",141,"Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1392,54,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",115,"Barrel Aged Bomb!","American Double / Imperial Stout","11.20%",4.44,954,42,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",94,"Prairie Pirate Bomb!","American Double / Imperial Stout","14.00%",4.45,1879,62,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Prairie Artisan Ales",73,"BOMB!","American Double / Imperial Stout","13.00%",4.47,5625,174,"1803 S 49th West Ave","","Tulsa","OK","74107"
"Russian River Brewing Company",4,"Pliny The Younger","American Double / Imperial IPA","10.25%",4.66,2981,184,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",89,"Beatification","American Wild Ale","5.50%",4.46,2583,148,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",157,"Consecration","American Wild Ale","10.00%",4.4,5179,2,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",139,"Temptation","American Wild Ale","7.50%",4.41,3618,1,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",54,"Supplication","American Wild Ale","7.00%",4.49,6198,7,"725 4th St","","Santa Rosa","CA","95404"
"Russian River Brewing Company",17,"Pliny The Elder","American Double / Imperial IPA","8.00%",4.6,14109,100,"725 4th St","","Santa Rosa","CA","95404"
"Sante Adairius Rustic Ales",154,"Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,826,167,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",171,"West Ashley","American Wild Ale","7.30%",4.4,934,179,"103 Kennedy Dr","","Capitola","CA","95010"
"Sante Adairius Rustic Ales",162,"Westly","American Wild Ale","8.50%",4.4,229,102,"103 Kennedy Dr","","Capitola","CA","95010"
"Side Project Brewing",188,"Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,128,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",51,"Fuzzy","American Wild Ale","8.00%",4.5,689,163,"7373 Marietta Ave","","Maplewood","MI","63143"
"Side Project Brewing",219,"Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,39,32,"7373 Marietta Ave","","Maplewood","MI","63143"
"SingleCut Beersmiths",167,"Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,539,28,"19-33 37th St","","Queens","NY","11105"
